Province,Region,District,Tehsil,admin_unit,Gender,Age Group,Population Reporting,% of Total Population
Khyber Pakhtunkhwa,Rural,Lower Kohistan,Pattan,SUB-DIVISION,Tgend,15 - 49,3,75%
Khyber Pakhtunkhwa,Rural,Lower Kohistan,Pattan,SUB-DIVISION,Female,15 - 64,26183,39.9%
Khyber Pakhtunkhwa,Rural,Lower Kohistan,Pattan,SUB-DIVISION,Male,15 - 64,26922,39.3%
Khyber Pakhtunkhwa,Rural,Lower Kohistan,Pattan,SUB-DIVISION,Tgend,15 - 64,3,75%
Khyber Pakhtunkhwa,Rural,Lower Kohistan,Pattan,SUB-DIVISION,Female,18 - 60,21688,33%
Khyber Pakhtunkhwa,Rural,Lower Kohistan,Pattan,SUB-DIVISION,Male,18 - 60,21966,32.1%
Khyber Pakhtunkhwa,Rural,Lower Kohistan,Pattan,SUB-DIVISION,Tgend,18 - 60,2,50%
Khyber Pakhtunkhwa,Rural,Lower Kohistan,Pattan,SUB-DIVISION,Female,18 &  ABOVE,22694,34.6%
Khyber Pakhtunkhwa,Rural,Lower Kohistan,Pattan,SUB-DIVISION,Male,18 &  ABOVE,23372,34.1%
Khyber Pakhtunkhwa,Rural,Lower Kohistan,Pattan,SUB-DIVISION,Tgend,18 &  ABOVE,2,50%
Khyber Pakhtunkhwa,Rural,Lower Kohistan,Pattan,SUB-DIVISION,Female,60 &  ABOVE,1177,1.8%
Khyber Pakhtunkhwa,Rural,Lower Kohistan,Pattan,SUB-DIVISION,Male,60 &  ABOVE,1638,2.4%
Khyber Pakhtunkhwa,Rural,Lower Kohistan,Pattan,SUB-DIVISION,Female,65 &  ABOVE,731,1.1%
Khyber Pakhtunkhwa,Rural,Lower Kohistan,Pattan,SUB-DIVISION,Male,65 &  ABOVE,1044,1.5%
Khyber Pakhtunkhwa,Rural,Lower Kohistan,Pattan,SUB-DIVISION,Female,UNDER 1,2697,4.1%
Khyber Pakhtunkhwa,Rural,Lower Kohistan,Pattan,SUB-DIVISION,Male,UNDER 1,1766,2.6%
Khyber Pakhtunkhwa,Rural,Lower Kohistan,Pattan,SUB-DIVISION,Female,UNDER 10,26781,40.8%
Khyber Pakhtunkhwa,Rural,Lower Kohistan,Pattan,SUB-DIVISION,Male,UNDER 10,28084,41%
Khyber Pakhtunkhwa,Rural,Lower Kohistan,Pattan,SUB-DIVISION,Female,UNDER 15,34639,52.7%
Khyber Pakhtunkhwa,Rural,Lower Kohistan,Pattan,SUB-DIVISION,Male,UNDER 15,36725,53.6%
Khyber Pakhtunkhwa,Rural,Lower Kohistan,Pattan,SUB-DIVISION,Tgend,UNDER 15,1,25%
Khyber Pakhtunkhwa,Rural,Lower Kohistan,Pattan,SUB-DIVISION,Female,UNDER 5,15785,24%
Khyber Pakhtunkhwa,Rural,Lower Kohistan,Pattan,SUB-DIVISION,Male,UNDER 5,16514,24.1%
Khyber Pakhtunkhwa,Rural,Malakand,Sam Rani Zai,SUB-DIVISION,Female,05 - 24,77685,45%
Khyber Pakhtunkhwa,Rural,Malakand,Sam Rani Zai,SUB-DIVISION,Male,05 - 24,83917,46.4%
Khyber Pakhtunkhwa,Rural,Malakand,Sam Rani Zai,SUB-DIVISION,Tgend,05 - 24,2,66.7%
Khyber Pakhtunkhwa,Rural,Malakand,Sam Rani Zai,SUB-DIVISION,Female,15 - 49,84703,49.1%
Khyber Pakhtunkhwa,Rural,Malakand,Sam Rani Zai,SUB-DIVISION,Male,15 - 49,82040,45.4%
Khyber Pakhtunkhwa,Rural,Malakand,Sam Rani Zai,SUB-DIVISION,Tgend,15 - 49,3,100%
Khyber Pakhtunkhwa,Rural,Malakand,Sam Rani Zai,SUB-DIVISION,Female,15 - 64,96828,56.1%
Khyber Pakhtunkhwa,Rural,Malakand,Sam Rani Zai,SUB-DIVISION,Male,15 - 64,96363,53.3%
Khyber Pakhtunkhwa,Rural,Malakand,Sam Rani Zai,SUB-DIVISION,Tgend,15 - 64,3,100%
Khyber Pakhtunkhwa,Rural,Malakand,Sam Rani Zai,SUB-DIVISION,Female,18 - 60,83884,48.6%
Khyber Pakhtunkhwa,Rural,Malakand,Sam Rani Zai,SUB-DIVISION,Male,18 - 60,81317,45%
Khyber Pakhtunkhwa,Rural,Malakand,Sam Rani Zai,SUB-DIVISION,Tgend,18 - 60,1,33.3%
Khyber Pakhtunkhwa,Rural,Malakand,Sam Rani Zai,SUB-DIVISION,Female,18 &  ABOVE,91180,52.8%
Khyber Pakhtunkhwa,Rural,Malakand,Sam Rani Zai,SUB-DIVISION,Male,18 &  ABOVE,91127,50.4%
Khyber Pakhtunkhwa,Rural,Malakand,Sam Rani Zai,SUB-DIVISION,Tgend,18 &  ABOVE,1,33.3%
Khyber Pakhtunkhwa,Rural,Malakand,Sam Rani Zai,SUB-DIVISION,Female,60 &  ABOVE,8132,4.7%
Khyber Pakhtunkhwa,Rural,Malakand,Sam Rani Zai,SUB-DIVISION,Male,60 &  ABOVE,10820,6%
Khyber Pakhtunkhwa,Rural,Malakand,Sam Rani Zai,SUB-DIVISION,Female,65 &  ABOVE,5101,3%
Khyber Pakhtunkhwa,Rural,Malakand,Sam Rani Zai,SUB-DIVISION,Male,65 &  ABOVE,6975,3.9%
Khyber Pakhtunkhwa,Rural,Malakand,Sam Rani Zai,SUB-DIVISION,Female,UNDER 1,3246,1.9%
Khyber Pakhtunkhwa,Rural,Malakand,Sam Rani Zai,SUB-DIVISION,Male,UNDER 1,3405,1.9%
Khyber Pakhtunkhwa,Rural,Malakand,Sam Rani Zai,SUB-DIVISION,Female,UNDER 10,49564,28.7%
Khyber Pakhtunkhwa,Rural,Malakand,Sam Rani Zai,SUB-DIVISION,Male,UNDER 10,53561,29.6%
Khyber Pakhtunkhwa,Rural,Malakand,Sam Rani Zai,SUB-DIVISION,Female,UNDER 15,70397,40.8%
Khyber Pakhtunkhwa,Rural,Malakand,Sam Rani Zai,SUB-DIVISION,Male,UNDER 15,77205,42.7%
Khyber Pakhtunkhwa,Rural,Malakand,Sam Rani Zai,SUB-DIVISION,Female,UNDER 5,25675,14.9%
Khyber Pakhtunkhwa,Rural,Malakand,Sam Rani Zai,SUB-DIVISION,Male,UNDER 5,27847,15.4%
Khyber Pakhtunkhwa,Rural,Malakand,Swat Rani Zai,SUB-DIVISION,Female,05 - 24,88904,45.4%
Khyber Pakhtunkhwa,Rural,Malakand,Swat Rani Zai,SUB-DIVISION,Male,05 - 24,94453,46.4%
Khyber Pakhtunkhwa,Rural,Malakand,Swat Rani Zai,SUB-DIVISION,Tgend,05 - 24,2,66.7%
Khyber Pakhtunkhwa,Rural,Malakand,Swat Rani Zai,SUB-DIVISION,Female,15 - 49,93969,48%
Khyber Pakhtunkhwa,Rural,Malakand,Swat Rani Zai,SUB-DIVISION,Male,15 - 49,90606,44.5%
Khyber Pakhtunkhwa,Rural,Malakand,Swat Rani Zai,SUB-DIVISION,Tgend,15 - 49,3,100%
Khyber Pakhtunkhwa,Rural,Malakand,Swat Rani Zai,SUB-DIVISION,Female,15 - 64,107551,54.9%
Khyber Pakhtunkhwa,Rural,Malakand,Swat Rani Zai,SUB-DIVISION,Male,15 - 64,106291,52.2%
Khyber Pakhtunkhwa,Rural,Malakand,Swat Rani Zai,SUB-DIVISION,Tgend,15 - 64,3,100%
Khyber Pakhtunkhwa,Rural,Malakand,Swat Rani Zai,SUB-DIVISION,Female,18 - 60,92660,47.3%
Khyber Pakhtunkhwa,Rural,Malakand,Swat Rani Zai,SUB-DIVISION,Male,18 - 60,88804,43.6%
Khyber Pakhtunkhwa,Rural,Malakand,Swat Rani Zai,SUB-DIVISION,Tgend,18 - 60,1,33.3%
Khyber Pakhtunkhwa,Rural,Malakand,Swat Rani Zai,SUB-DIVISION,Female,18 &  ABOVE,101260,51.7%
Khyber Pakhtunkhwa,Rural,Malakand,Swat Rani Zai,SUB-DIVISION,Male,18 &  ABOVE,100271,49.2%
Khyber Pakhtunkhwa,Rural,Malakand,Swat Rani Zai,SUB-DIVISION,Tgend,18 &  ABOVE,1,33.3%
Khyber Pakhtunkhwa,Rural,Malakand,Swat Rani Zai,SUB-DIVISION,Female,60 &  ABOVE,9344,4.8%
Khyber Pakhtunkhwa,Rural,Malakand,Swat Rani Zai,SUB-DIVISION,Male,60 &  ABOVE,12418,6.1%
Khyber Pakhtunkhwa,Rural,Malakand,Swat Rani Zai,SUB-DIVISION,Female,65 &  ABOVE,6106,3.1%
Khyber Pakhtunkhwa,Rural,Malakand,Swat Rani Zai,SUB-DIVISION,Male,65 &  ABOVE,8036,3.9%
Khyber Pakhtunkhwa,Rural,Malakand,Swat Rani Zai,SUB-DIVISION,Female,UNDER 1,3836,2%
Khyber Pakhtunkhwa,Rural,Malakand,Swat Rani Zai,SUB-DIVISION,Male,UNDER 1,4294,2.1%
Khyber Pakhtunkhwa,Rural,Malakand,Swat Rani Zai,SUB-DIVISION,Female,UNDER 10,58012,29.6%
Khyber Pakhtunkhwa,Rural,Malakand,Swat Rani Zai,SUB-DIVISION,Male,UNDER 10,62607,30.7%
Khyber Pakhtunkhwa,Rural,Malakand,Swat Rani Zai,SUB-DIVISION,Female,UNDER 15,81838,41.8%
Khyber Pakhtunkhwa,Rural,Malakand,Swat Rani Zai,SUB-DIVISION,Male,UNDER 15,89155,43.8%
Khyber Pakhtunkhwa,Rural,Malakand,Swat Rani Zai,SUB-DIVISION,Female,UNDER 5,30446,15.6%
Khyber Pakhtunkhwa,Rural,Malakand,Swat Rani Zai,SUB-DIVISION,Male,UNDER 5,33047,16.2%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Female,05 - 24,96732,44.7%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Male,05 - 24,101695,45%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Tgend,05 - 24,4,30.8%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Female,15 - 49,104055,48.1%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Male,15 - 49,104684,46.3%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Tgend,15 - 49,9,69.2%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Female,15 - 64,121116,55.9%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Male,15 - 64,124102,54.9%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Tgend,15 - 64,11,84.6%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Female,18 - 60,104283,48.2%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Male,18 - 60,105269,46.6%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Tgend,18 - 60,9,69.2%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Female,18 &  ABOVE,115012,53.1%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Male,18 &  ABOVE,119276,52.8%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Tgend,18 &  ABOVE,10,76.9%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Female,60 &  ABOVE,11723,5.4%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Male,60 &  ABOVE,15322,6.8%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Tgend,60 &  ABOVE,1,7.7%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Female,65 &  ABOVE,7897,3.6%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Male,65 &  ABOVE,10133,4.5%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Tgend,65 &  ABOVE,1,7.7%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Female,UNDER 1,4163,1.9%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Male,UNDER 1,4394,1.9%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Female,UNDER 10,58698,27.1%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Male,UNDER 10,61262,27.1%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Female,UNDER 15,85131,39.3%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Male,UNDER 15,89651,39.7%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Tgend,UNDER 15,1,7.7%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Female,UNDER 5,29597,13.7%
Khyber Pakhtunkhwa,Rural,Mansehra,Baffa Pakhal,TEHSIL,Male,UNDER 5,30923,13.7%
Khyber Pakhtunkhwa,Rural,Mansehra,Balakot,TEHSIL,Female,05 - 24,68217,44.6%
Khyber Pakhtunkhwa,Rural,Mansehra,Balakot,TEHSIL,Male,05 - 24,70332,44.7%
Khyber Pakhtunkhwa,Rural,Mansehra,Balakot,TEHSIL,Tgend,05 - 24,4,23.5%
Khyber Pakhtunkhwa,Rural,Mansehra,Balakot,TEHSIL,Female,15 - 49,74570,48.7%
Khyber Pakhtunkhwa,Rural,Mansehra,Balakot,TEHSIL,Male,15 - 49,73237,46.6%
Khyber Pakhtunkhwa,Rural,Mansehra,Balakot,TEHSIL,Tgend,15 - 49,11,64.7%
Khyber Pakhtunkhwa,Rural,Mansehra,Balakot,TEHSIL,Female,15 - 64,87100,56.9%
Khyber Pakhtunkhwa,Rural,Mansehra,Balakot,TEHSIL,Male,15 - 64,87174,55.4%
Khyber Pakhtunkhwa,Rural,Mansehra,Balakot,TEHSIL,Tgend,15 - 64,16,94.1%
Khyber Pakhtunkhwa,Rural,Mansehra,Balakot,TEHSIL,Female,18 - 60,74677,48.8%
Khyber Pakhtunkhwa,Rural,Mansehra,Balakot,TEHSIL,Male,18 - 60,73735,46.9%
Khyber Pakhtunkhwa,Rural,Mansehra,Balakot,TEHSIL,Tgend,18 - 60,15,88.2%
Khyber Pakhtunkhwa,Rural,Mansehra,Balakot,TEHSIL,Female,18 &  ABOVE,82858,54.1%
Khyber Pakhtunkhwa,Rural,Mansehra,Balakot,TEHSIL,Male,18 &  ABOVE,84042,53.4%
Khyber Pakhtunkhwa,Rural,Mansehra,Balakot,TEHSIL,Tgend,18 &  ABOVE,15,88.2%
Khyber Pakhtunkhwa,Rural,Mansehra,Balakot,TEHSIL,Female,60 &  ABOVE,8908,5.8%
Khyber Pakhtunkhwa,Rural,Mansehra,Balakot,TEHSIL,Male,60 &  ABOVE,11216,7.1%
Khyber Pakhtunkhwa,Rural,Mansehra,Balakot,TEHSIL,Female,65 &  ABOVE,5972,3.9%
Khyber Pakhtunkhwa,Rural,Mansehra,Balakot,TEHSIL,Male,65 &  ABOVE,7468,4.7%
Khyber Pakhtunkhwa,Rural,Mansehra,Balakot,TEHSIL,Female,UNDER 1,2954,1.9%
Khyber Pakhtunkhwa,Rural,Mansehra,Balakot,TEHSIL,Male,UNDER 1,3123,2%
Khyber Pakhtunkhwa,Rural,Mansehra,Balakot,TEHSIL,Female,UNDER 10,40411,26.4%
Khyber Pakhtunkhwa,Rural,Mansehra,Balakot,TEHSIL,Male,UNDER 10,42416,27%
Khyber Pakhtunkhwa,Rural,Mansehra,Balakot,TEHSIL,Female,UNDER 15,59915,39.1%
Khyber Pakhtunkhwa,Rural,Mansehra,Balakot,TEHSIL,Male,UNDER 15,62518,39.8%
Khyber Pakhtunkhwa,Rural,Mansehra,Balakot,TEHSIL,Tgend,UNDER 15,1,5.9%
Khyber Pakhtunkhwa,Rural,Mansehra,Balakot,TEHSIL,Female,UNDER 5,20128,13.1%
Khyber Pakhtunkhwa,Rural,Mansehra,Balakot,TEHSIL,Male,UNDER 5,21244,13.5%
Khyber Pakhtunkhwa,Rural,Mansehra,Darband,TEHSIL,Female,05 - 24,11530,43.2%
Khyber Pakhtunkhwa,Rural,Mansehra,Darband,TEHSIL,Male,05 - 24,11236,45%
Khyber Pakhtunkhwa,Rural,Mansehra,Darband,TEHSIL,Female,15 - 49,13489,50.5%
Khyber Pakhtunkhwa,Rural,Mansehra,Darband,TEHSIL,Male,15 - 49,11617,46.5%
Khyber Pakhtunkhwa,Rural,Mansehra,Darband,TEHSIL,Tgend,15 - 49,1,100%
Khyber Pakhtunkhwa,Rural,Mansehra,Darband,TEHSIL,Female,15 - 64,15900,59.5%
Khyber Pakhtunkhwa,Rural,Mansehra,Darband,TEHSIL,Male,15 - 64,13986,56%
Khyber Pakhtunkhwa,Rural,Mansehra,Darband,TEHSIL,Tgend,15 - 64,1,100%
Khyber Pakhtunkhwa,Rural,Mansehra,Darband,TEHSIL,Female,18 - 60,13693,51.3%
Khyber Pakhtunkhwa,Rural,Mansehra,Darband,TEHSIL,Male,18 - 60,11936,47.8%
Khyber Pakhtunkhwa,Rural,Mansehra,Darband,TEHSIL,Tgend,18 - 60,1,100%
Khyber Pakhtunkhwa,Rural,Mansehra,Darband,TEHSIL,Female,18 &  ABOVE,15579,58.3%
Khyber Pakhtunkhwa,Rural,Mansehra,Darband,TEHSIL,Male,18 &  ABOVE,13751,55%
Khyber Pakhtunkhwa,Rural,Mansehra,Darband,TEHSIL,Tgend,18 &  ABOVE,1,100%
Khyber Pakhtunkhwa,Rural,Mansehra,Darband,TEHSIL,Female,60 &  ABOVE,2032,7.6%
Khyber Pakhtunkhwa,Rural,Mansehra,Darband,TEHSIL,Male,60 &  ABOVE,1971,7.9%
Khyber Pakhtunkhwa,Rural,Mansehra,Darband,TEHSIL,Female,65 &  ABOVE,1426,5.3%
Khyber Pakhtunkhwa,Rural,Mansehra,Darband,TEHSIL,Male,65 &  ABOVE,1340,5.4%
Khyber Pakhtunkhwa,Rural,Mansehra,Darband,TEHSIL,Female,UNDER 1,474,1.8%
Khyber Pakhtunkhwa,Rural,Mansehra,Darband,TEHSIL,Male,UNDER 1,463,1.9%
Khyber Pakhtunkhwa,Rural,Mansehra,Darband,TEHSIL,Female,UNDER 10,6483,24.3%
Khyber Pakhtunkhwa,Rural,Mansehra,Darband,TEHSIL,Male,UNDER 10,6628,26.5%
Khyber Pakhtunkhwa,Rural,Mansehra,Darband,TEHSIL,Female,UNDER 15,9386,35.1%
Khyber Pakhtunkhwa,Rural,Mansehra,Darband,TEHSIL,Male,UNDER 15,9663,38.7%
Khyber Pakhtunkhwa,Rural,Mansehra,Darband,TEHSIL,Female,UNDER 5,3107,11.6%
Khyber Pakhtunkhwa,Rural,Mansehra,Darband,TEHSIL,Male,UNDER 5,3203,12.8%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Female,05 - 24,126253,44.1%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Male,05 - 24,134620,44.9%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Tgend,05 - 24,4,66.7%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Female,15 - 49,140569,49.1%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Male,15 - 49,140992,47%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Tgend,15 - 49,4,66.7%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Female,15 - 64,164223,57.4%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Male,15 - 64,167113,55.7%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Tgend,15 - 64,4,66.7%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Female,18 - 60,141589,49.5%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Male,18 - 60,142110,47.4%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Tgend,18 - 60,4,66.7%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Female,18 &  ABOVE,156805,54.8%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Male,18 &  ABOVE,160918,53.7%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Tgend,18 &  ABOVE,5,83.3%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Female,60 &  ABOVE,16646,5.8%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Male,60 &  ABOVE,20619,6.9%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Tgend,60 &  ABOVE,1,16.7%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Female,65 &  ABOVE,10940,3.8%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Male,65 &  ABOVE,13543,4.5%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Tgend,65 &  ABOVE,1,16.7%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Female,UNDER 1,4818,1.7%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Male,UNDER 1,5064,1.7%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Female,UNDER 10,75246,26.3%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Male,UNDER 10,80623,26.9%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Female,UNDER 15,109887,38.4%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Male,UNDER 15,118137,39.4%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Tgend,UNDER 15,1,16.7%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Female,UNDER 5,36970,12.9%
Khyber Pakhtunkhwa,Rural,Mansehra,Mansehra,TEHSIL,Male,UNDER 5,40003,13.3%
Khyber Pakhtunkhwa,Rural,Mansehra,Oghi,TEHSIL,Female,05 - 24,56386,44.3%
Khyber Pakhtunkhwa,Rural,Mansehra,Oghi,TEHSIL,Male,05 - 24,58644,47.1%
Khyber Pakhtunkhwa,Rural,Mansehra,Oghi,TEHSIL,Tgend,05 - 24,1,16.7%
Khyber Pakhtunkhwa,Rural,Mansehra,Oghi,TEHSIL,Female,15 - 49,61551,48.4%
Khyber Pakhtunkhwa,Rural,Mansehra,Oghi,TEHSIL,Male,15 - 49,54427,43.7%
Khyber Pakhtunkhwa,Rural,Mansehra,Oghi,TEHSIL,Tgend,15 - 49,5,83.3%
Khyber Pakhtunkhwa,Rural,Mansehra,Oghi,TEHSIL,Female,15 - 64,72071,56.6%
Khyber Pakhtunkhwa,Rural,Mansehra,Oghi,TEHSIL,Male,15 - 64,64485,51.8%
Khyber Pakhtunkhwa,Rural,Mansehra,Oghi,TEHSIL,Tgend,15 - 64,6,100%
Khyber Pakhtunkhwa,Rural,Mansehra,Oghi,TEHSIL,Female,18 - 60,61679,48.5%
Khyber Pakhtunkhwa,Rural,Mansehra,Oghi,TEHSIL,Male,18 - 60,53531,43%
Khyber Pakhtunkhwa,Rural,Mansehra,Oghi,TEHSIL,Tgend,18 - 60,5,83.3%
Khyber Pakhtunkhwa,Rural,Mansehra,Oghi,TEHSIL,Female,18 &  ABOVE,68892,54.1%
Khyber Pakhtunkhwa,Rural,Mansehra,Oghi,TEHSIL,Male,18 &  ABOVE,61632,49.5%
Khyber Pakhtunkhwa,Rural,Mansehra,Oghi,TEHSIL,Tgend,18 &  ABOVE,5,83.3%
Khyber Pakhtunkhwa,Rural,Mansehra,Oghi,TEHSIL,Female,60 &  ABOVE,7835,6.2%
Khyber Pakhtunkhwa,Rural,Mansehra,Oghi,TEHSIL,Male,60 &  ABOVE,8832,7.1%
Khyber Pakhtunkhwa,Rural,Mansehra,Oghi,TEHSIL,Female,65 &  ABOVE,5174,4.1%
Khyber Pakhtunkhwa,Rural,Mansehra,Oghi,TEHSIL,Male,65 &  ABOVE,5956,4.8%
Khyber Pakhtunkhwa,Rural,Mansehra,Oghi,TEHSIL,Female,UNDER 1,2361,1.9%
Khyber Pakhtunkhwa,Rural,Mansehra,Oghi,TEHSIL,Male,UNDER 1,2447,2%
Khyber Pakhtunkhwa,Rural,Mansehra,Oghi,TEHSIL,Female,UNDER 10,34472,27.1%
Khyber Pakhtunkhwa,Rural,Mansehra,Oghi,TEHSIL,Male,UNDER 10,37242,29.9%
Khyber Pakhtunkhwa,Rural,Mansehra,Oghi,TEHSIL,Female,UNDER 15,49890,39.2%
Khyber Pakhtunkhwa,Rural,Mansehra,Oghi,TEHSIL,Male,UNDER 15,53951,43.3%
Khyber Pakhtunkhwa,Rural,Mansehra,Oghi,TEHSIL,Female,UNDER 5,17365,13.6%
Khyber Pakhtunkhwa,Rural,Mansehra,Oghi,TEHSIL,Male,UNDER 5,18701,15%
Khyber Pakhtunkhwa,Rural,Mardan,Ghari Kapoora,TEHSIL,Female,05 - 24,71784,45.7%
Khyber Pakhtunkhwa,Rural,Mardan,Ghari Kapoora,TEHSIL,Male,05 - 24,75280,46.4%
Khyber Pakhtunkhwa,Rural,Mardan,Ghari Kapoora,TEHSIL,Tgend,05 - 24,4,100%
Khyber Pakhtunkhwa,Rural,Mardan,Ghari Kapoora,TEHSIL,Female,15 - 49,75885,48.3%
Khyber Pakhtunkhwa,Rural,Mardan,Ghari Kapoora,TEHSIL,Male,15 - 49,73698,45.4%
Khyber Pakhtunkhwa,Rural,Mardan,Ghari Kapoora,TEHSIL,Tgend,15 - 49,4,100%
Khyber Pakhtunkhwa,Rural,Mardan,Ghari Kapoora,TEHSIL,Female,15 - 64,87749,55.9%
Khyber Pakhtunkhwa,Rural,Mardan,Ghari Kapoora,TEHSIL,Male,15 - 64,86687,53.4%
Khyber Pakhtunkhwa,Rural,Mardan,Ghari Kapoora,TEHSIL,Tgend,15 - 64,4,100%
Khyber Pakhtunkhwa,Rural,Mardan,Ghari Kapoora,TEHSIL,Female,18 - 60,75396,48%
Khyber Pakhtunkhwa,Rural,Mardan,Ghari Kapoora,TEHSIL,Male,18 - 60,73270,45.1%
Khyber Pakhtunkhwa,Rural,Mardan,Ghari Kapoora,TEHSIL,Tgend,18 - 60,1,25%
Khyber Pakhtunkhwa,Rural,Mardan,Ghari Kapoora,TEHSIL,Female,18 &  ABOVE,82686,52.6%
Khyber Pakhtunkhwa,Rural,Mardan,Ghari Kapoora,TEHSIL,Male,18 &  ABOVE,82700,50.9%
Khyber Pakhtunkhwa,Rural,Mardan,Ghari Kapoora,TEHSIL,Tgend,18 &  ABOVE,1,25%
Khyber Pakhtunkhwa,Rural,Mardan,Ghari Kapoora,TEHSIL,Female,60 &  ABOVE,7962,5.1%
Khyber Pakhtunkhwa,Rural,Mardan,Ghari Kapoora,TEHSIL,Male,60 &  ABOVE,10222,6.3%
Khyber Pakhtunkhwa,Rural,Mardan,Ghari Kapoora,TEHSIL,Female,65 &  ABOVE,5008,3.2%
Khyber Pakhtunkhwa,Rural,Mardan,Ghari Kapoora,TEHSIL,Male,65 &  ABOVE,6735,4.1%
Khyber Pakhtunkhwa,Rural,Mardan,Ghari Kapoora,TEHSIL,Female,UNDER 1,3180,2%
