DISTRICT,PROVINCE,hci,fci,lap,soi,archetype_tercile,archetype_median,cluster,literacy_rate_calc,urdu_pct,dependency_ratio,electrification,flush_toilet
WASHUK,BALOCHISTAN,0.155018094752043,0.56001924860273,0.215642428913042,0.429512523365372,Anchor,Anchor,4,0.215789444379486,0.000681291278479464,1.30867374207834,0.262941140492161,0.286509408958389
DERA BUGTI,BALOCHISTAN,0.188709002910127,0.642437445127713,0.240506286792531,0.256911596642191,Anchor,Anchor,4,0.240689882997974,0.000762791535547212,1.35993463704963,0.342974609343633,0.349607336149164
HARNAI,BALOCHISTAN,0.289815548631288,0.560457775504955,0.396450819659201,0.310749049564558,Anchor,Anchor,4,0.39828032850135,0.00459352047095343,1.42654974987161,0.704325016775453,0.430610626486915
KOHLU,BALOCHISTAN,0.201774033094823,0.705828341859202,0.284851293996672,0.333751979078051,Anchor,Anchor,4,0.285315087255873,0.00162554761355776,1.16032676374384,0.186192413702586,0.225357658485366
SIBI,BALOCHISTAN,0.401646383156798,0.445688056240679,0.467919619604974,0.395573815191688,Other,Anchor,4,0.474134292731864,0.0131074111747595,1.02725948972116,0.699258691206544,0.66366308793456
ZIARAT,BALOCHISTAN,0.399716403474071,0.522382394532127,0.433098900034708,0.361130351409056,Anchor,Anchor,4,0.433661755400886,0.00129791331416361,1.35763508806846,0.47182667947934,0.484493753821962
KILLA SAIFULLAH,BALOCHISTAN,0.332280077718746,0.574953224580661,0.329329733597377,0.363888585403582,Anchor,Anchor,4,0.329586328950795,0.000778537611783272,1.26849642004773,0.442884082402354,0.32969513414669
SHERANI,BALOCHISTAN,0.102876222271992,0.575729960118039,0.238575650869241,0.480991571087605,Anchor,Anchor,4,0.238636656833487,0.000255643726555123,1.23906593149853,0.0231578947368421,0.447479224376731
ZHOB,BALOCHISTAN,0.466588422476617,0.529381257356902,0.365493872804443,0.283276699561417,Other,Anchor,4,0.366249949098017,0.00206437241953448,1.56667244167244,0.489843635832237,0.472996388384376
BANNU,KPK,0.504082479588405,0.350697341934668,0.416061824810291,0.429481287226788,Other,Trapped,2,0.417451919851941,0.00332995244612357,0.935691015089163,0.846262218096434,0.682952001310544
LAKKI MARWAT,KPK,0.567126636907655,0.301969826415288,0.484517966070272,0.40922527755297,Other,Vanguard,2,0.484729857052849,0.000437132104602914,0.94775659339007,0.770151745068285,0.809188163884674
NORTH WAZIRISTAN,KPK,0.282307072012303,0.498976868806314,0.327882297770866,0.440515168174387,Anchor,Anchor,4,0.328225611673404,0.00104596926725885,1.0797624798591,0.526361765148853,0.537406496310056
DERA ISMAIL KHAN,KPK,0.547729700616777,0.344477630189475,0.457810889416141,0.434171057183992,Other,Trapped,2,0.465770489467873,0.0170891033925864,0.871542415027238,0.808707470900411,0.829402157609964
SOUTH WAZIRISTAN,KPK,0.282846532210663,0.529291471617062,0.319501941785949,0.389629495048202,Anchor,Anchor,4,0.319645097325078,0.00044785776577489,0.968246269152569,0.308885107145256,0.586399158064444
TANK,KPK,0.458293224724607,0.409449374730188,0.406290521424832,0.387977691084943,Other,Anchor,4,0.406692636863806,0.000988745314091428,1.02946938705056,0.686932244944234,0.705624760852005
ABBOTTABAD,KPK,0.901506233442058,0.212556786826,0.749791622828815,0.631480475307759,Vanguard,Vanguard,3,0.773441122228356,0.0305769873360299,0.671890775804731,0.989725029456605,0.930292370000296
HARIPUR,KPK,0.866286774831523,0.192154879882067,0.73385107390888,0.587209950526291,Vanguard,Vanguard,3,0.748802796505715,0.0199675036826886,0.679623828042222,0.978701071961174,0.922213966152423
KOLAI PALAS KOHISTAN,KPK,0,0.675029179976591,0.187668295266715,0.501053981179286,Anchor,Anchor,4,0.188009009277766,0.00181222172469437,1.55296249164204,0.15807903951976,0.396698349174587
LOWER KOHISTAN,KPK,0.0792276261650719,0.584242663506,0.217280693999941,0.333277903277703,Anchor,Anchor,4,0.220459237865642,0.0144178302368903,1.52174166084672,0.366211164382115,0.54079455931738
MANSEHRA,KPK,0.799433540818925,0.297593961774474,0.630528642541208,0.562345605527965,Other,Vanguard,3,0.637939203701401,0.0116164065747889,0.769945743226804,0.952324758886183,0.885023737298165
TORGHAR,KPK,0.37107498102317,0.632924670802353,0.297310309395581,0.40133741880242,Anchor,Anchor,4,0.297448315798182,0.000463967671929956,1.0341692121901,0.316218973138388,0.449914994899694
UPPER KOHISTAN,KPK,0.0667992827887125,0.696377994896891,0.190202131257999,0.402514512242805,Anchor,Anchor,4,0.190540251180025,0.00177453278208791,1.38072302954725,0.209097187343044,0.438787041687594
HANGU,KPK,0.54836473759578,0.327610200621366,0.431180458117078,0.523791899814682,Other,Trapped,2,0.431503086146779,0.000747684176681766,0.851678450520145,0.687724864263754,0.84548963171322
KARAK,KPK,0.7683604243207,0.262098591381875,0.653342543707654,0.562162973304406,Vanguard,Vanguard,3,0.653622386942695,0.000428142059743606,0.826179685417222,0.752565184328677,0.881923393439378
KOHAT,KPK,0.704610864268879,0.251193922397025,0.580599959425269,0.555588001031223,Vanguard,Vanguard,2,0.585466919739094,0.00831295526653216,0.762500892258055,0.87769258423258,0.895761997654395
KURRAM,KPK,0.420536545542212,0.471898343869383,0.351888382300122,0.447592054799919,Other,Anchor,4,0.352169513859476,0.000798284769948844,1.03312814831305,0.513781359732623,0.653805474467995
ORAKZAI,KPK,0.414864497159829,0.495108344056566,0.33552431045071,0.368403339497937,Anchor,Anchor,4,0.335705346255054,0.000539269947182508,1.07926799826174,0.28723322585598,0.628281897742976
