"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","REGION","HOUSEHOLDS","LIGHT_ELECT","LIGHT_SOLAR","LIGHT_OTHERS","FUEL_GAS","FUEL_LPGCNG","FUEL_FIREWOOD","FUEL_OTHERS","SEP_KITCHEN","NO_KITCHEN"
"BALOCHISTAN","KALAT","SURAB","SHAHEED MEHARABAD ZEHRI","SUB-DIVISION","RURAL",13130,1828,10283,1019,85,34,9608,3403,3788,1640
"BALOCHISTAN","KALAT","SURAB","SHAHEED MEHARABAD ZEHRI","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","KALAT","SURAB","SURAB","SUB-DIVISION","OVERALL",15389,10277,3102,2010,2813,553,10274,1749,10277,1130
"BALOCHISTAN","KALAT","SURAB","SURAB","SUB-DIVISION","RURAL",9207,4590,2794,1823,59,93,7725,1330,6265,918
"BALOCHISTAN","KALAT","SURAB","SURAB","SUB-DIVISION","URBAN",6182,5687,308,187,2754,460,2549,419,4012,212
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","OVERALL",10555,5127,3556,1872,93,65,9328,1069,7086,1999
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","RURAL",10555,5127,3556,1872,93,65,9328,1069,7086,1999
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","OVERALL",12916,6016,2191,4709,90,2148,9550,1128,8190,1376
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","RURAL",12916,6016,2191,4709,90,2148,9550,1128,8190,1376
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","OVERALL",9707,22,5795,3890,87,20,8251,1349,5106,2256
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","RURAL",9707,22,5795,3890,87,20,8251,1349,5106,2256
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","OVERALL",6208,15,3611,2582,40,17,5989,162,4713,863
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","RURAL",6208,15,3611,2582,40,17,5989,162,4713,863
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","OVERALL",9663,1717,4841,3105,83,19,8924,637,3821,3051
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","RURAL",2567,11,584,1972,9,4,2347,207,1409,1000
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","URBAN",7096,1706,4257,1133,74,15,6577,430,2412,2051
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","OVERALL",2972,67,1837,1068,15,4,2669,284,534,1117
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","RURAL",2972,67,1837,1068,15,4,2669,284,534,1117
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","OVERALL",2739,1016,1609,114,11,NA,2552,176,1469,536
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","RURAL",2739,1016,1609,114,11,NA,2552,176,1469,536
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","OVERALL",783,18,139,626,11,NA,659,113,68,652
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","RURAL",783,18,139,626,11,NA,659,113,68,652
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","OVERALL",2532,158,1904,470,12,4,2026,490,1360,721
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","RURAL",2532,158,1904,470,12,4,2026,490,1360,721
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","OVERALL",38875,22205,13989,2681,614,948,35249,2064,20248,3854
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","RURAL",32448,15897,13889,2662,408,228,29823,1989,16487,3576
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","URBAN",6427,6308,100,19,206,720,5426,75,3761,278
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","OVERALL",12073,6177,4631,1265,4101,27,7477,468,4241,1909
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","RURAL",7157,1950,4079,1128,888,5,5843,421,2241,1594
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","URBAN",4916,4227,552,137,3213,22,1634,47,2000,315
"BALOCHISTAN","SIBI","ZIARAT","ZIARAT","SUB-DIVISION","OVERALL",10821,4625,5436,760,2077,347,8057,340,4511,1053
"BALOCHISTAN","SIBI","ZIARAT","ZIARAT","SUB-DIVISION","RURAL",10142,3978,5418,746,1662,346,7825,309,4274,1022
"BALOCHISTAN","SIBI","ZIARAT","ZIARAT","SUB-DIVISION","URBAN",679,647,18,14,415,1,232,31,237,31
"ISLAMABAD","ISLAMABAD","ISLAMABAD","ISLAMABAD","TEHSIL","OVERALL",410993,397358,9055,4580,252912,99909,54101,4071,349502,15756
"ISLAMABAD","ISLAMABAD","ISLAMABAD","ISLAMABAD","TEHSIL","RURAL",226022,221669,2710,1643,130811,66283,26879,2049,198282,7712
"ISLAMABAD","ISLAMABAD","ISLAMABAD","ISLAMABAD","TEHSIL","URBAN",184971,175689,6345,2937,122101,33626,27222,2022,151220,8044
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","OVERALL",166617,165118,741,758,82977,2881,80205,554,136915,14202
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","RURAL",122690,121474,529,687,41065,1900,79311,414,98704,13187
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","URBAN",43927,43644,212,71,41912,981,894,140,38211,1015
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","OVERALL",42537,41972,238,327,20967,386,20827,357,31588,5834
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","RURAL",33207,32738,198,271,12516,170,20215,306,23671,5456
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","URBAN",9330,9234,40,56,8451,216,612,51,7917,378
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","OVERALL",17038,16808,111,119,144,284,16547,63,11142,5178
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","RURAL",17038,16808,111,119,144,284,16547,63,11142,5178
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","OVERALL",10597,10458,75,64,47,61,10476,13,8287,1347
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","RURAL",10597,10458,75,64,47,61,10476,13,8287,1347
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","OVERALL",755,718,28,9,1,NA,742,12,202,489
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","RURAL",755,718,28,9,1,NA,742,12,202,489
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","OVERALL",14016,1629,9560,2827,75,NA,13565,376,4284,5221
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","RURAL",14016,1629,9560,2827,75,NA,13565,376,4284,5221
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","OVERALL",41817,15200,21541,5076,355,621,36254,4587,20401,2947
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","RURAL",41817,15200,21541,5076,355,621,36254,4587,20401,2947
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","OVERALL",48697,7448,19576,21673,372,19,40679,7627,24810,5498
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","RURAL",48697,7448,19576,21673,372,19,40679,7627,24810,5498
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","OVERALL",13131,4190,7248,1693,84,23,9232,3792,6178,610
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","RURAL",13131,4190,7248,1693,84,23,9232,3792,6178,610
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","OVERALL",47565,9666,34812,3087,366,35,41418,5746,21771,8060
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","RURAL",47565,9666,34812,3087,366,35,41418,5746,21771,8060
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","UTMAN KHEL","TEHSIL","OVERALL",15718,8346,4399,2973,95,88,12546,2989,9028,2410
"KPK","MALAKAND","BAJAUR","UTMAN KHEL","TEHSIL","RURAL",15718,8346,4399,2973,95,88,12546,2989,9028,2410
"KPK","MALAKAND","BAJAUR","UTMAN KHEL","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","BAKKA KHEL","TEHSIL","OVERALL",29374,21648,5043,2683,297,63,26978,2036,15429,1901
"KPK","BANNU","BANNU","BAKKA KHEL","TEHSIL","RURAL",29374,21648,5043,2683,297,63,26978,2036,15429,1901
"KPK","BANNU","BANNU","BAKKA KHEL","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","BANNU","TEHSIL","OVERALL",89138,84408,3529,1201,17420,1779,67225,2714,45764,20366
"KPK","BANNU","BANNU","BANNU","TEHSIL","RURAL",82062,77419,3467,1176,12153,1311,66158,2440,40669,19172
"KPK","BANNU","BANNU","BANNU","TEHSIL","URBAN",7076,6989,62,25,5267,468,1067,274,5095,1194
"KPK","BANNU","BANNU","DOMEL","TEHSIL","OVERALL",24038,19271,3583,1184,1007,551,21589,891,18568,1733
"KPK","BANNU","BANNU","DOMEL","TEHSIL","RURAL",24038,19271,3583,1184,1007,551,21589,891,18568,1733
"KPK","BANNU","BANNU","DOMEL","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","KAKKI","TEHSIL","OVERALL",13457,12319,570,568,239,15,12498,705,7179,2430
"KPK","BANNU","BANNU","KAKKI","TEHSIL","RURAL",13457,12319,570,568,239,15,12498,705,7179,2430
"KPK","BANNU","BANNU","KAKKI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","MERYAN","TEHSIL","OVERALL",21780,15928,4369,1483,95,52,20887,746,9336,4947
"KPK","BANNU","BANNU","MERYAN","TEHSIL","RURAL",21780,15928,4369,1483,95,52,20887,746,9336,4947
"KPK","BANNU","BANNU","MERYAN","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","WAZIR","SUB-DIVISION","OVERALL",5343,1402,3166,775,20,NA,4692,631,2557,956
"KPK","BANNU","BANNU","WAZIR","SUB-DIVISION","RURAL",5343,1402,3166,775,20,NA,4692,631,2557,956
"KPK","BANNU","BANNU","WAZIR","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATAGRAM","ALLAI","TEHSIL","OVERALL",34830,16448,3861,14521,204,305,33739,582,18804,6273
NA,NA,"BATAGRAM","ALLAI","TEHSIL","RURAL",34830,16448,3861,14521,204,305,33739,582,18804,6273
NA,NA,"BATAGRAM","ALLAI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","OVERALL",51366,41469,5657,4240,194,623,50355,194,37159,5773
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","RURAL",51366,41469,5657,4240,194,623,50355,194,37159,5773
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BUNER","CHAGHARZAI","TEHSIL","OVERALL",14454,8533,3128,2793,48,4,14276,126,8410,3513
"KPK","MALAKAND","BUNER","CHAGHARZAI","TEHSIL","RURAL",14454,8533,3128,2793,48,4,14276,126,8410,3513
"KPK","MALAKAND","BUNER","CHAGHARZAI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BUNER","DAGGAR","TEHSIL","OVERALL",21319,17963,1911,1445,79,239,20427,574,14827,3274
"KPK","MALAKAND","BUNER","DAGGAR","TEHSIL","RURAL",21319,17963,1911,1445,79,239,20427,574,14827,3274
"KPK","MALAKAND","BUNER","DAGGAR","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BUNER","GADEZAI","TEHSIL","OVERALL",21293,17257,1942,2094,89,169,20720,315,13151,4397
"KPK","MALAKAND","BUNER","GADEZAI","TEHSIL","RURAL",21293,17257,1942,2094,89,169,20720,315,13151,4397
"KPK","MALAKAND","BUNER","GADEZAI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BUNER","GAGRA","TEHSIL","OVERALL",19458,18136,366,956,62,285,18922,189,14746,1721
"KPK","MALAKAND","BUNER","GAGRA","TEHSIL","RURAL",19458,18136,366,956,62,285,18922,189,14746,1721
"KPK","MALAKAND","BUNER","GAGRA","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BUNER","KHADO KHEL","TEHSIL","OVERALL",17935,15254,1394,1287,79,446,17339,71,10585,4121
"KPK","MALAKAND","BUNER","KHADO KHEL","TEHSIL","RURAL",17935,15254,1394,1287,79,446,17339,71,10585,4121
"KPK","MALAKAND","BUNER","KHADO KHEL","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BUNER","MANDANR","TEHSIL","OVERALL",24206,18217,4177,1812,61,188,23751,206,11747,7961
"KPK","MALAKAND","BUNER","MANDANR","TEHSIL","RURAL",24206,18217,4177,1812,61,188,23751,206,11747,7961
"KPK","MALAKAND","BUNER","MANDANR","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","CHARSADDA","CHARSADDA","TEHSIL","OVERALL",129621,121763,4787,3071,55452,2969,68662,2538,90336,11747
"KPK","PESHAWAR","CHARSADDA","CHARSADDA","TEHSIL","RURAL",106804,99341,4631,2832,36186,2185,66208,2225,73823,10122
"KPK","PESHAWAR","CHARSADDA","CHARSADDA","TEHSIL","URBAN",22817,22422,156,239,19266,784,2454,313,16513,1625
"KPK","PESHAWAR","CHARSADDA","SHABQADAR","TEHSIL","OVERALL",63241,54540,7065,1636,8698,3470,50032,1041,38185,9330
"KPK","PESHAWAR","CHARSADDA","SHABQADAR","TEHSIL","RURAL",48034,40085,6571,1378,5525,1515,40386,608,27538,7938
"KPK","PESHAWAR","CHARSADDA","SHABQADAR","TEHSIL","URBAN",15207,14455,494,258,3173,1955,9646,433,10647,1392
"KPK","PESHAWAR","CHARSADDA","TANGI","TEHSIL","OVERALL",71072,60115,8242,2715,22567,803,46483,1219,44228,5059
"KPK","PESHAWAR","CHARSADDA","TANGI","TEHSIL","RURAL",64587,53744,8178,2665,17774,526,45326,961,40269,4731
"KPK","PESHAWAR","CHARSADDA","TANGI","TEHSIL","URBAN",6485,6371,64,50,4793,277,1157,258,3959,328
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","DARABAN","TEHSIL","OVERALL",19400,11882,2979,4539,50,6,17709,1635,5391,11176
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","DARABAN","TEHSIL","RURAL",19400,11882,2979,4539,50,6,17709,1635,5391,11176
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","DARABAN","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","DERA ISMAIL KHAN","TEHSIL","OVERALL",116498,103960,3874,8664,31712,3642,69292,11852,66911,25002
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","DERA ISMAIL KHAN","TEHSIL","RURAL",80760,69064,3320,8376,6539,1279,61925,11017,39660,21879
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","DERA ISMAIL KHAN","TEHSIL","URBAN",35738,34896,554,288,25173,2363,7367,835,27251,3123
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","DRAZANDA","SUB-DIVISION","OVERALL",9765,4249,3584,1932,25,1,9149,590,4645,3202
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","DRAZANDA","SUB-DIVISION","RURAL",9765,4249,3584,1932,25,1,9149,590,4645,3202
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","DRAZANDA","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","KULACHI","TEHSIL","OVERALL",16119,14097,485,1537,45,1,14596,1477,5923,5694
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","KULACHI","TEHSIL","RURAL",12076,10518,473,1085,28,NA,11113,935,4273,3990
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","KULACHI","TEHSIL","URBAN",4043,3579,12,452,17,1,3483,542,1650,1704
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAHARPUR","TEHSIL","OVERALL",59461,48000,3196,8265,272,226,55604,3359,23850,26202
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAHARPUR","TEHSIL","RURAL",45999,35981,2805,7213,223,83,43611,2082,18140,20896
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAHARPUR","TEHSIL","URBAN",13462,12019,391,1052,49,143,11993,1277,5710,5306
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAROA","TEHSIL","OVERALL",48778,36180,5208,7390,120,403,39442,8813,15553,24779
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAROA","TEHSIL","RURAL",42230,29981,5114,7135,107,390,34070,7663,13120,21528
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAROA","TEHSIL","URBAN",6548,6199,94,255,13,13,5372,1150,2433,3251
"KPK","KOHAT","HANGU","HANGU","TEHSIL","OVERALL",33434,28758,3762,914,8738,860,23595,241,21617,4432
"KPK","KOHAT","HANGU","HANGU","TEHSIL","RURAL",27795,23211,3712,872,4060,566,22996,173,17037,3991
"KPK","KOHAT","HANGU","HANGU","TEHSIL","URBAN",5639,5547,50,42,4678,294,599,68,4580,441
"KPK","KOHAT","HANGU","TALL","TEHSIL","OVERALL",27714,13295,12967,1452,232,2095,25143,244,18399,3150
"KPK","KOHAT","HANGU","TALL","TEHSIL","RURAL",22619,8920,12400,1299,182,893,21321,223,14818,2385
"KPK","KOHAT","HANGU","TALL","TEHSIL","URBAN",5095,4375,567,153,50,1202,3822,21,3581,765
"KPK","HAZARA","HARIPUR","GHAZI","TEHSIL","OVERALL",26243,25175,647,421,7610,865,17655,113,19493,4698
"KPK","HAZARA","HARIPUR","GHAZI","TEHSIL","RURAL",26243,25175,647,421,7610,865,17655,113,19493,4698
"KPK","HAZARA","HARIPUR","GHAZI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","HARIPUR","HARIPUR","TEHSIL","OVERALL",135282,132788,1567,927,61618,6746,66248,670,109008,8231
"KPK","HAZARA","HARIPUR","HARIPUR","TEHSIL","RURAL",110776,108402,1468,906,38570,6012,65628,566,88055,7370
"KPK","HAZARA","HARIPUR","HARIPUR","TEHSIL","URBAN",24506,24386,99,21,23048,734,620,104,20953,861
"KPK","HAZARA","HARIPUR","KHANPUR","TEHSIL","OVERALL",30926,30389,281,256,7228,1139,22460,99,23720,5202
"KPK","HAZARA","HARIPUR","KHANPUR","TEHSIL","RURAL",30926,30389,281,256,7228,1139,22460,99,23720,5202
"KPK","HAZARA","HARIPUR","KHANPUR","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","KOHAT","KARAK","BANDA DAUD SHAH","TEHSIL","OVERALL",22259,15924,3342,2993,8350,75,12980,854,13752,3793
"KPK","KOHAT","KARAK","BANDA DAUD SHAH","TEHSIL","RURAL",22259,15924,3342,2993,8350,75,12980,854,13752,3793
"KPK","KOHAT","KARAK","BANDA DAUD SHAH","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","KOHAT","KARAK","KARAK","TEHSIL","OVERALL",39930,30691,4895,4344,12442,364,26053,1071,28304,5769
"KPK","KOHAT","KARAK","KARAK","TEHSIL","RURAL",31994,23191,4754,4049,6887,115,24087,905,21989,5345
"KPK","KOHAT","KARAK","KARAK","TEHSIL","URBAN",7936,7500,141,295,5555,249,1966,166,6315,424
"KPK","KOHAT","KARAK","TAKHT-E-NASRATI","TEHSIL","OVERALL",33808,25629,5247,2932,6762,234,23511,3301,24349,2959
"KPK","KOHAT","KARAK","TAKHT-E-NASRATI","TEHSIL","RURAL",33808,25629,5247,2932,6762,234,23511,3301,24349,2959
"KPK","KOHAT","KARAK","TAKHT-E-NASRATI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","BARA","TEHSIL","OVERALL",76240,24441,43967,7832,604,199,71910,3527,41195,7353
"KPK","PESHAWAR","KHYBER","BARA","TEHSIL","RURAL",76240,24441,43967,7832,604,199,71910,3527,41195,7353
"KPK","PESHAWAR","KHYBER","BARA","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","JAMRUD","TEHSIL","OVERALL",37127,16045,18215,2867,600,2985,31858,1684,16191,6219
"KPK","PESHAWAR","KHYBER","JAMRUD","TEHSIL","RURAL",28664,12226,15033,1405,341,392,26611,1320,11977,4440
"KPK","PESHAWAR","KHYBER","JAMRUD","TEHSIL","URBAN",8463,3819,3182,1462,259,2593,5247,364,4214,1779
"KPK","PESHAWAR","KHYBER","LANDI KOTAL","TEHSIL","OVERALL",47515,11659,33486,2370,2240,7508,33446,4321,18944,7814
"KPK","PESHAWAR","KHYBER","LANDI KOTAL","TEHSIL","RURAL",42150,10164,30197,1789,2170,5453,30464,4063,15860,6954
"KPK","PESHAWAR","KHYBER","LANDI KOTAL","TEHSIL","URBAN",5365,1495,3289,581,70,2055,2982,258,3084,860
"KPK","PESHAWAR","KHYBER","MULLA GORI","TEHSIL","OVERALL",5923,2190,1881,1852,63,24,2827,3009,3354,701
"KPK","PESHAWAR","KHYBER","MULLA GORI","TEHSIL","RURAL",5923,2190,1881,1852,63,24,2827,3009,3354,701
"KPK","PESHAWAR","KHYBER","MULLA GORI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","KOHAT","KOHAT","DARRA ADAM KHEL","SUB-DIVISION","OVERALL",18161,13993,3783,385,54,3293,14714,100,10906,2233
"KPK","KOHAT","KOHAT","DARRA ADAM KHEL","SUB-DIVISION","RURAL",18161,13993,3783,385,54,3293,14714,100,10906,2233
"KPK","KOHAT","KOHAT","DARRA ADAM KHEL","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","KOHAT","KOHAT","GUMBAT","TEHSIL","OVERALL",18466,15603,1910,953,5582,70,12665,149,11289,3508
"KPK","KOHAT","KOHAT","GUMBAT","TEHSIL","RURAL",18466,15603,1910,953,5582,70,12665,149,11289,3508
"KPK","KOHAT","KOHAT","GUMBAT","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","KOHAT","KOHAT","KOHAT","TEHSIL","OVERALL",111368,102883,5564,2921,54143,4574,51140,1511,81976,8413
"KPK","KOHAT","KOHAT","KOHAT","TEHSIL","RURAL",75605,68132,4834,2639,25558,2681,46278,1088,52438,7354
"KPK","KOHAT","KOHAT","KOHAT","TEHSIL","URBAN",35763,34751,730,282,28585,1893,4862,423,29538,1059
"KPK","KOHAT","KOHAT","LACHI","TEHSIL","OVERALL",21684,16447,3183,2054,1306,240,19862,276,14346,5880
"KPK","KOHAT","KOHAT","LACHI","TEHSIL","RURAL",15538,10677,2913,1948,334,12,14962,230,8949,5521
"KPK","KOHAT","KOHAT","LACHI","TEHSIL","URBAN",6146,5770,270,106,972,228,4900,46,5397,359
"KPK","HAZARA","KOLAI PALAS KOHISTAN","BATTAIRA","SUB-DIVISION","OVERALL",19313,3038,5976,10299,98,3,17284,1928,6791,4069
"KPK","HAZARA","KOLAI PALAS KOHISTAN","BATTAIRA","SUB-DIVISION","RURAL",19313,3038,5976,10299,98,3,17284,1928,6791,4069
"KPK","HAZARA","KOLAI PALAS KOHISTAN","BATTAIRA","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","KOLAI PALAS KOHISTAN","PALAS","SUB-DIVISION","OVERALL",14670,2334,4460,7876,76,4,14337,253,6012,3478
"KPK","HAZARA","KOLAI PALAS KOHISTAN","PALAS","SUB-DIVISION","RURAL",14670,2334,4460,7876,76,4,14337,253,6012,3478
