"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","REGION","HOUSEHOLDS","LIGHT_ELECT","LIGHT_SOLAR","LIGHT_OTHERS","FUEL_GAS","FUEL_LPGCNG","FUEL_FIREWOOD","FUEL_OTHERS","SEP_KITCHEN","NO_KITCHEN"
"KPK","HAZARA","UPPER KOHISTAN","SEO","SUB-DIVISION","OVERALL",10181,4456,456,5269,23,43,9915,200,4157,881
"KPK","HAZARA","UPPER KOHISTAN","SEO","SUB-DIVISION","RURAL",10181,4456,456,5269,23,43,9915,200,4157,881
"KPK","HAZARA","UPPER KOHISTAN","SEO","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUNJAB","RAWALPINDI","ATTOCK","ATTOCK","TEHSIL","OVERALL",81037,79303,1179,555,62076,3583,14846,532,69593,3282
"PUNJAB","RAWALPINDI","ATTOCK","ATTOCK","TEHSIL","RURAL",37125,35804,863,458,21030,1911,13871,313,31408,2444
"PUNJAB","RAWALPINDI","ATTOCK","ATTOCK","TEHSIL","URBAN",43912,43499,316,97,41046,1672,975,219,38185,838
"PUNJAB","RAWALPINDI","ATTOCK","FATEH JANG","TEHSIL","OVERALL",60131,58109,1086,936,25774,1150,32737,470,53255,4272
"PUNJAB","RAWALPINDI","ATTOCK","FATEH JANG","TEHSIL","RURAL",47549,45717,1008,824,15328,563,31319,339,41989,3708
"PUNJAB","RAWALPINDI","ATTOCK","FATEH JANG","TEHSIL","URBAN",12582,12392,78,112,10446,587,1418,131,11266,564
"PUNJAB","RAWALPINDI","ATTOCK","HASAN ABDAL","TEHSIL","OVERALL",39835,38150,784,901,21963,1556,15870,446,32060,2491
"PUNJAB","RAWALPINDI","ATTOCK","HASAN ABDAL","TEHSIL","RURAL",28846,27597,641,608,13071,689,14724,362,22745,1975
"PUNJAB","RAWALPINDI","ATTOCK","HASAN ABDAL","TEHSIL","URBAN",10989,10553,143,293,8892,867,1146,84,9315,516
"PUNJAB","RAWALPINDI","ATTOCK","HAZRO","TEHSIL","OVERALL",62129,60713,931,485,52582,1277,7509,761,55067,2443
"PUNJAB","RAWALPINDI","ATTOCK","HAZRO","TEHSIL","RURAL",52628,51322,841,465,43983,1114,6798,733,46432,2147
"PUNJAB","RAWALPINDI","ATTOCK","HAZRO","TEHSIL","URBAN",9501,9391,90,20,8599,163,711,28,8635,296
"PUNJAB","RAWALPINDI","ATTOCK","JAND","TEHSIL","OVERALL",57460,52424,2383,2653,7729,2442,46790,499,49888,5557
"PUNJAB","RAWALPINDI","ATTOCK","JAND","TEHSIL","RURAL",47612,42785,2316,2511,1014,1787,44534,277,40676,5297
"PUNJAB","RAWALPINDI","ATTOCK","JAND","TEHSIL","URBAN",9848,9639,67,142,6715,655,2256,222,9212,260
"PUNJAB","RAWALPINDI","ATTOCK","PINDI GHEB","TEHSIL","OVERALL",53381,51344,1173,864,17873,1858,33215,435,44966,5493
"PUNJAB","RAWALPINDI","ATTOCK","PINDI GHEB","TEHSIL","RURAL",42814,40958,1093,763,9733,1203,31533,345,35738,5045
"PUNJAB","RAWALPINDI","ATTOCK","PINDI GHEB","TEHSIL","URBAN",10567,10386,80,101,8140,655,1682,90,9228,448
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","BAHAWALNAGAR","TEHSIL","OVERALL",154112,143250,2541,8321,15012,9739,118826,10535,65587,78099
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","BAHAWALNAGAR","TEHSIL","RURAL",108351,98767,2167,7417,702,599,98283,8767,35491,66796
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","BAHAWALNAGAR","TEHSIL","URBAN",45761,44483,374,904,14310,9140,20543,1768,30096,11303
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","CHISHTIAN","TEHSIL","OVERALL",133581,125414,1599,6568,18043,5308,104674,5556,61224,63904
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","CHISHTIAN","TEHSIL","RURAL",95999,89041,1346,5612,503,742,89696,5058,37039,52892
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","CHISHTIAN","TEHSIL","URBAN",37582,36373,253,956,17540,4566,14978,498,24185,11012
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","FORT ABBAS","TEHSIL","OVERALL",76054,67001,1441,7612,355,3681,71301,717,39425,34187
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","FORT ABBAS","TEHSIL","RURAL",55769,47833,1168,6768,200,311,54648,610,25505,28506
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","FORT ABBAS","TEHSIL","URBAN",20285,19168,273,844,155,3370,16653,107,13920,5681
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","HAROONABAD","TEHSIL","OVERALL",96346,91755,900,3691,10834,4952,78418,2142,50334,41250
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","HAROONABAD","TEHSIL","RURAL",62715,59833,631,2251,313,532,60450,1420,28242,31633
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","HAROONABAD","TEHSIL","URBAN",33631,31922,269,1440,10521,4420,17968,722,22092,9617
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","MINCHINABAD","TEHSIL","OVERALL",97523,90563,1520,5440,347,4184,57761,35231,32098,58902
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","MINCHINABAD","TEHSIL","RURAL",78485,71993,1420,5072,237,410,46615,31223,22519,51011
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","MINCHINABAD","TEHSIL","URBAN",19038,18570,100,368,110,3774,11146,4008,9579,7891
"PUNJAB","BAHAWALPUR","BAHAWALPUR","AHMADPUR EAST","TEHSIL","OVERALL",195174,180993,1742,12439,30836,1762,156674,5902,84522,92354
"PUNJAB","BAHAWALPUR","BAHAWALPUR","AHMADPUR EAST","TEHSIL","RURAL",144072,131682,1300,11090,2606,184,136134,5148,52192,78302
"PUNJAB","BAHAWALPUR","BAHAWALPUR","AHMADPUR EAST","TEHSIL","URBAN",51102,49311,442,1349,28230,1578,20540,754,32330,14052
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR CITY","TEHSIL","OVERALL",132047,128762,1044,2241,82691,10385,36348,2623,91239,28581
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR CITY","TEHSIL","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR CITY","TEHSIL","URBAN",132047,128762,1044,2241,82691,10385,36348,2623,91239,28581
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR SADDAR","TEHSIL","OVERALL",105184,100272,919,3993,20987,1613,80094,2490,51002,45359
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR SADDAR","TEHSIL","RURAL",82198,77898,620,3680,4432,842,74678,2246,35385,40164
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR SADDAR","TEHSIL","URBAN",22986,22374,299,313,16555,771,5416,244,15617,5195
"PUNJAB","BAHAWALPUR","BAHAWALPUR","HASILPUR","TEHSIL","OVERALL",84089,79906,981,3202,8105,5053,68811,2120,44406,34268
"PUNJAB","BAHAWALPUR","BAHAWALPUR","HASILPUR","TEHSIL","RURAL",51293,48441,609,2243,252,700,48904,1437,24347,23523
"PUNJAB","BAHAWALPUR","BAHAWALPUR","HASILPUR","TEHSIL","URBAN",32796,31465,372,959,7853,4353,19907,683,20059,10745
"PUNJAB","BAHAWALPUR","BAHAWALPUR","KHAIRPUR TAMEWALI","TEHSIL","OVERALL",48445,46005,360,2080,168,2605,43511,2161,19361,24517
"PUNJAB","BAHAWALPUR","BAHAWALPUR","KHAIRPUR TAMEWALI","TEHSIL","RURAL",40482,38106,335,2041,137,297,37947,2101,14518,22089
"PUNJAB","BAHAWALPUR","BAHAWALPUR","KHAIRPUR TAMEWALI","TEHSIL","URBAN",7963,7899,25,39,31,2308,5564,60,4843,2428
"PUNJAB","BAHAWALPUR","BAHAWALPUR","YAZMAN","TEHSIL","OVERALL",108498,91187,3712,13599,3828,1643,101101,1926,48726,54019
"PUNJAB","BAHAWALPUR","BAHAWALPUR","YAZMAN","TEHSIL","RURAL",98435,81560,3651,13224,1161,630,94814,1830,41907,51230
"PUNJAB","BAHAWALPUR","BAHAWALPUR","YAZMAN","TEHSIL","URBAN",10063,9627,61,375,2667,1013,6287,96,6819,2789
"PUNJAB","SARGODHA","BHAKKAR","BHAKKAR","TEHSIL","OVERALL",124135,115338,3136,5661,11347,4591,97137,11060,68286,42193
"PUNJAB","SARGODHA","BHAKKAR","BHAKKAR","TEHSIL","RURAL",99062,91556,2598,4908,446,929,87069,10618,49287,38140
"PUNJAB","SARGODHA","BHAKKAR","BHAKKAR","TEHSIL","URBAN",25073,23782,538,753,10901,3662,10068,442,18999,4053
"PUNJAB","SARGODHA","BHAKKAR","DARYA KHAN","TEHSIL","OVERALL",70483,62457,3140,4886,322,906,65338,3917,32310,26430
"PUNJAB","SARGODHA","BHAKKAR","DARYA KHAN","TEHSIL","RURAL",54723,47287,2833,4603,270,149,50529,3775,23598,22571
"PUNJAB","SARGODHA","BHAKKAR","DARYA KHAN","TEHSIL","URBAN",15760,15170,307,283,52,757,14809,142,8712,3859
"PUNJAB","SARGODHA","BHAKKAR","KALUR KOT","TEHSIL","OVERALL",65693,58534,2381,4778,207,1139,61593,2754,32723,24885
"PUNJAB","SARGODHA","BHAKKAR","KALUR KOT","TEHSIL","RURAL",57999,50893,2366,4740,182,155,55090,2572,27384,23418
"PUNJAB","SARGODHA","BHAKKAR","KALUR KOT","TEHSIL","URBAN",7694,7641,15,38,25,984,6503,182,5339,1467
"PUNJAB","SARGODHA","BHAKKAR","MANKERA","TEHSIL","OVERALL",53000,41394,4913,6693,233,644,50518,1605,23916,23926
"PUNJAB","SARGODHA","BHAKKAR","MANKERA","TEHSIL","RURAL",45358,34352,4691,6315,212,94,43513,1539,19522,22193
"PUNJAB","SARGODHA","BHAKKAR","MANKERA","TEHSIL","URBAN",7642,7042,222,378,21,550,7005,66,4394,1733
"PUNJAB","RAWALPINDI","CHAKWAL","CHAKWAL","TEHSIL","OVERALL",126901,123827,1732,1342,47632,12926,65637,706,112266,6818
"PUNJAB","RAWALPINDI","CHAKWAL","CHAKWAL","TEHSIL","RURAL",87472,85433,1261,778,17313,9893,59914,352,77425,4846
"PUNJAB","RAWALPINDI","CHAKWAL","CHAKWAL","TEHSIL","URBAN",39429,38394,471,564,30319,3033,5723,354,34841,1972
"PUNJAB","RAWALPINDI","CHAKWAL","CHOA SAIDAN SHAH","TEHSIL","OVERALL",26676,25963,386,327,12606,1353,12200,517,23573,1782
"PUNJAB","RAWALPINDI","CHAKWAL","CHOA SAIDAN SHAH","TEHSIL","RURAL",20571,20087,225,259,7965,1048,11171,387,18079,1456
"PUNJAB","RAWALPINDI","CHAKWAL","CHOA SAIDAN SHAH","TEHSIL","URBAN",6105,5876,161,68,4641,305,1029,130,5494,326
NA,NA,"CHAKWAL","KALLAR KAHAR","TEHSIL","OVERALL",33899,32667,851,381,3028,7363,23265,243,30033,2037
NA,NA,"CHAKWAL","KALLAR KAHAR","TEHSIL","RURAL",25707,24670,757,280,195,6095,19219,198,22695,1557
NA,NA,"CHAKWAL","KALLAR KAHAR","TEHSIL","URBAN",8192,7997,94,101,2833,1268,4046,45,7338,480
"PUNJAB","RAWALPINDI","CHAKWAL","LAWA","TEHSIL","OVERALL",22201,21002,622,577,143,427,20849,782,19531,1947
"PUNJAB","RAWALPINDI","CHAKWAL","LAWA","TEHSIL","RURAL",19115,17997,565,553,74,305,17982,754,16717,1817
"PUNJAB","RAWALPINDI","CHAKWAL","LAWA","TEHSIL","URBAN",3086,3005,57,24,69,122,2867,28,2814,130
"PUNJAB","RAWALPINDI","CHAKWAL","TALA GANG","TEHSIL","OVERALL",79161,76659,1297,1205,24743,3470,48944,2004,70056,5785
"PUNJAB","RAWALPINDI","CHAKWAL","TALA GANG","TEHSIL","RURAL",65357,63051,1203,1103,13469,2571,47418,1899,57684,5428
"PUNJAB","RAWALPINDI","CHAKWAL","TALA GANG","TEHSIL","URBAN",13804,13608,94,102,11274,899,1526,105,12372,357
"PUNJAB","FAISALABAD","CHINIOT","BHAWANA","TEHSIL","OVERALL",69433,63978,963,4492,3088,877,54079,11389,29108,32823
"PUNJAB","FAISALABAD","CHINIOT","BHAWANA","TEHSIL","RURAL",63333,57950,938,4445,260,382,51579,11112,25285,30975
"PUNJAB","FAISALABAD","CHINIOT","BHAWANA","TEHSIL","URBAN",6100,6028,25,47,2828,495,2500,277,3823,1848
"PUNJAB","FAISALABAD","CHINIOT","CHINIOT","TEHSIL","OVERALL",103876,100181,1230,2465,40276,2267,56409,4924,56571,33544
"PUNJAB","FAISALABAD","CHINIOT","CHINIOT","TEHSIL","RURAL",51227,48689,952,1586,4487,301,41966,4473,23780,21354
"PUNJAB","FAISALABAD","CHINIOT","CHINIOT","TEHSIL","URBAN",52649,51492,278,879,35789,1966,14443,451,32791,12190
"PUNJAB","FAISALABAD","CHINIOT","LALIAN","TEHSIL","OVERALL",83129,77501,1648,3980,19813,2417,55987,4912,42639,31444
"PUNJAB","FAISALABAD","CHINIOT","LALIAN","TEHSIL","RURAL",58783,53599,1429,3755,2178,592,51308,4705,24349,28133
"PUNJAB","FAISALABAD","CHINIOT","LALIAN","TEHSIL","URBAN",24346,23902,219,225,17635,1825,4679,207,18290,3311
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","DERA GHAZI KHAN","TEHSIL","OVERALL",177702,164480,3669,9553,39448,10576,120174,7504,90294,59886
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","DERA GHAZI KHAN","TEHSIL","RURAL",104002,92237,3147,8618,2299,774,94494,6435,40008,46089
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","DERA GHAZI KHAN","TEHSIL","URBAN",73700,72243,522,935,37149,9802,25680,1069,50286,13797
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","KOH-E-SULEMAN","TEHSIL","OVERALL",41138,5921,25590,9627,263,31,39737,1107,10663,27440
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","KOH-E-SULEMAN","TEHSIL","RURAL",41138,5921,25590,9627,263,31,39737,1107,10663,27440
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","KOH-E-SULEMAN","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","KOT CHHUTTA","TEHSIL","OVERALL",114956,92972,6325,15659,575,1792,107149,5440,40795,54102
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","KOT CHHUTTA","TEHSIL","RURAL",99653,78286,6193,15174,434,915,93434,4870,33383,48949
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","KOT CHHUTTA","TEHSIL","URBAN",15303,14686,132,485,141,877,13715,570,7412,5153
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","TAUNSA","TEHSIL","OVERALL",120668,103596,9689,7383,14437,1282,102039,2910,50752,57569
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","TAUNSA","TEHSIL","RURAL",95072,79261,8996,6815,4045,395,87917,2715,33807,51696
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","TAUNSA","TEHSIL","URBAN",25596,24335,693,568,10392,887,14122,195,16945,5873
"PUNJAB","FAISALABAD","FAISALABAD","CHAK JHUMRA","TEHSIL","OVERALL",56658,55326,683,649,37019,777,18215,647,39930,12245
"PUNJAB","FAISALABAD","FAISALABAD","CHAK JHUMRA","TEHSIL","RURAL",47270,46130,588,552,29143,523,17092,512,32868,10655
"PUNJAB","FAISALABAD","FAISALABAD","CHAK JHUMRA","TEHSIL","URBAN",9388,9196,95,97,7876,254,1123,135,7062,1590
"PUNJAB","FAISALABAD","FAISALABAD","FAISALABAD CITY","TEHSIL","OVERALL",556650,549383,4056,3211,475973,35198,38544,6935,435166,51950
"PUNJAB","FAISALABAD","FAISALABAD","FAISALABAD CITY","TEHSIL","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUNJAB","FAISALABAD","FAISALABAD","FAISALABAD CITY","TEHSIL","URBAN",556650,549383,4056,3211,475973,35198,38544,6935,435166,51950
"PUNJAB","FAISALABAD","FAISALABAD","FAISALABAD SADAR","TEHSIL","OVERALL",268685,263157,1814,3714,99423,18402,141903,8957,176539,71112
"PUNJAB","FAISALABAD","FAISALABAD","FAISALABAD SADAR","TEHSIL","RURAL",253143,248033,1697,3413,91858,18026,134478,8781,165225,68204
"PUNJAB","FAISALABAD","FAISALABAD","FAISALABAD SADAR","TEHSIL","URBAN",15542,15124,117,301,7565,376,7425,176,11314,2908
"PUNJAB","FAISALABAD","FAISALABAD","JARANWALA","TEHSIL","OVERALL",264519,257529,2374,4616,130888,7825,118764,7042,162323,78307
"PUNJAB","FAISALABAD","FAISALABAD","JARANWALA","TEHSIL","RURAL",222845,216566,1956,4323,96105,5756,114876,6108,129194,73042
"PUNJAB","FAISALABAD","FAISALABAD","JARANWALA","TEHSIL","URBAN",41674,40963,418,293,34783,2069,3888,934,33129,5265
"PUNJAB","FAISALABAD","FAISALABAD","SAMMUNDRI","TEHSIL","OVERALL",110873,108640,895,1338,28832,4300,75246,2495,78202,25054
"PUNJAB","FAISALABAD","FAISALABAD","SAMMUNDRI","TEHSIL","RURAL",79879,78470,533,876,11509,2739,63642,1989,55465,19782
"PUNJAB","FAISALABAD","FAISALABAD","SAMMUNDRI","TEHSIL","URBAN",30994,30170,362,462,17323,1561,11604,506,22737,5272
"PUNJAB","FAISALABAD","FAISALABAD","TANDLIAN WALA","TEHSIL","OVERALL",125388,119887,1051,4450,11775,4162,100556,8895,63127,51008
"PUNJAB","FAISALABAD","FAISALABAD","TANDLIAN WALA","TEHSIL","RURAL",111435,106091,989,4355,5154,2278,95219,8784,53107,48121
"PUNJAB","FAISALABAD","FAISALABAD","TANDLIAN WALA","TEHSIL","URBAN",13953,13796,62,95,6621,1884,5337,111,10020,2887
"PUNJAB","GUJRANWALA","GUJRANWALA","GUJRANWALA CITY","TEHSIL","OVERALL",356287,350193,3691,2403,312463,24481,14183,5160,291047,28682
"PUNJAB","GUJRANWALA","GUJRANWALA","GUJRANWALA CITY","TEHSIL","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUNJAB","GUJRANWALA","GUJRANWALA","GUJRANWALA CITY","TEHSIL","URBAN",356287,350193,3691,2403,312463,24481,14183,5160,291047,28682
"PUNJAB","GUJRANWALA","GUJRANWALA","GUJRANWALA SADDAR","TEHSIL","OVERALL",168704,165946,1576,1182,131647,10255,20381,6421,131935,19716
"PUNJAB","GUJRANWALA","GUJRANWALA","GUJRANWALA SADDAR","TEHSIL","RURAL",114033,112382,876,775,85095,7234,16031,5673,87523,15208
"PUNJAB","GUJRANWALA","GUJRANWALA","GUJRANWALA SADDAR","TEHSIL","URBAN",54671,53564,700,407,46552,3021,4350,748,44412,4508
"PUNJAB","GUJRANWALA","GUJRANWALA","KAMOKE","TEHSIL","OVERALL",94236,93376,515,345,64980,3282,9554,16420,62511,18877
"PUNJAB","GUJRANWALA","GUJRANWALA","KAMOKE","TEHSIL","RURAL",51778,51294,266,218,27443,1275,7197,15863,34317,11618
"PUNJAB","GUJRANWALA","GUJRANWALA","KAMOKE","TEHSIL","URBAN",42458,42082,249,127,37537,2007,2357,557,28194,7259
"PUNJAB","GUJRANWALA","GUJRANWALA","NOWSHERA VIRKAN","TEHSIL","OVERALL",87569,86640,613,316,48216,1124,23812,14417,57720,19433
"PUNJAB","GUJRANWALA","GUJRANWALA","NOWSHERA VIRKAN","TEHSIL","RURAL",79617,78783,550,284,40865,1032,23372,14348,51509,18288
"PUNJAB","GUJRANWALA","GUJRANWALA","NOWSHERA VIRKAN","TEHSIL","URBAN",7952,7857,63,32,7351,92,440,69,6211,1145
"PUNJAB","GUJRANWALA","GUJRANWALA","WAZIRABAD","TEHSIL","OVERALL",142381,140584,1167,630,73130,15240,43442,10569,109208,18832
"PUNJAB","GUJRANWALA","GUJRANWALA","WAZIRABAD","TEHSIL","RURAL",87761,86622,746,393,31308,10437,36434,9582,66520,13062
"PUNJAB","GUJRANWALA","GUJRANWALA","WAZIRABAD","TEHSIL","URBAN",54620,53962,421,237,41822,4803,7008,987,42688,5770
"PUNJAB","GUJRANWALA","GUJRAT","GUJRAT","TEHSIL","OVERALL",265944,261728,2303,1913,164539,35930,60283,5192,223505,21146
"PUNJAB","GUJRANWALA","GUJRAT","GUJRAT","TEHSIL","RURAL",119914,118112,957,845,44509,23839,47767,3799,99783,11428
"PUNJAB","GUJRANWALA","GUJRAT","GUJRAT","TEHSIL","URBAN",146030,143616,1346,1068,120030,12091,12516,1393,123722,9718
"PUNJAB","GUJRANWALA","GUJRAT","KHARIAN","TEHSIL","OVERALL",179257,176953,1321,983,67875,52279,54583,4520,155368,12333
"PUNJAB","GUJRANWALA","GUJRAT","KHARIAN","TEHSIL","RURAL",131982,130261,1009,712,29456,47703,50702,4121,115150,9297
"PUNJAB","GUJRANWALA","GUJRAT","KHARIAN","TEHSIL","URBAN",47275,46692,312,271,38419,4576,3881,399,40218,3036
"PUNJAB","GUJRANWALA","GUJRAT","SARAI ALAMGIR","TEHSIL","OVERALL",44136,43428,359,349,14244,9490,20136,266,38954,2464
"PUNJAB","GUJRANWALA","GUJRAT","SARAI ALAMGIR","TEHSIL","RURAL",32711,32270,255,186,5446,7781,19291,193,28630,1994
"PUNJAB","GUJRANWALA","GUJRAT","SARAI ALAMGIR","TEHSIL","URBAN",11425,11158,104,163,8798,1709,845,73,10324,470
"PUNJAB","GUJRANWALA","HAFIZABAD","HAFIZABAD","TEHSIL","OVERALL",112158,110310,942,906,93150,1265,15227,2516,82558,20461
"PUNJAB","GUJRANWALA","HAFIZABAD","HAFIZABAD","TEHSIL","RURAL",60129,58968,564,597,47388,228,10995,1518,42672,12590
"PUNJAB","GUJRANWALA","HAFIZABAD","HAFIZABAD","TEHSIL","URBAN",52029,51342,378,309,45762,1037,4232,998,39886,7871
"PUNJAB","GUJRANWALA","HAFIZABAD","PINDI BHATTIAN","TEHSIL","OVERALL",85048,83183,626,1239,52567,605,27993,3883,48996,28684
"PUNJAB","GUJRANWALA","HAFIZABAD","PINDI BHATTIAN","TEHSIL","RURAL",60129,58831,386,912,32403,177,24352,3197,33057,21417
"PUNJAB","GUJRANWALA","HAFIZABAD","PINDI BHATTIAN","TEHSIL","URBAN",24919,24352,240,327,20164,428,3641,686,15939,7267
NA,NA,"JHANG","-HAZARI","TEHSIL","OVERALL",56659,52546,1168,2945,286,640,51708,4025,28123,20488
NA,NA,"JHANG","-HAZARI","TEHSIL","RURAL",51092,47197,1156,2739,261,463,46589,3779,25701,18379
NA,NA,"JHANG","-HAZARI","TEHSIL","URBAN",5567,5349,12,206,25,177,5119,246,2422,2109
"PUNJAB","FAISALABAD","JHANG","AHMADPUR SIAL","TEHSIL","OVERALL",77488,69680,1533,6275,591,1248,71717,3932,32736,33769
"PUNJAB","FAISALABAD","JHANG","AHMADPUR SIAL","TEHSIL","RURAL",63820,57131,1336,5353,461,245,59935,3179,25386,29181
"PUNJAB","FAISALABAD","JHANG","AHMADPUR SIAL","TEHSIL","URBAN",13668,12549,197,922,130,1003,11782,753,7350,4588
"PUNJAB","FAISALABAD","JHANG","JHANG","TEHSIL","OVERALL",264032,247612,4179,12241,68128,8247,174880,12777,148500,82682
"PUNJAB","FAISALABAD","JHANG","JHANG","TEHSIL","RURAL",160731,146302,3260,11169,1074,1197,147094,11366,78481,61898
"PUNJAB","FAISALABAD","JHANG","JHANG","TEHSIL","URBAN",103301,101310,919,1072,67054,7050,27786,1411,70019,20784
"PUNJAB","FAISALABAD","JHANG","SHORKOT","TEHSIL","OVERALL",93820,84972,2000,6848,13029,1141,77130,2520,48385,35531
"PUNJAB","FAISALABAD","JHANG","SHORKOT","TEHSIL","RURAL",82498,73838,1940,6720,3542,897,75695,2364,40491,32790
"PUNJAB","FAISALABAD","JHANG","SHORKOT","TEHSIL","URBAN",11322,11134,60,128,9487,244,1435,156,7894,2741
"PUNJAB","RAWALPINDI","JHELUM","DINA","TEHSIL","OVERALL",44385,43640,402,343,298,25111,18743,233,38181,1911
"PUNJAB","RAWALPINDI","JHELUM","DINA","TEHSIL","RURAL",27616,27106,258,252,262,11778,15498,78,24227,1236
"PUNJAB","RAWALPINDI","JHELUM","DINA","TEHSIL","URBAN",16769,16534,144,91,36,13333,3245,155,13954,675
"PUNJAB","RAWALPINDI","JHELUM","JHELUM","TEHSIL","OVERALL",83046,81563,795,688,28433,29500,24477,636,72361,4562
"PUNJAB","RAWALPINDI","JHELUM","JHELUM","TEHSIL","RURAL",31096,30324,431,341,136,11292,19319,349,25880,2735
"PUNJAB","RAWALPINDI","JHELUM","JHELUM","TEHSIL","URBAN",51950,51239,364,347,28297,18208,5158,287,46481,1827
"PUNJAB","RAWALPINDI","JHELUM","PIND DADAN KHAN","TEHSIL","OVERALL",63599,61941,851,807,12948,4407,45417,827,52864,5418
"PUNJAB","RAWALPINDI","JHELUM","PIND DADAN KHAN","TEHSIL","RURAL",52234,50804,721,709,3664,4067,43812,691,43241,4783
"PUNJAB","RAWALPINDI","JHELUM","PIND DADAN KHAN","TEHSIL","URBAN",11365,11137,130,98,9284,340,1605,136,9623,635
"PUNJAB","RAWALPINDI","JHELUM","SOHAWA","TEHSIL","OVERALL",38034,37430,343,261,634,8486,28725,189,34561,2160
"PUNJAB","RAWALPINDI","JHELUM","SOHAWA","TEHSIL","RURAL",27892,27444,256,192,601,4374,22850,67,25109,1775
"PUNJAB","RAWALPINDI","JHELUM","SOHAWA","TEHSIL","URBAN",10142,9986,87,69,33,4112,5875,122,9452,385
"PUNJAB","LAHORE","KASUR","CHUNIAN","TEHSIL","OVERALL",158898,155785,1292,1821,36193,3086,107067,12552,73550,61327
"PUNJAB","LAHORE","KASUR","CHUNIAN","TEHSIL","RURAL",124649,122051,1059,1539,14942,1448,96402,11857,52321,53568
"PUNJAB","LAHORE","KASUR","CHUNIAN","TEHSIL","URBAN",34249,33734,233,282,21251,1638,10665,695,21229,7759
"PUNJAB","LAHORE","KASUR","KASUR","TEHSIL","OVERALL",253446,249573,1800,2073,72830,13539,139319,27758,128483,88329
"PUNJAB","LAHORE","KASUR","KASUR","TEHSIL","RURAL",138105,135770,1002,1333,6131,3480,106717,21777,58609,61765
"PUNJAB","LAHORE","KASUR","KASUR","TEHSIL","URBAN",115341,113803,798,740,66699,10059,32602,5981,69874,26564
"PUNJAB","LAHORE","KASUR","KOT RADHA KISHAN","TEHSIL","OVERALL",61054,60197,347,510,10200,1746,41310,7798,34749,19950
"PUNJAB","LAHORE","KASUR","KOT RADHA KISHAN","TEHSIL","RURAL",45584,44984,216,384,1559,933,35742,7350,22793,17633
"PUNJAB","LAHORE","KASUR","KOT RADHA KISHAN","TEHSIL","URBAN",15470,15213,131,126,8641,813,5568,448,11956,2317
"PUNJAB","LAHORE","KASUR","PATTOKI","TEHSIL","OVERALL",171910,167368,1562,2980,52509,7185,99733,12483,85376,60397
"PUNJAB","LAHORE","KASUR","PATTOKI","TEHSIL","RURAL",134706,131076,1238,2392,27650,5218,90672,11166,61688,52192
"PUNJAB","LAHORE","KASUR","PATTOKI","TEHSIL","URBAN",37204,36292,324,588,24859,1967,9061,1317,23688,8205
"PUNJAB","MULTAN","KHANEWAL","JAHANIAN","TEHSIL","OVERALL",61153,59688,411,1054,19642,974,39809,728,31782,24056
