"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","SEX_AGE_GROUP_IN_YEARS","ALL_SEXES_OVERALL","MALE_OVERALL","FEMALE_OVERALL","TRANSGENDER_OVERALL","ALL_SEXES_RURAL","MALE_RURAL","FEMALE_RURAL","TRANSGENDER_RURAL","ALL_SEXES_URBAN","MALE_URBAN","FEMALE_URBAN","TRANSGENDER_URBAN","AGE_GROUP_IN_YEARS"
"PUNJAB","RAWALPINDI","ATTOCK","JAND","TEHSIL","UNDER 15",100155,50334,49821,NA,81759,41113,40646,NA,18396,9221,9175,NA,NA
"PUNJAB","RAWALPINDI","ATTOCK","JAND","TEHSIL","05 - 24",122016,60826,61188,2,99756,49713,50041,2,22260,11113,11147,NA,NA
"PUNJAB","RAWALPINDI","ATTOCK","JAND","TEHSIL","15 - 49",167794,81175,86613,6,138824,67269,71553,2,28970,13906,15060,4,NA
"PUNJAB","RAWALPINDI","ATTOCK","JAND","TEHSIL","15 - 64",207241,101082,106153,6,172334,84081,88251,2,34907,17001,17902,4,NA
"PUNJAB","RAWALPINDI","ATTOCK","JAND","TEHSIL","18 - 60",180338,87381,92953,4,150110,72820,77290,NA,30228,14561,15663,4,NA
"PUNJAB","RAWALPINDI","ATTOCK","JAND","TEHSIL","18 &  ABOVE",211896,103386,108505,5,177430,86617,90812,1,34466,16769,17693,4,NA
"PUNJAB","RAWALPINDI","ATTOCK","JAND","TEHSIL","60 &  ABOVE",33813,17162,16650,1,29258,14784,14473,1,4555,2378,2177,NA,NA
"PUNJAB","RAWALPINDI","ATTOCK","JAND","TEHSIL","65 &  ABOVE",22932,11466,11465,1,19981,9964,10016,1,2951,1502,1449,NA,NA
"PUNJAB","RAWALPINDI","ATTOCK","PINDI GHEB","TEHSIL","ALL AGES",308878,153826,155042,10,245068,121265,123801,2,63810,32561,31241,8,NA
"PUNJAB","RAWALPINDI","ATTOCK","PINDI GHEB","TEHSIL","UNDER 1",5087,2492,2595,NA,4223,2067,2156,NA,864,425,439,NA,NA
"PUNJAB","RAWALPINDI","ATTOCK","PINDI GHEB","TEHSIL","UNDER 5",32615,16270,16345,NA,25565,12761,12804,NA,7050,3509,3541,NA,NA
"PUNJAB","RAWALPINDI","ATTOCK","PINDI GHEB","TEHSIL","UNDER 10",64239,32070,32169,NA,50600,25229,25371,NA,13639,6841,6798,NA,NA
"PUNJAB","RAWALPINDI","ATTOCK","PINDI GHEB","TEHSIL","UNDER 15",95725,47741,47984,NA,75335,37477,37858,NA,20390,10264,10126,NA,NA
"PUNJAB","RAWALPINDI","ATTOCK","PINDI GHEB","TEHSIL","05 - 24",115174,57497,57673,4,90933,45083,45850,NA,24241,12414,11823,4,NA
"PUNJAB","RAWALPINDI","ATTOCK","PINDI GHEB","TEHSIL","15 - 49",156798,77049,79740,9,123518,60140,63376,2,33280,16909,16364,7,NA
"PUNJAB","RAWALPINDI","ATTOCK","PINDI GHEB","TEHSIL","15 - 64",192763,95638,97116,9,152802,75186,77614,2,39961,20452,19502,7,NA
"PUNJAB","RAWALPINDI","ATTOCK","PINDI GHEB","TEHSIL","18 - 60",168073,82976,85090,7,133102,65189,67911,2,34971,17787,17179,5,NA
"PUNJAB","RAWALPINDI","ATTOCK","PINDI GHEB","TEHSIL","18 &  ABOVE",196200,97619,98573,8,156340,77176,79162,2,39860,20443,19411,6,NA
"PUNJAB","RAWALPINDI","ATTOCK","PINDI GHEB","TEHSIL","60 &  ABOVE",30269,15761,14507,1,24932,12867,12065,NA,5337,2894,2442,1,NA
"PUNJAB","RAWALPINDI","ATTOCK","PINDI GHEB","TEHSIL","65 &  ABOVE",20390,10447,9942,1,16931,8602,8329,NA,3459,1845,1613,1,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","BAHAWALNAGAR","TEHSIL","ALL AGES",973483,507811,465575,97,692476,361246,331203,27,281007,146565,134372,70,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","BAHAWALNAGAR","TEHSIL","UNDER 1",23473,12032,11441,NA,17787,9103,8684,NA,5686,2929,2757,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","BAHAWALNAGAR","TEHSIL","UNDER 5",137252,71251,66001,NA,103356,53869,49487,NA,33896,17382,16514,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","BAHAWALNAGAR","TEHSIL","UNDER 10",273672,143051,130621,NA,204674,107264,97410,NA,68998,35787,33211,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","BAHAWALNAGAR","TEHSIL","UNDER 15",400969,212511,188452,6,296406,157065,139337,4,104563,55446,49115,2,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","BAHAWALNAGAR","TEHSIL","05 - 24",438220,232028,206167,25,313821,166093,147718,10,124399,65935,58449,15,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","BAHAWALNAGAR","TEHSIL","15 - 49",452028,231501,220451,76,311094,159229,151846,19,140934,72272,68605,57,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","BAHAWALNAGAR","TEHSIL","15 - 64",536751,276386,260276,89,370258,190393,179842,23,166493,85993,80434,66,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","BAHAWALNAGAR","TEHSIL","18 - 60",461784,235920,225782,82,317875,162279,155577,19,143909,73641,70205,63,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","BAHAWALNAGAR","TEHSIL","18 &  ABOVE",513416,263377,249953,86,354689,181903,172767,19,158727,81474,77186,67,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","BAHAWALNAGAR","TEHSIL","60 &  ABOVE",56643,30070,26567,6,40433,21528,18905,NA,16210,8542,7662,6,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","BAHAWALNAGAR","TEHSIL","65 &  ABOVE",35763,18914,16847,2,25812,13788,12024,NA,9951,5126,4823,2,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","CHISHTIAN","TEHSIL","ALL AGES",843342,437370,405853,119,614192,318904,295242,46,229150,118466,110611,73,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","CHISHTIAN","TEHSIL","UNDER 1",19327,9984,9343,NA,14771,7616,7155,NA,4556,2368,2188,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","CHISHTIAN","TEHSIL","UNDER 5",112296,57928,54368,NA,85651,44211,41440,NA,26645,13717,12928,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","CHISHTIAN","TEHSIL","UNDER 10",225170,117080,108090,NA,170773,89064,81709,NA,54397,28016,26381,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","CHISHTIAN","TEHSIL","UNDER 15",332180,175378,156797,5,247909,130766,117139,4,84271,44612,39658,1,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","CHISHTIAN","TEHSIL","05 - 24",369621,194662,174926,33,268555,141280,127258,17,101066,53382,47668,16,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","CHISHTIAN","TEHSIL","15 - 49",397702,201243,196356,103,283770,143923,139810,37,113932,57320,56546,66,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","CHISHTIAN","TEHSIL","15 - 64",476294,242852,233329,113,340142,173759,166342,41,136152,69093,66987,72,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","CHISHTIAN","TEHSIL","18 - 60",409744,207204,202437,103,293067,148670,144363,34,116677,58534,58074,69,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","CHISHTIAN","TEHSIL","18 &  ABOVE",459735,234503,225128,104,330124,168944,161145,35,129611,65559,63983,69,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","CHISHTIAN","TEHSIL","60 &  ABOVE",54830,29925,24903,2,40686,22248,18436,2,14144,7677,6467,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","CHISHTIAN","TEHSIL","65 &  ABOVE",34868,19140,15727,1,26141,14379,11761,1,8727,4761,3966,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","FORT ABBAS","TEHSIL","ALL AGES",509974,266077,243865,32,375999,195869,180124,6,133975,70208,63741,26,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","FORT ABBAS","TEHSIL","UNDER 1",13364,7003,6361,NA,9865,5135,4730,NA,3499,1868,1631,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","FORT ABBAS","TEHSIL","UNDER 5",77593,40709,36884,NA,58036,30489,27547,NA,19557,10220,9337,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","FORT ABBAS","TEHSIL","UNDER 10",144248,75414,68834,NA,107541,56191,51350,NA,36707,19223,17484,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","FORT ABBAS","TEHSIL","UNDER 15",206665,109474,97189,2,152166,80206,71958,2,54499,29268,25231,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","FORT ABBAS","TEHSIL","05 - 24",218646,115117,103523,6,158998,83145,75849,4,59648,31972,27674,2,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","FORT ABBAS","TEHSIL","15 - 49",235904,119932,115950,22,172850,87927,84919,4,63054,32005,31031,18,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","FORT ABBAS","TEHSIL","15 - 64",281926,144648,137249,29,207146,106333,100809,4,74780,38315,36440,25,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","FORT ABBAS","TEHSIL","18 - 60",242320,123454,118841,25,178531,91139,87390,2,63789,32315,31451,23,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","FORT ABBAS","TEHSIL","18 &  ABOVE",272512,140156,132329,27,201833,104021,97810,2,70679,36135,34519,25,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","FORT ABBAS","TEHSIL","60 &  ABOVE",32978,18159,14816,3,25359,13933,11426,NA,7619,4226,3390,3,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","FORT ABBAS","TEHSIL","65 &  ABOVE",21383,11955,9427,1,16687,9330,7357,NA,4696,2625,2070,1,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","HAROONABAD","TEHSIL","ALL AGES",614987,317548,297346,93,403740,208182,195545,13,211247,109366,101801,80,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","HAROONABAD","TEHSIL","UNDER 1",13582,6919,6663,NA,9578,4869,4709,NA,4004,2050,1954,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","HAROONABAD","TEHSIL","UNDER 5",78818,40943,37875,NA,54298,28225,26073,NA,24520,12718,11802,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","HAROONABAD","TEHSIL","UNDER 10",154213,79954,74259,NA,104202,53848,50354,NA,50011,26106,23905,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","HAROONABAD","TEHSIL","UNDER 15",228438,119739,108698,1,152113,79264,72848,1,76325,40475,35850,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","HAROONABAD","TEHSIL","05 - 24",263998,137712,126248,38,170366,88508,81852,6,93632,49204,44396,32,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","HAROONABAD","TEHSIL","15 - 49",298426,150890,147451,85,192170,97388,94771,11,106256,53502,52680,74,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","HAROONABAD","TEHSIL","15 - 64",358230,182233,175907,90,231517,117894,113611,12,126713,64339,62296,78,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","HAROONABAD","TEHSIL","18 - 60",307175,155193,151895,87,198625,100613,98002,10,108550,54580,53893,77,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","HAROONABAD","TEHSIL","18 &  ABOVE",347451,177140,170222,89,226686,115821,110855,10,120765,61319,59367,79,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","HAROONABAD","TEHSIL","60 &  ABOVE",43838,23742,20094,2,30387,16367,14020,NA,13451,7375,6074,2,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","HAROONABAD","TEHSIL","65 &  ABOVE",28319,15576,12741,2,20110,11024,9086,NA,8209,4552,3655,2,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","MINCHINABAD","TEHSIL","ALL AGES",603125,314082,289014,29,484889,252749,232132,8,118236,61333,56882,21,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","MINCHINABAD","TEHSIL","UNDER 1",12898,6607,6291,NA,10427,5341,5086,NA,2471,1266,1205,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","MINCHINABAD","TEHSIL","UNDER 5",86719,44674,42045,NA,71085,36614,34471,NA,15634,8060,7574,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","MINCHINABAD","TEHSIL","UNDER 10",174618,90551,84067,NA,143132,74239,68893,NA,31486,16312,15174,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","MINCHINABAD","TEHSIL","UNDER 15",254116,133347,120769,NA,206148,108201,97947,NA,47968,25146,22822,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","MINCHINABAD","TEHSIL","05 - 24",273626,144009,129611,6,218980,115464,103514,2,54646,28545,26097,4,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","MINCHINABAD","TEHSIL","15 - 49",272648,139766,132859,23,216763,111283,105474,6,55885,28483,27385,17,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","MINCHINABAD","TEHSIL","15 - 64",324986,167530,157428,28,258859,133603,125248,8,66127,33927,32180,20,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","MINCHINABAD","TEHSIL","18 - 60",278489,142629,135834,26,222194,113833,108355,6,56295,28796,27479,20,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","MINCHINABAD","TEHSIL","18 &  ABOVE",312067,160980,151060,27,249727,128912,120809,6,62340,32068,30251,21,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","MINCHINABAD","TEHSIL","60 &  ABOVE",37020,20133,16885,2,30356,16524,13831,1,6664,3609,3054,1,NA
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","MINCHINABAD","TEHSIL","65 &  ABOVE",24023,13205,10817,1,19882,10945,8937,NA,4141,2260,1880,1,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","AHMADPUR EAST","TEHSIL","ALL AGES",1307408,665954,641322,132,958833,488288,470526,19,348575,177666,170796,113,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","AHMADPUR EAST","TEHSIL","UNDER 1",39552,20116,19436,NA,28893,14659,14234,NA,10659,5457,5202,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","AHMADPUR EAST","TEHSIL","UNDER 5",245824,125847,119977,NA,181006,91874,89132,NA,64818,33973,30845,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","AHMADPUR EAST","TEHSIL","UNDER 10",445252,227467,217785,NA,332758,169106,163652,NA,112494,58361,54133,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","AHMADPUR EAST","TEHSIL","UNDER 15",605430,309479,295947,4,451282,229814,221465,3,154148,79665,74482,1,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","AHMADPUR EAST","TEHSIL","05 - 24",576808,293006,283761,41,428238,218013,210217,8,148570,74993,73544,33,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","AHMADPUR EAST","TEHSIL","15 - 49",562602,283588,278899,115,406665,205917,200734,14,155937,77671,78165,101,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","AHMADPUR EAST","TEHSIL","15 - 64",657752,333520,324105,127,474992,241524,233452,16,182760,91996,90653,111,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","AHMADPUR EAST","TEHSIL","18 - 60",566290,286781,279394,115,408939,207704,201221,14,157351,79077,78173,101,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","AHMADPUR EAST","TEHSIL","18 &  ABOVE",628886,319063,309706,117,454646,231226,223406,14,174240,87837,86300,103,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","AHMADPUR EAST","TEHSIL","60 &  ABOVE",68161,35263,32892,6,49698,25637,24060,1,18463,9626,8832,5,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","AHMADPUR EAST","TEHSIL","65 &  ABOVE",44226,22955,21270,1,32559,16950,15609,NA,11667,6005,5661,1,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR CITY","TEHSIL","ALL AGES",813422,414027,399293,102,NA,NA,NA,NA,813422,414027,399293,102,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR CITY","TEHSIL","UNDER 1",14972,7309,7663,NA,NA,NA,NA,NA,14972,7309,7663,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR CITY","TEHSIL","UNDER 5",100598,49995,50603,NA,NA,NA,NA,NA,100598,49995,50603,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR CITY","TEHSIL","UNDER 10",197025,98686,98339,NA,NA,NA,NA,NA,197025,98686,98339,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR CITY","TEHSIL","UNDER 15",291481,147126,144355,NA,NA,NA,NA,NA,291481,147126,144355,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR CITY","TEHSIL","05 - 24",360631,183625,176968,38,NA,NA,NA,NA,360631,183625,176968,38,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR CITY","TEHSIL","15 - 49",423183,213417,209669,97,NA,NA,NA,NA,423183,213417,209669,97,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR CITY","TEHSIL","15 - 64",495209,252164,242944,101,NA,NA,NA,NA,495209,252164,242944,101,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR CITY","TEHSIL","18 - 60",430986,217813,213074,99,NA,NA,NA,NA,430986,217813,213074,99,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR CITY","TEHSIL","18 &  ABOVE",471673,240406,231167,100,NA,NA,NA,NA,471673,240406,231167,100,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR CITY","TEHSIL","60 &  ABOVE",45042,24891,20150,1,NA,NA,NA,NA,45042,24891,20150,1,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR CITY","TEHSIL","65 &  ABOVE",26732,14737,11994,1,NA,NA,NA,NA,26732,14737,11994,1,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR SADDAR","TEHSIL","ALL AGES",661543,338536,322907,100,524996,266854,258100,42,136547,71682,64807,58,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR SADDAR","TEHSIL","UNDER 1",14552,7412,7140,NA,12606,6468,6138,NA,1946,944,1002,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR SADDAR","TEHSIL","UNDER 5",101681,51436,50245,NA,83052,41976,41076,NA,18629,9460,9169,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR SADDAR","TEHSIL","UNDER 10",193562,98068,95494,NA,157481,79687,77794,NA,36081,18381,17700,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR SADDAR","TEHSIL","UNDER 15",273668,139071,134584,13,221058,112139,108913,6,52610,26932,25671,7,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR SADDAR","TEHSIL","05 - 24",289335,147022,142270,43,230344,116601,113725,18,58991,30421,28545,25,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR SADDAR","TEHSIL","15 - 49",312282,159201,153002,79,243126,122678,120417,31,69156,36523,32585,48,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR SADDAR","TEHSIL","15 - 64",365429,187586,177758,85,285371,144992,140345,34,80058,42594,37413,51,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR SADDAR","TEHSIL","18 - 60",317114,162580,154460,74,247317,125501,121790,26,69797,37079,32670,48,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR SADDAR","TEHSIL","18 &  ABOVE",349447,179818,169553,76,273790,139434,134328,28,75657,40384,35225,48,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR SADDAR","TEHSIL","60 &  ABOVE",35644,19048,16594,2,29023,15322,13699,2,6621,3726,2895,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR SADDAR","TEHSIL","65 &  ABOVE",22446,11879,10565,2,18567,9723,8842,2,3879,2156,1723,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","HASILPUR","TEHSIL","ALL AGES",506604,253429,253133,42,310921,155620,155294,7,195683,97809,97839,35,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","HASILPUR","TEHSIL","UNDER 1",9785,4873,4912,NA,6149,3099,3050,NA,3636,1774,1862,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","HASILPUR","TEHSIL","UNDER 5",65669,32790,32879,NA,40833,20372,20461,NA,24836,12418,12418,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","HASILPUR","TEHSIL","UNDER 10",129785,64593,65192,NA,81075,40298,40777,NA,48710,24295,24415,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","HASILPUR","TEHSIL","UNDER 15",190381,94463,95917,1,118231,58742,59488,1,72150,35721,36429,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","HASILPUR","TEHSIL","05 - 24",216731,107489,109228,14,132817,65865,66950,2,83914,41624,42278,12,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","HASILPUR","TEHSIL","15 - 49",245678,121419,124221,38,148534,73273,75255,6,97144,48146,48966,32,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","HASILPUR","TEHSIL","15 - 64",293716,146794,146883,39,177997,88861,89130,6,115719,57933,57753,33,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","HASILPUR","TEHSIL","18 - 60",253830,126448,127348,34,153753,76478,77270,5,100077,49970,50078,29,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","HASILPUR","TEHSIL","18 &  ABOVE",285701,143569,142096,36,174270,87594,86671,5,111431,55975,55425,31,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","HASILPUR","TEHSIL","60 &  ABOVE",34760,18655,16103,2,22330,12075,10255,NA,12430,6580,5848,2,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","HASILPUR","TEHSIL","65 &  ABOVE",22507,12172,10333,2,14693,8017,6676,NA,7814,4155,3657,2,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","KHAIRPUR TAMEWALI","TEHSIL","ALL AGES",288741,145773,142952,16,241592,122056,119525,11,47149,23717,23427,5,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","KHAIRPUR TAMEWALI","TEHSIL","UNDER 1",5883,2913,2970,NA,5019,2503,2516,NA,864,410,454,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","KHAIRPUR TAMEWALI","TEHSIL","UNDER 5",39021,19322,19699,NA,33076,16372,16704,NA,5945,2950,2995,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","KHAIRPUR TAMEWALI","TEHSIL","UNDER 10",77730,38739,38991,NA,66289,33120,33169,NA,11441,5619,5822,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","KHAIRPUR TAMEWALI","TEHSIL","UNDER 15",112747,56410,56337,NA,95614,47906,47708,NA,17133,8504,8629,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","KHAIRPUR TAMEWALI","TEHSIL","05 - 24",125963,63047,62912,4,105587,52889,52696,2,20376,10158,10216,2,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","KHAIRPUR TAMEWALI","TEHSIL","15 - 49",138649,69515,69123,11,114797,57578,57211,8,23852,11937,11912,3,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","KHAIRPUR TAMEWALI","TEHSIL","15 - 64",163903,82957,80933,13,135716,68688,67020,8,28187,14269,13913,5,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","KHAIRPUR TAMEWALI","TEHSIL","18 - 60",142415,71957,70447,11,118001,59666,58328,7,24414,12291,12119,4,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","KHAIRPUR TAMEWALI","TEHSIL","18 &  ABOVE",159085,80831,78240,14,132057,67149,64898,10,27028,13682,13342,4,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","KHAIRPUR TAMEWALI","TEHSIL","60 &  ABOVE",18256,9708,8545,3,15354,8161,7190,3,2902,1547,1355,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","KHAIRPUR TAMEWALI","TEHSIL","65 &  ABOVE",12091,6406,5682,3,10262,5462,4797,3,1829,944,885,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","YAZMAN","TEHSIL","ALL AGES",686739,347439,339223,77,626145,317328,308759,58,60594,30111,30464,19,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","YAZMAN","TEHSIL","UNDER 1",13744,6932,6812,NA,12569,6342,6227,NA,1175,590,585,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","YAZMAN","TEHSIL","UNDER 5",95598,47763,47835,NA,87721,43849,43872,NA,7877,3914,3963,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","YAZMAN","TEHSIL","UNDER 10",188047,93543,94504,NA,172923,86097,86826,NA,15124,7446,7678,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","YAZMAN","TEHSIL","UNDER 15",270005,134354,135651,NA,247826,123422,124404,NA,22179,10932,11247,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","YAZMAN","TEHSIL","05 - 24",297662,148515,149130,17,271888,135936,135937,15,25774,12579,13193,2,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","YAZMAN","TEHSIL","15 - 49",329956,165990,163901,65,299378,151009,148320,49,30578,14981,15581,16,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","YAZMAN","TEHSIL","15 - 64",389191,197936,191179,76,353127,180007,173063,57,36064,17929,18116,19,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","YAZMAN","TEHSIL","18 - 60",336660,171003,165584,73,305357,155468,149835,54,31303,15535,15749,19,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","YAZMAN","TEHSIL","18 &  ABOVE",375645,192414,183157,74,340931,175047,165829,55,34714,17367,17328,19,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","YAZMAN","TEHSIL","60 &  ABOVE",42484,23304,19178,2,38745,21292,17452,1,3739,2012,1726,1,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","YAZMAN","TEHSIL","65 &  ABOVE",27543,15149,12393,1,25192,13899,11292,1,2351,1250,1101,NA,NA
"PUNJAB","SARGODHA","BHAKKAR","BHAKKAR","TEHSIL","ALL AGES",809649,421191,388421,37,650306,338051,312238,17,159343,83140,76183,20,NA
