"PROVINCE","DISTRICT","AGE_GROUP","MARITAL_STATUS","ALL_SEXES_OVERALL","FEMALE_OVERALL","MALE_OVERALL","TGEND_OVERALL","ALL_SEXES_RURAL","FEMALE_RURAL","MALE_RURAL","TGEND_RURAL","ALL_SEXES_URBAN","FEMALE_URBAN","MALE_URBAN","TGEND_URBAN"
"KP","NOWSHERA","40 - 44","SEPERATION",81,52,29,NA,67,46,21,NA,14,6,8,NA
"KP","NOWSHERA","40 - 44","WIDOWED",1776,1587,189,NA,1335,1194,141,NA,441,393,48,NA
"KP","NOWSHERA","45 - 49","DIVORCED",115,89,26,NA,87,69,18,NA,28,20,8,NA
"KP","NOWSHERA","45 - 49","MARRIED",63325,28226,35099,NA,50139,22669,27470,NA,13186,5557,7629,NA
"KP","NOWSHERA","45 - 49","NEVER MARRIED",2247,1427,819,1,1804,1184,620,NA,443,243,199,1
"KP","NOWSHERA","45 - 49","SEPERATION",78,53,25,NA,62,43,19,NA,16,10,6,NA
"KP","NOWSHERA","45 - 49","WIDOWED",2412,2192,220,NA,1867,1686,181,NA,545,506,39,NA
"KP","NOWSHERA","50 - 54","DIVORCED",101,81,20,NA,86,71,15,NA,15,10,5,NA
"KP","NOWSHERA","50 - 54","MARRIED",49309,21368,27941,NA,39490,17498,21992,NA,9819,3870,5949,NA
"KP","NOWSHERA","50 - 54","NEVER MARRIED",1479,981,497,1,1183,808,374,1,296,173,123,NA
"KP","NOWSHERA","50 - 54","SEPERATION",67,46,21,NA,49,36,13,NA,18,10,8,NA
"KP","NOWSHERA","50 - 54","WIDOWED",3545,3211,334,NA,2713,2460,253,NA,832,751,81,NA
"KP","NOWSHERA","55 - 59","DIVORCED",48,37,11,NA,38,29,9,NA,10,8,2,NA
"KP","NOWSHERA","55 - 59","MARRIED",36637,15030,21607,NA,29497,12338,17159,NA,7140,2692,4448,NA
"KP","NOWSHERA","55 - 59","NEVER MARRIED",978,665,311,2,767,526,240,1,211,139,71,1
"KP","NOWSHERA","55 - 59","SEPERATION",70,56,14,NA,61,49,12,NA,9,7,2,NA
"KP","NOWSHERA","55 - 59","WIDOWED",3865,3397,468,NA,3001,2640,361,NA,864,757,107,NA
"KP","NOWSHERA","60 - 64","DIVORCED",48,37,11,NA,41,35,6,NA,7,2,5,NA
"KP","NOWSHERA","60 - 64","MARRIED",28243,10563,17680,NA,23091,8758,14333,NA,5152,1805,3347,NA
"KP","NOWSHERA","60 - 64","NEVER MARRIED",776,578,198,NA,612,460,152,NA,164,118,46,NA
"KP","NOWSHERA","60 - 64","SEPERATION",44,33,11,NA,31,22,9,NA,13,11,2,NA
"KP","NOWSHERA","60 - 64","WIDOWED",4827,4052,775,NA,3753,3155,598,NA,1074,897,177,NA
"KP","NOWSHERA","65 - 69","DIVORCED",20,13,7,NA,15,9,6,NA,5,4,1,NA
"KP","NOWSHERA","65 - 69","MARRIED",18017,5796,12221,NA,14694,4827,9867,NA,3323,969,2354,NA
"KP","NOWSHERA","65 - 69","NEVER MARRIED",459,327,132,NA,345,248,97,NA,114,79,35,NA
"KP","NOWSHERA","65 - 69","SEPERATION",18,12,6,NA,15,11,4,NA,3,1,2,NA
"KP","NOWSHERA","65 - 69","WIDOWED",4401,3437,964,NA,3430,2693,737,NA,971,744,227,NA
"KP","NOWSHERA","70 - 74","DIVORCED",15,9,6,NA,15,9,6,NA,NA,NA,NA,NA
"KP","NOWSHERA","70 - 74","MARRIED",11544,3228,8316,NA,9485,2724,6761,NA,2059,504,1555,NA
"KP","NOWSHERA","70 - 74","NEVER MARRIED",295,223,72,NA,245,187,58,NA,50,36,14,NA
"KP","NOWSHERA","70 - 74","SEPERATION",15,10,5,NA,11,7,4,NA,4,3,1,NA
"KP","NOWSHERA","70 - 74","WIDOWED",4270,3194,1076,NA,3389,2554,835,NA,881,640,241,NA
"KP","NOWSHERA","75 & ABOVE","DIVORCED",10,8,2,NA,10,8,2,NA,NA,NA,NA,NA
"KP","NOWSHERA","75 & ABOVE","MARRIED",8850,2055,6795,NA,7432,1768,5664,NA,1418,287,1131,NA
"KP","NOWSHERA","75 & ABOVE","NEVER MARRIED",291,199,92,NA,239,167,72,NA,52,32,20,NA
"KP","NOWSHERA","75 & ABOVE","SEPERATION",14,8,6,NA,10,6,4,NA,4,2,2,NA
"KP","NOWSHERA","75 & ABOVE","WIDOWED",5813,3960,1853,NA,4720,3242,1478,NA,1093,718,375,NA
"KP","ORAKZAI","15 &  ABOVE","DIVORCED",154,104,50,NA,154,104,50,NA,NA,NA,NA,NA
"KP","ORAKZAI","15 &  ABOVE","MARRIED",138841,70760,68081,NA,138841,70760,68081,NA,NA,NA,NA,NA
"KP","ORAKZAI","15 &  ABOVE","NEVER MARRIED",52114,20727,31381,6,52114,20727,31381,6,NA,NA,NA,NA
"KP","ORAKZAI","15 &  ABOVE","SEPERATION",70,39,31,NA,70,39,31,NA,NA,NA,NA,NA
"KP","ORAKZAI","15 &  ABOVE","WIDOWED",4108,3319,789,NA,4108,3319,789,NA,NA,NA,NA,NA
"KP","ORAKZAI","15 - 19","DIVORCED",11,5,6,NA,11,5,6,NA,NA,NA,NA,NA
"KP","ORAKZAI","15 - 19","MARRIED",7121,4479,2642,NA,7121,4479,2642,NA,NA,NA,NA,NA
"KP","ORAKZAI","15 - 19","NEVER MARRIED",35774,15284,20487,3,35774,15284,20487,3,NA,NA,NA,NA
"KP","ORAKZAI","15 - 19","SEPERATION",8,4,4,NA,8,4,4,NA,NA,NA,NA,NA
"KP","ORAKZAI","15 - 19","WIDOWED",7,3,4,NA,7,3,4,NA,NA,NA,NA,NA
"KP","ORAKZAI","20 - 24","DIVORCED",15,12,3,NA,15,12,3,NA,NA,NA,NA,NA
"KP","ORAKZAI","20 - 24","MARRIED",17035,10145,6890,NA,17035,10145,6890,NA,NA,NA,NA,NA
"KP","ORAKZAI","20 - 24","NEVER MARRIED",10409,3376,7032,1,10409,3376,7032,1,NA,NA,NA,NA
"KP","ORAKZAI","20 - 24","SEPERATION",2,1,1,NA,2,1,1,NA,NA,NA,NA,NA
"KP","ORAKZAI","20 - 24","WIDOWED",34,24,10,NA,34,24,10,NA,NA,NA,NA,NA
"KP","ORAKZAI","25 - 29","DIVORCED",18,10,8,NA,18,10,8,NA,NA,NA,NA,NA
"KP","ORAKZAI","25 - 29","MARRIED",20999,11085,9914,NA,20999,11085,9914,NA,NA,NA,NA,NA
"KP","ORAKZAI","25 - 29","NEVER MARRIED",3275,1006,2269,NA,3275,1006,2269,NA,NA,NA,NA,NA
"KP","ORAKZAI","25 - 29","SEPERATION",5,1,4,NA,5,1,4,NA,NA,NA,NA,NA
"KP","ORAKZAI","25 - 29","WIDOWED",59,44,15,NA,59,44,15,NA,NA,NA,NA,NA
"KP","ORAKZAI","30 - 34","DIVORCED",32,21,11,NA,32,21,11,NA,NA,NA,NA,NA
"KP","ORAKZAI","30 - 34","MARRIED",21886,11251,10635,NA,21886,11251,10635,NA,NA,NA,NA,NA
"KP","ORAKZAI","30 - 34","NEVER MARRIED",1170,435,735,NA,1170,435,735,NA,NA,NA,NA,NA
"KP","ORAKZAI","30 - 34","SEPERATION",10,6,4,NA,10,6,4,NA,NA,NA,NA,NA
"KP","ORAKZAI","30 - 34","WIDOWED",129,113,16,NA,129,113,16,NA,NA,NA,NA,NA
"KP","ORAKZAI","35 - 39","DIVORCED",23,15,8,NA,23,15,8,NA,NA,NA,NA,NA
"KP","ORAKZAI","35 - 39","MARRIED",19494,9518,9976,NA,19494,9518,9976,NA,NA,NA,NA,NA
"KP","ORAKZAI","35 - 39","NEVER MARRIED",612,238,374,NA,612,238,374,NA,NA,NA,NA,NA
"KP","ORAKZAI","35 - 39","SEPERATION",5,2,3,NA,5,2,3,NA,NA,NA,NA,NA
"KP","ORAKZAI","35 - 39","WIDOWED",198,169,29,NA,198,169,29,NA,NA,NA,NA,NA
"KP","ORAKZAI","40 - 44","DIVORCED",14,11,3,NA,14,11,3,NA,NA,NA,NA,NA
"KP","ORAKZAI","40 - 44","MARRIED",14038,6841,7197,NA,14038,6841,7197,NA,NA,NA,NA,NA
"KP","ORAKZAI","40 - 44","NEVER MARRIED",345,157,187,1,345,157,187,1,NA,NA,NA,NA
"KP","ORAKZAI","40 - 44","SEPERATION",7,4,3,NA,7,4,3,NA,NA,NA,NA,NA
"KP","ORAKZAI","40 - 44","WIDOWED",256,229,27,NA,256,229,27,NA,NA,NA,NA,NA
"KP","ORAKZAI","45 - 49","DIVORCED",16,13,3,NA,16,13,3,NA,NA,NA,NA,NA
"KP","ORAKZAI","45 - 49","MARRIED",10559,5089,5470,NA,10559,5089,5470,NA,NA,NA,NA,NA
"KP","ORAKZAI","45 - 49","NEVER MARRIED",179,82,96,1,179,82,96,1,NA,NA,NA,NA
"KP","ORAKZAI","45 - 49","SEPERATION",8,8,NA,NA,8,8,NA,NA,NA,NA,NA,NA
"KP","ORAKZAI","45 - 49","WIDOWED",306,261,45,NA,306,261,45,NA,NA,NA,NA,NA
"KP","ORAKZAI","50 - 54","DIVORCED",6,4,2,NA,6,4,2,NA,NA,NA,NA,NA
"KP","ORAKZAI","50 - 54","MARRIED",8618,4304,4314,NA,8618,4304,4314,NA,NA,NA,NA,NA
"KP","ORAKZAI","50 - 54","NEVER MARRIED",120,49,71,NA,120,49,71,NA,NA,NA,NA,NA
"KP","ORAKZAI","50 - 54","SEPERATION",3,2,1,NA,3,2,1,NA,NA,NA,NA,NA
"KP","ORAKZAI","50 - 54","WIDOWED",456,407,49,NA,456,407,49,NA,NA,NA,NA,NA
"KP","ORAKZAI","55 - 59","DIVORCED",7,6,1,NA,7,6,1,NA,NA,NA,NA,NA
"KP","ORAKZAI","55 - 59","MARRIED",6285,2975,3310,NA,6285,2975,3310,NA,NA,NA,NA,NA
"KP","ORAKZAI","55 - 59","NEVER MARRIED",79,32,47,NA,79,32,47,NA,NA,NA,NA,NA
"KP","ORAKZAI","55 - 59","SEPERATION",8,4,4,NA,8,4,4,NA,NA,NA,NA,NA
"KP","ORAKZAI","55 - 59","WIDOWED",471,410,61,NA,471,410,61,NA,NA,NA,NA,NA
"KP","ORAKZAI","60 - 64","DIVORCED",4,3,1,NA,4,3,1,NA,NA,NA,NA,NA
"KP","ORAKZAI","60 - 64","MARRIED",5481,2412,3069,NA,5481,2412,3069,NA,NA,NA,NA,NA
"KP","ORAKZAI","60 - 64","NEVER MARRIED",63,31,32,NA,63,31,32,NA,NA,NA,NA,NA
"KP","ORAKZAI","60 - 64","SEPERATION",3,2,1,NA,3,2,1,NA,NA,NA,NA,NA
"KP","ORAKZAI","60 - 64","WIDOWED",730,607,123,NA,730,607,123,NA,NA,NA,NA,NA
"KP","ORAKZAI","65 - 69","DIVORCED",3,1,2,NA,3,1,2,NA,NA,NA,NA,NA
"KP","ORAKZAI","65 - 69","MARRIED",3264,1277,1987,NA,3264,1277,1987,NA,NA,NA,NA,NA
"KP","ORAKZAI","65 - 69","NEVER MARRIED",27,14,13,NA,27,14,13,NA,NA,NA,NA,NA
"KP","ORAKZAI","65 - 69","SEPERATION",8,5,3,NA,8,5,3,NA,NA,NA,NA,NA
"KP","ORAKZAI","65 - 69","WIDOWED",466,370,96,NA,466,370,96,NA,NA,NA,NA,NA
"KP","ORAKZAI","70 - 74","DIVORCED",3,2,1,NA,3,2,1,NA,NA,NA,NA,NA
"KP","ORAKZAI","70 - 74","MARRIED",2321,840,1481,NA,2321,840,1481,NA,NA,NA,NA,NA
"KP","ORAKZAI","70 - 74","NEVER MARRIED",37,12,25,NA,37,12,25,NA,NA,NA,NA,NA
"KP","ORAKZAI","70 - 74","SEPERATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KP","ORAKZAI","70 - 74","WIDOWED",485,357,128,NA,485,357,128,NA,NA,NA,NA,NA
"KP","ORAKZAI","75 & ABOVE","DIVORCED",2,1,1,NA,2,1,1,NA,NA,NA,NA,NA
"KP","ORAKZAI","75 & ABOVE","MARRIED",1740,544,1196,NA,1740,544,1196,NA,NA,NA,NA,NA
"KP","ORAKZAI","75 & ABOVE","NEVER MARRIED",24,11,13,NA,24,11,13,NA,NA,NA,NA,NA
"KP","ORAKZAI","75 & ABOVE","SEPERATION",3,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA
"KP","ORAKZAI","75 & ABOVE","WIDOWED",511,325,186,NA,511,325,186,NA,NA,NA,NA,NA
"KP","PESHAWAR","15 &  ABOVE","DIVORCED",1493,1136,357,NA,787,603,184,NA,706,533,173,NA
"KP","PESHAWAR","15 &  ABOVE","MARRIED",1814845,917423,897422,NA,1076616,549709,526907,NA,738229,367714,370515,NA
"KP","PESHAWAR","15 &  ABOVE","NEVER MARRIED",888974,375698,513094,182,481585,202445,279113,27,407389,173253,233981,155
"KP","PESHAWAR","15 &  ABOVE","SEPERATION",1239,777,462,NA,698,470,228,NA,541,307,234,NA
"KP","PESHAWAR","15 &  ABOVE","WIDOWED",71344,56330,15014,NA,40731,32239,8492,NA,30613,24091,6522,NA
"KP","PESHAWAR","15 - 19","DIVORCED",54,48,6,NA,38,35,3,NA,16,13,3,NA
"KP","PESHAWAR","15 - 19","MARRIED",56394,44966,11428,NA,38818,30869,7949,NA,17576,14097,3479,NA
"KP","PESHAWAR","15 - 19","NEVER MARRIED",471693,214917,256744,32,273357,124269,149073,15,198336,90648,107671,17
"KP","PESHAWAR","15 - 19","SEPERATION",90,59,31,NA,54,40,14,NA,36,19,17,NA
"KP","PESHAWAR","15 - 19","WIDOWED",104,69,35,NA,62,43,19,NA,42,26,16,NA
"KP","PESHAWAR","20 - 24","DIVORCED",176,142,34,NA,118,96,22,NA,58,46,12,NA
"KP","PESHAWAR","20 - 24","MARRIED",187089,127552,59537,NA,121798,82361,39437,NA,65291,45191,20100,NA
"KP","PESHAWAR","20 - 24","NEVER MARRIED",249157,88680,160417,60,127583,42962,84614,7,121574,45718,75803,53
"KP","PESHAWAR","20 - 24","SEPERATION",146,82,64,NA,75,46,29,NA,71,36,35,NA
"KP","PESHAWAR","20 - 24","WIDOWED",401,329,72,NA,253,211,42,NA,148,118,30,NA
"KP","PESHAWAR","25 - 29","DIVORCED",211,178,33,NA,135,115,20,NA,76,63,13,NA
"KP","PESHAWAR","25 - 29","MARRIED",272749,155921,116828,NA,167643,95016,72627,NA,105106,60905,44201,NA
"KP","PESHAWAR","25 - 29","NEVER MARRIED",97215,33790,63383,42,46805,15765,31038,2,50410,18025,32345,40
"KP","PESHAWAR","25 - 29","SEPERATION",143,96,47,NA,78,55,23,NA,65,41,24,NA
"KP","PESHAWAR","25 - 29","WIDOWED",832,680,152,NA,570,478,92,NA,262,202,60,NA
"KP","PESHAWAR","30 - 34","DIVORCED",264,201,63,NA,137,98,39,NA,127,103,24,NA
"KP","PESHAWAR","30 - 34","MARRIED",272430,141544,130886,NA,164133,85187,78946,NA,108297,56357,51940,NA
"KP","PESHAWAR","30 - 34","NEVER MARRIED",35854,20206,15629,19,17289,10065,7224,NA,18565,10141,8405,19
"KP","PESHAWAR","30 - 34","SEPERATION",155,91,64,NA,87,52,35,NA,68,39,29,NA
"KP","PESHAWAR","30 - 34","WIDOWED",1488,1253,235,NA,949,807,142,NA,539,446,93,NA
"KP","PESHAWAR","35 - 39","DIVORCED",265,193,72,NA,125,85,40,NA,140,108,32,NA
"KP","PESHAWAR","35 - 39","MARRIED",262919,127358,135561,NA,153305,73849,79456,NA,109614,53509,56105,NA
"KP","PESHAWAR","35 - 39","NEVER MARRIED",15627,7103,8506,18,7410,3703,3704,3,8217,3400,4802,15
"KP","PESHAWAR","35 - 39","SEPERATION",145,99,46,NA,80,53,27,NA,65,46,19,NA
"KP","PESHAWAR","35 - 39","WIDOWED",2485,2131,354,NA,1493,1298,195,NA,992,833,159,NA
"KP","PESHAWAR","40 - 44","DIVORCED",182,139,43,NA,83,68,15,NA,99,71,28,NA
"KP","PESHAWAR","40 - 44","MARRIED",213540,96946,116594,NA,121109,54766,66343,NA,92431,42180,50251,NA
"KP","PESHAWAR","40 - 44","NEVER MARRIED",7706,3953,3747,6,3634,2058,1576,NA,4072,1895,2171,6
"KP","PESHAWAR","40 - 44","SEPERATION",133,91,42,NA,74,56,18,NA,59,35,24,NA
"KP","PESHAWAR","40 - 44","WIDOWED",3986,3517,469,NA,2297,2064,233,NA,1689,1453,236,NA
"KP","PESHAWAR","45 - 49","DIVORCED",126,94,32,NA,51,39,12,NA,75,55,20,NA
"KP","PESHAWAR","45 - 49","MARRIED",165226,75971,89255,NA,92958,43349,49609,NA,72268,32622,39646,NA
"KP","PESHAWAR","45 - 49","NEVER MARRIED",4278,2324,1950,4,2005,1206,799,NA,2273,1118,1151,4
"KP","PESHAWAR","45 - 49","SEPERATION",104,57,47,NA,62,38,24,NA,42,19,23,NA
"KP","PESHAWAR","45 - 49","WIDOWED",5720,5062,658,NA,3200,2864,336,NA,2520,2198,322,NA
"KP","PESHAWAR","50 - 54","DIVORCED",73,53,20,NA,28,19,9,NA,45,34,11,NA
"KP","PESHAWAR","50 - 54","MARRIED",125760,54295,71465,NA,71249,31267,39982,NA,54511,23028,31483,NA
"KP","PESHAWAR","50 - 54","NEVER MARRIED",2636,1603,1033,NA,1260,860,400,NA,1376,743,633,NA
"KP","PESHAWAR","50 - 54","SEPERATION",100,75,25,NA,58,50,8,NA,42,25,17,NA
"KP","PESHAWAR","50 - 54","WIDOWED",8120,7192,928,NA,4574,4094,480,NA,3546,3098,448,NA
"KP","PESHAWAR","55 - 59","DIVORCED",53,33,20,NA,23,17,6,NA,30,16,14,NA
"KP","PESHAWAR","55 - 59","MARRIED",93956,39412,54544,NA,52270,22236,30034,NA,41686,17176,24510,NA
"KP","PESHAWAR","55 - 59","NEVER MARRIED",1743,1068,675,NA,799,545,254,NA,944,523,421,NA
"KP","PESHAWAR","55 - 59","SEPERATION",73,45,28,NA,34,26,8,NA,39,19,20,NA
"KP","PESHAWAR","55 - 59","WIDOWED",8943,7629,1314,NA,4898,4205,693,NA,4045,3424,621,NA
"KP","PESHAWAR","60 - 64","DIVORCED",39,24,15,NA,19,12,7,NA,20,12,8,NA
"KP","PESHAWAR","60 - 64","MARRIED",72272,26770,45502,NA,40991,15492,25499,NA,31281,11278,20003,NA
"KP","PESHAWAR","60 - 64","NEVER MARRIED",1294,877,417,NA,594,413,181,NA,700,464,236,NA
"KP","PESHAWAR","60 - 64","SEPERATION",61,37,24,NA,39,24,15,NA,22,13,9,NA
"KP","PESHAWAR","60 - 64","WIDOWED",11135,8979,2156,NA,6293,5109,1184,NA,4842,3870,972,NA
"KP","PESHAWAR","65 - 69","DIVORCED",18,12,6,NA,10,8,2,NA,8,4,4,NA
"KP","PESHAWAR","65 - 69","MARRIED",44259,14125,30134,NA,24989,8009,16980,NA,19270,6116,13154,NA
"KP","PESHAWAR","65 - 69","NEVER MARRIED",795,537,258,NA,378,267,111,NA,417,270,147,NA
"KP","PESHAWAR","65 - 69","SEPERATION",42,27,15,NA,19,14,5,NA,23,13,10,NA
"KP","PESHAWAR","65 - 69","WIDOWED",9179,6844,2335,NA,5200,3868,1332,NA,3979,2976,1003,NA
"KP","PESHAWAR","70 - 74","DIVORCED",21,14,7,NA,13,8,5,NA,8,6,2,NA
"KP","PESHAWAR","70 - 74","MARRIED",27616,7813,19803,NA,15664,4538,11126,NA,11952,3275,8677,NA
"KP","PESHAWAR","70 - 74","NEVER MARRIED",535,353,182,NA,258,188,70,NA,277,165,112,NA
"KP","PESHAWAR","70 - 74","SEPERATION",22,9,13,NA,18,9,9,NA,4,NA,4,NA
"KP","PESHAWAR","70 - 74","WIDOWED",8525,6027,2498,NA,4837,3398,1439,NA,3688,2629,1059,NA
"KP","PESHAWAR","75 & ABOVE","DIVORCED",11,5,6,NA,7,3,4,NA,4,2,2,NA
"KP","PESHAWAR","75 & ABOVE","MARRIED",20635,4750,15885,NA,11689,2770,8919,NA,8946,1980,6966,NA
"KP","PESHAWAR","75 & ABOVE","NEVER MARRIED",441,287,153,1,213,144,69,NA,228,143,84,1
"KP","PESHAWAR","75 & ABOVE","SEPERATION",25,9,16,NA,20,7,13,NA,5,2,3,NA
"KP","PESHAWAR","75 & ABOVE","WIDOWED",10426,6618,3808,NA,6105,3800,2305,NA,4321,2818,1503,NA
"KP","SHANGLA","15 &  ABOVE","DIVORCED",140,107,33,NA,140,107,33,NA,NA,NA,NA,NA
"KP","SHANGLA","15 &  ABOVE","MARRIED",338933,176008,162925,NA,338933,176008,162925,NA,NA,NA,NA,NA
"KP","SHANGLA","15 &  ABOVE","NEVER MARRIED",108413,39242,69167,4,108413,39242,69167,4,NA,NA,NA,NA
"KP","SHANGLA","15 &  ABOVE","SEPERATION",194,110,84,NA,194,110,84,NA,NA,NA,NA,NA
"KP","SHANGLA","15 &  ABOVE","WIDOWED",15424,12704,2720,NA,15424,12704,2720,NA,NA,NA,NA,NA
"KP","SHANGLA","15 - 19","DIVORCED",3,3,NA,NA,3,3,NA,NA,NA,NA,NA,NA
"KP","SHANGLA","15 - 19","MARRIED",16918,12673,4245,NA,16918,12673,4245,NA,NA,NA,NA,NA
"KP","SHANGLA","15 - 19","NEVER MARRIED",73150,29533,43616,1,73150,29533,43616,1,NA,NA,NA,NA
"KP","SHANGLA","15 - 19","SEPERATION",14,6,8,NA,14,6,8,NA,NA,NA,NA,NA
"KP","SHANGLA","15 - 19","WIDOWED",28,20,8,NA,28,20,8,NA,NA,NA,NA,NA
"KP","SHANGLA","20 - 24","DIVORCED",33,28,5,NA,33,28,5,NA,NA,NA,NA,NA
"KP","SHANGLA","20 - 24","MARRIED",47408,30206,17202,NA,47408,30206,17202,NA,NA,NA,NA,NA
"KP","SHANGLA","20 - 24","NEVER MARRIED",23403,5843,17559,1,23403,5843,17559,1,NA,NA,NA,NA
"KP","SHANGLA","20 - 24","SEPERATION",10,8,2,NA,10,8,2,NA,NA,NA,NA,NA
"KP","SHANGLA","20 - 24","WIDOWED",104,78,26,NA,104,78,26,NA,NA,NA,NA,NA
"KP","SHANGLA","25 - 29","DIVORCED",31,26,5,NA,31,26,5,NA,NA,NA,NA,NA
"KP","SHANGLA","25 - 29","MARRIED",50775,27443,23332,NA,50775,27443,23332,NA,NA,NA,NA,NA
"KP","SHANGLA","25 - 29","NEVER MARRIED",6997,1764,5233,NA,6997,1764,5233,NA,NA,NA,NA,NA
"KP","SHANGLA","25 - 29","SEPERATION",16,11,5,NA,16,11,5,NA,NA,NA,NA,NA
"KP","SHANGLA","25 - 29","WIDOWED",223,178,45,NA,223,178,45,NA,NA,NA,NA,NA
"KP","SHANGLA","30 - 34","DIVORCED",21,14,7,NA,21,14,7,NA,NA,NA,NA,NA
"KP","SHANGLA","30 - 34","MARRIED",49419,25992,23427,NA,49419,25992,23427,NA,NA,NA,NA,NA
"KP","SHANGLA","30 - 34","NEVER MARRIED",2478,933,1544,1,2478,933,1544,1,NA,NA,NA,NA
"KP","SHANGLA","30 - 34","SEPERATION",16,8,8,NA,16,8,8,NA,NA,NA,NA,NA
"KP","SHANGLA","30 - 34","WIDOWED",340,287,53,NA,340,287,53,NA,NA,NA,NA,NA
"KP","SHANGLA","35 - 39","DIVORCED",16,13,3,NA,16,13,3,NA,NA,NA,NA,NA
"KP","SHANGLA","35 - 39","MARRIED",44012,21842,22170,NA,44012,21842,22170,NA,NA,NA,NA,NA
"KP","SHANGLA","35 - 39","NEVER MARRIED",1000,436,564,NA,1000,436,564,NA,NA,NA,NA,NA
"KP","SHANGLA","35 - 39","SEPERATION",13,7,6,NA,13,7,6,NA,NA,NA,NA,NA
"KP","SHANGLA","35 - 39","WIDOWED",576,495,81,NA,576,495,81,NA,NA,NA,NA,NA
"KP","SHANGLA","40 - 44","DIVORCED",12,10,2,NA,12,10,2,NA,NA,NA,NA,NA
"KP","SHANGLA","40 - 44","MARRIED",36176,17959,18217,NA,36176,17959,18217,NA,NA,NA,NA,NA
"KP","SHANGLA","40 - 44","NEVER MARRIED",578,306,272,NA,578,306,272,NA,NA,NA,NA,NA
"KP","SHANGLA","40 - 44","SEPERATION",21,13,8,NA,21,13,8,NA,NA,NA,NA,NA
"KP","SHANGLA","40 - 44","WIDOWED",903,809,94,NA,903,809,94,NA,NA,NA,NA,NA
"KP","SHANGLA","45 - 49","DIVORCED",12,6,6,NA,12,6,6,NA,NA,NA,NA,NA
"KP","SHANGLA","45 - 49","MARRIED",26747,12590,14157,NA,26747,12590,14157,NA,NA,NA,NA,NA
"KP","SHANGLA","45 - 49","NEVER MARRIED",326,173,152,1,326,173,152,1,NA,NA,NA,NA
"KP","SHANGLA","45 - 49","SEPERATION",21,15,6,NA,21,15,6,NA,NA,NA,NA,NA
"KP","SHANGLA","45 - 49","WIDOWED",1103,1010,93,NA,1103,1010,93,NA,NA,NA,NA,NA
"KP","SHANGLA","50 - 54","DIVORCED",3,1,2,NA,3,1,2,NA,NA,NA,NA,NA
"KP","SHANGLA","50 - 54","MARRIED",21128,9756,11372,NA,21128,9756,11372,NA,NA,NA,NA,NA
"KP","SHANGLA","50 - 54","NEVER MARRIED",191,103,88,NA,191,103,88,NA,NA,NA,NA,NA
"KP","SHANGLA","50 - 54","SEPERATION",13,8,5,NA,13,8,5,NA,NA,NA,NA,NA
"KP","SHANGLA","50 - 54","WIDOWED",1457,1318,139,NA,1457,1318,139,NA,NA,NA,NA,NA
"KP","SHANGLA","55 - 59","DIVORCED",3,3,NA,NA,3,3,NA,NA,NA,NA,NA,NA
"KP","SHANGLA","55 - 59","MARRIED",15409,6345,9064,NA,15409,6345,9064,NA,NA,NA,NA,NA
"KP","SHANGLA","55 - 59","NEVER MARRIED",107,55,52,NA,107,55,52,NA,NA,NA,NA,NA
"KP","SHANGLA","55 - 59","SEPERATION",19,13,6,NA,19,13,6,NA,NA,NA,NA,NA
"KP","SHANGLA","55 - 59","WIDOWED",1453,1257,196,NA,1453,1257,196,NA,NA,NA,NA,NA
"KP","SHANGLA","60 - 64","DIVORCED",3,2,1,NA,3,2,1,NA,NA,NA,NA,NA
"KP","SHANGLA","60 - 64","MARRIED",11521,4694,6827,NA,11521,4694,6827,NA,NA,NA,NA,NA
"KP","SHANGLA","60 - 64","NEVER MARRIED",80,49,31,NA,80,49,31,NA,NA,NA,NA,NA
"KP","SHANGLA","60 - 64","SEPERATION",14,7,7,NA,14,7,7,NA,NA,NA,NA,NA
"KP","SHANGLA","60 - 64","WIDOWED",1821,1579,242,NA,1821,1579,242,NA,NA,NA,NA,NA
"KP","SHANGLA","65 - 69","DIVORCED",1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA
"KP","SHANGLA","65 - 69","MARRIED",8120,3149,4971,NA,8120,3149,4971,NA,NA,NA,NA,NA
"KP","SHANGLA","65 - 69","NEVER MARRIED",37,22,15,NA,37,22,15,NA,NA,NA,NA,NA
"KP","SHANGLA","65 - 69","SEPERATION",11,4,7,NA,11,4,7,NA,NA,NA,NA,NA
"KP","SHANGLA","65 - 69","WIDOWED",1926,1611,315,NA,1926,1611,315,NA,NA,NA,NA,NA
"KP","SHANGLA","70 - 74","DIVORCED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KP","SHANGLA","70 - 74","MARRIED",5935,2028,3907,NA,5935,2028,3907,NA,NA,NA,NA,NA
"KP","SHANGLA","70 - 74","NEVER MARRIED",37,13,24,NA,37,13,24,NA,NA,NA,NA,NA
"KP","SHANGLA","70 - 74","SEPERATION",12,6,6,NA,12,6,6,NA,NA,NA,NA,NA
"KP","SHANGLA","70 - 74","WIDOWED",2175,1724,451,NA,2175,1724,451,NA,NA,NA,NA,NA
"KP","SHANGLA","75 & ABOVE","DIVORCED",2,1,1,NA,2,1,1,NA,NA,NA,NA,NA
