"PROVINCE","DISTRICT","AGE_GROUP","MARITAL_STATUS","ALL_SEXES_OVERALL","FEMALE_OVERALL","MALE_OVERALL","TGEND_OVERALL","ALL_SEXES_RURAL","FEMALE_RURAL","MALE_RURAL","TGEND_RURAL","ALL_SEXES_URBAN","FEMALE_URBAN","MALE_URBAN","TGEND_URBAN"
"KP","KARAK","30 - 34","MARRIED",47585,24777,22808,NA,44194,22980,21214,NA,3391,1797,1594,NA
"KP","KARAK","30 - 34","NEVER MARRIED",6232,2355,3875,2,5770,2178,3590,2,462,177,285,NA
"KP","KARAK","30 - 34","SEPERATION",52,37,15,NA,48,34,14,NA,4,3,1,NA
"KP","KARAK","30 - 34","WIDOWED",302,271,31,NA,286,255,31,NA,16,16,NA,NA
"KP","KARAK","35 - 39","DIVORCED",122,107,15,NA,114,101,13,NA,8,6,2,NA
"KP","KARAK","35 - 39","MARRIED",42285,20861,21424,NA,38797,19165,19632,NA,3488,1696,1792,NA
"KP","KARAK","35 - 39","NEVER MARRIED",2709,1296,1412,1,2484,1182,1301,1,225,114,111,NA
"KP","KARAK","35 - 39","SEPERATION",44,34,10,NA,43,33,10,NA,1,1,NA,NA
"KP","KARAK","35 - 39","WIDOWED",458,405,53,NA,419,371,48,NA,39,34,5,NA
"KP","KARAK","40 - 44","DIVORCED",107,97,10,NA,97,88,9,NA,10,9,1,NA
"KP","KARAK","40 - 44","MARRIED",35212,16789,18423,NA,32471,15516,16955,NA,2741,1273,1468,NA
"KP","KARAK","40 - 44","NEVER MARRIED",1464,803,661,NA,1377,753,624,NA,87,50,37,NA
"KP","KARAK","40 - 44","SEPERATION",45,33,12,NA,45,33,12,NA,NA,NA,NA,NA
"KP","KARAK","40 - 44","WIDOWED",698,615,83,NA,656,577,79,NA,42,38,4,NA
"KP","KARAK","45 - 49","DIVORCED",86,83,3,NA,81,78,3,NA,5,5,NA,NA
"KP","KARAK","45 - 49","MARRIED",27051,12608,14443,NA,24854,11586,13268,NA,2197,1022,1175,NA
"KP","KARAK","45 - 49","NEVER MARRIED",835,467,368,NA,784,436,348,NA,51,31,20,NA
"KP","KARAK","45 - 49","SEPERATION",40,28,12,NA,40,28,12,NA,NA,NA,NA,NA
"KP","KARAK","45 - 49","WIDOWED",915,806,109,NA,850,752,98,NA,65,54,11,NA
"KP","KARAK","50 - 54","DIVORCED",59,56,3,NA,52,49,3,NA,7,7,NA,NA
"KP","KARAK","50 - 54","MARRIED",21894,10432,11462,NA,20265,9702,10563,NA,1629,730,899,NA
"KP","KARAK","50 - 54","NEVER MARRIED",510,328,182,NA,484,313,171,NA,26,15,11,NA
"KP","KARAK","50 - 54","SEPERATION",43,32,11,NA,43,32,11,NA,NA,NA,NA,NA
"KP","KARAK","50 - 54","WIDOWED",1384,1240,144,NA,1299,1163,136,NA,85,77,8,NA
"KP","KARAK","55 - 59","DIVORCED",60,55,5,NA,55,50,5,NA,5,5,NA,NA
"KP","KARAK","55 - 59","MARRIED",17965,8111,9854,NA,16669,7574,9095,NA,1296,537,759,NA
"KP","KARAK","55 - 59","NEVER MARRIED",345,208,137,NA,330,198,132,NA,15,10,5,NA
"KP","KARAK","55 - 59","SEPERATION",28,23,5,NA,28,23,5,NA,NA,NA,NA,NA
"KP","KARAK","55 - 59","WIDOWED",1598,1408,190,NA,1493,1310,183,NA,105,98,7,NA
"KP","KARAK","60 - 64","DIVORCED",33,29,4,NA,32,28,4,NA,1,1,NA,NA
"KP","KARAK","60 - 64","MARRIED",13987,5760,8227,NA,13023,5388,7635,NA,964,372,592,NA
"KP","KARAK","60 - 64","NEVER MARRIED",225,135,90,NA,221,133,88,NA,4,2,2,NA
"KP","KARAK","60 - 64","SEPERATION",32,20,12,NA,32,20,12,NA,NA,NA,NA,NA
"KP","KARAK","60 - 64","WIDOWED",2042,1757,285,NA,1911,1650,261,NA,131,107,24,NA
"KP","KARAK","65 - 69","DIVORCED",16,12,4,NA,15,11,4,NA,1,1,NA,NA
"KP","KARAK","65 - 69","MARRIED",9027,3485,5542,NA,8438,3271,5167,NA,589,214,375,NA
"KP","KARAK","65 - 69","NEVER MARRIED",136,91,45,NA,130,87,43,NA,6,4,2,NA
"KP","KARAK","65 - 69","SEPERATION",19,14,5,NA,18,13,5,NA,1,1,NA,NA
"KP","KARAK","65 - 69","WIDOWED",1904,1528,376,NA,1781,1433,348,NA,123,95,28,NA
"KP","KARAK","70 - 74","DIVORCED",5,4,1,NA,5,4,1,NA,NA,NA,NA,NA
"KP","KARAK","70 - 74","MARRIED",6219,2164,4055,NA,5861,2049,3812,NA,358,115,243,NA
"KP","KARAK","70 - 74","NEVER MARRIED",95,54,41,NA,90,52,38,NA,5,2,3,NA
"KP","KARAK","70 - 74","SEPERATION",12,3,9,NA,10,3,7,NA,2,NA,2,NA
"KP","KARAK","70 - 74","WIDOWED",2135,1689,446,NA,2001,1589,412,NA,134,100,34,NA
"KP","KARAK","75 & ABOVE","DIVORCED",9,6,3,NA,9,6,3,NA,NA,NA,NA,NA
"KP","KARAK","75 & ABOVE","MARRIED",5305,1555,3750,NA,5000,1471,3529,NA,305,84,221,NA
"KP","KARAK","75 & ABOVE","NEVER MARRIED",87,55,32,NA,84,53,31,NA,3,2,1,NA
"KP","KARAK","75 & ABOVE","SEPERATION",18,8,10,NA,17,8,9,NA,1,NA,1,NA
"KP","KARAK","75 & ABOVE","WIDOWED",3368,2402,966,NA,3190,2285,905,NA,178,117,61,NA
"KP","KHYBER","15 &  ABOVE","DIVORCED",230,172,58,NA,207,154,53,NA,23,18,5,NA
"KP","KHYBER","15 &  ABOVE","MARRIED",420704,214883,205821,NA,385309,196954,188355,NA,35395,17929,17466,NA
"KP","KHYBER","15 &  ABOVE","NEVER MARRIED",150665,56659,93999,7,135355,50971,84377,7,15310,5688,9622,NA
"KP","KHYBER","15 &  ABOVE","SEPERATION",239,126,113,NA,203,115,88,NA,36,11,25,NA
"KP","KHYBER","15 &  ABOVE","WIDOWED",13599,11394,2205,NA,12310,10291,2019,NA,1289,1103,186,NA
"KP","KHYBER","15 - 19","DIVORCED",15,11,4,NA,14,10,4,NA,1,1,NA,NA
"KP","KHYBER","15 - 19","MARRIED",21849,14924,6925,NA,20509,13854,6655,NA,1340,1070,270,NA
"KP","KHYBER","15 - 19","NEVER MARRIED",105193,43891,61298,4,96104,39991,56109,4,9089,3900,5189,NA
"KP","KHYBER","15 - 19","SEPERATION",14,5,9,NA,13,5,8,NA,1,NA,1,NA
"KP","KHYBER","15 - 19","WIDOWED",31,17,14,NA,31,17,14,NA,NA,NA,NA,NA
"KP","KHYBER","20 - 24","DIVORCED",30,20,10,NA,24,16,8,NA,6,4,2,NA
"KP","KHYBER","20 - 24","MARRIED",57405,34696,22709,NA,53447,32060,21387,NA,3958,2636,1322,NA
"KP","KHYBER","20 - 24","NEVER MARRIED",32270,9077,23192,1,28166,7935,20230,1,4104,1142,2962,NA
"KP","KHYBER","20 - 24","SEPERATION",14,8,6,NA,14,8,6,NA,NA,NA,NA,NA
"KP","KHYBER","20 - 24","WIDOWED",101,80,21,NA,93,72,21,NA,8,8,NA,NA
"KP","KHYBER","25 - 29","DIVORCED",36,24,12,NA,34,22,12,NA,2,2,NA,NA
"KP","KHYBER","25 - 29","MARRIED",71702,37146,34556,NA,65848,33943,31905,NA,5854,3203,2651,NA
"KP","KHYBER","25 - 29","NEVER MARRIED",8730,2135,6594,1,7329,1768,5560,1,1401,367,1034,NA
"KP","KHYBER","25 - 29","SEPERATION",22,6,16,NA,19,4,15,NA,3,2,1,NA
"KP","KHYBER","25 - 29","WIDOWED",225,173,52,NA,208,157,51,NA,17,16,1,NA
"KP","KHYBER","30 - 34","DIVORCED",34,24,10,NA,33,23,10,NA,1,1,NA,NA
"KP","KHYBER","30 - 34","MARRIED",64980,33302,31678,NA,59577,30493,29084,NA,5403,2809,2594,NA
"KP","KHYBER","30 - 34","NEVER MARRIED",2307,790,1517,NA,1925,649,1276,NA,382,141,241,NA
"KP","KHYBER","30 - 34","SEPERATION",18,10,8,NA,16,9,7,NA,2,1,1,NA
"KP","KHYBER","30 - 34","WIDOWED",407,357,50,NA,377,332,45,NA,30,25,5,NA
"KP","KHYBER","35 - 39","DIVORCED",28,22,6,NA,24,18,6,NA,4,4,NA,NA
"KP","KHYBER","35 - 39","MARRIED",56253,27366,28887,NA,51224,24960,26264,NA,5029,2406,2623,NA
"KP","KHYBER","35 - 39","NEVER MARRIED",1046,369,677,NA,874,293,581,NA,172,76,96,NA
"KP","KHYBER","35 - 39","SEPERATION",24,15,9,NA,23,14,9,NA,1,1,NA,NA
"KP","KHYBER","35 - 39","WIDOWED",612,551,61,NA,562,503,59,NA,50,48,2,NA
"KP","KHYBER","40 - 44","DIVORCED",24,15,9,NA,21,14,7,NA,3,1,2,NA
"KP","KHYBER","40 - 44","MARRIED",42079,20089,21990,NA,38043,18298,19745,NA,4036,1791,2245,NA
"KP","KHYBER","40 - 44","NEVER MARRIED",492,171,321,NA,411,141,270,NA,81,30,51,NA
"KP","KHYBER","40 - 44","SEPERATION",20,13,7,NA,16,11,5,NA,4,2,2,NA
"KP","KHYBER","40 - 44","WIDOWED",854,777,77,NA,772,699,73,NA,82,78,4,NA
"KP","KHYBER","45 - 49","DIVORCED",17,15,2,NA,15,14,1,NA,2,1,1,NA
"KP","KHYBER","45 - 49","MARRIED",31312,14915,16397,NA,28276,13567,14709,NA,3036,1348,1688,NA
"KP","KHYBER","45 - 49","NEVER MARRIED",252,96,156,NA,221,84,137,NA,31,12,19,NA
"KP","KHYBER","45 - 49","SEPERATION",22,14,8,NA,17,13,4,NA,5,1,4,NA
"KP","KHYBER","45 - 49","WIDOWED",1159,1048,111,NA,1041,942,99,NA,118,106,12,NA
"KP","KHYBER","50 - 54","DIVORCED",12,10,2,NA,10,8,2,NA,2,2,NA,NA
"KP","KHYBER","50 - 54","MARRIED",23600,11215,12385,NA,21344,10232,11112,NA,2256,983,1273,NA
"KP","KHYBER","50 - 54","NEVER MARRIED",157,56,100,1,140,52,87,1,17,4,13,NA
"KP","KHYBER","50 - 54","SEPERATION",26,20,6,NA,24,20,4,NA,2,NA,2,NA
"KP","KHYBER","50 - 54","WIDOWED",1454,1331,123,NA,1319,1200,119,NA,135,131,4,NA
"KP","KHYBER","55 - 59","DIVORCED",11,10,1,NA,10,9,1,NA,1,1,NA,NA
"KP","KHYBER","55 - 59","MARRIED",18107,8633,9474,NA,16472,7906,8566,NA,1635,727,908,NA
"KP","KHYBER","55 - 59","NEVER MARRIED",77,30,47,NA,63,24,39,NA,14,6,8,NA
"KP","KHYBER","55 - 59","SEPERATION",13,9,4,NA,10,8,2,NA,3,1,2,NA
"KP","KHYBER","55 - 59","WIDOWED",1596,1422,174,NA,1440,1283,157,NA,156,139,17,NA
"KP","KHYBER","60 - 64","DIVORCED",12,12,NA,NA,11,11,NA,NA,1,1,NA,NA
"KP","KHYBER","60 - 64","MARRIED",15513,6610,8903,NA,14195,6095,8100,NA,1318,515,803,NA
"KP","KHYBER","60 - 64","NEVER MARRIED",67,26,41,NA,59,24,35,NA,8,2,6,NA
"KP","KHYBER","60 - 64","SEPERATION",23,8,15,NA,19,7,12,NA,4,1,3,NA
"KP","KHYBER","60 - 64","WIDOWED",2159,1865,294,NA,1982,1714,268,NA,177,151,26,NA
"KP","KHYBER","65 - 69","DIVORCED",6,5,1,NA,6,5,1,NA,NA,NA,NA,NA
"KP","KHYBER","65 - 69","MARRIED",8852,3155,5697,NA,8093,2928,5165,NA,759,227,532,NA
"KP","KHYBER","65 - 69","NEVER MARRIED",31,9,22,NA,25,4,21,NA,6,5,1,NA
"KP","KHYBER","65 - 69","SEPERATION",17,11,6,NA,13,10,3,NA,4,1,3,NA
"KP","KHYBER","65 - 69","WIDOWED",1656,1306,350,NA,1488,1171,317,NA,168,135,33,NA
"KP","KHYBER","70 - 74","DIVORCED",4,3,1,NA,4,3,1,NA,NA,NA,NA,NA
"KP","KHYBER","70 - 74","MARRIED",5353,1773,3580,NA,4920,1642,3278,NA,433,131,302,NA
"KP","KHYBER","70 - 74","NEVER MARRIED",18,5,13,NA,16,3,13,NA,2,2,NA,NA
"KP","KHYBER","70 - 74","SEPERATION",15,4,11,NA,9,3,6,NA,6,1,5,NA
"KP","KHYBER","70 - 74","WIDOWED",1599,1227,372,NA,1437,1100,337,NA,162,127,35,NA
"KP","KHYBER","75 & ABOVE","DIVORCED",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"KP","KHYBER","75 & ABOVE","MARRIED",3699,1059,2640,NA,3361,976,2385,NA,338,83,255,NA
"KP","KHYBER","75 & ABOVE","NEVER MARRIED",25,4,21,NA,22,3,19,NA,3,1,2,NA
"KP","KHYBER","75 & ABOVE","SEPERATION",11,3,8,NA,10,3,7,NA,1,NA,1,NA
"KP","KHYBER","75 & ABOVE","WIDOWED",1746,1240,506,NA,1560,1101,459,NA,186,139,47,NA
"KP","KHYBER PAKHTUNKHWA","15 &  ABOVE","DIVORCED",26843,20435,6408,NA,22263,16943,5320,NA,4580,3492,1088,NA
"KP","KHYBER PAKHTUNKHWA","15 &  ABOVE","MARRIED",15570714,8091765,7478949,NA,13173882,6879378,6294504,NA,2396832,1212387,1184445,NA
"KP","KHYBER PAKHTUNKHWA","15 &  ABOVE","NEVER MARRIED",6672554,2679529,3991984,1041,5455207,2184386,3270417,404,1217347,495143,721567,637
"KP","KHYBER PAKHTUNKHWA","15 &  ABOVE","SEPERATION",16152,10255,5897,NA,13782,8789,4993,NA,2370,1466,904,NA
"KP","KHYBER PAKHTUNKHWA","15 &  ABOVE","WIDOWED",694694,559689,135005,NA,576607,464969,111638,NA,118087,94720,23367,NA
"KP","KHYBER PAKHTUNKHWA","15 - 19","DIVORCED",758,632,126,NA,670,552,118,NA,88,80,8,NA
"KP","KHYBER PAKHTUNKHWA","15 - 19","MARRIED",561722,431311,130411,NA,502005,382134,119871,NA,59717,49177,10540,NA
"KP","KHYBER PAKHTUNKHWA","15 - 19","NEVER MARRIED",3724185,1640829,2083134,222,3123406,1372562,1750678,166,600779,268267,332456,56
"KP","KHYBER PAKHTUNKHWA","15 - 19","SEPERATION",764,457,307,NA,664,398,266,NA,100,59,41,NA
"KP","KHYBER PAKHTUNKHWA","15 - 19","WIDOWED",1045,706,339,NA,907,604,303,NA,138,102,36,NA
"KP","KHYBER PAKHTUNKHWA","20 - 24","DIVORCED",2505,2058,447,NA,2157,1757,400,NA,348,301,47,NA
"KP","KHYBER PAKHTUNKHWA","20 - 24","MARRIED",1696437,1155028,541409,NA,1487272,1005441,481831,NA,209165,149587,59578,NA
"KP","KHYBER PAKHTUNKHWA","20 - 24","NEVER MARRIED",1745005,567967,1176839,199,1396554,444013,952471,70,348451,123954,224368,129
"KP","KHYBER PAKHTUNKHWA","20 - 24","SEPERATION",1400,923,477,NA,1202,801,401,NA,198,122,76,NA
"KP","KHYBER PAKHTUNKHWA","20 - 24","WIDOWED",3900,2975,925,NA,3426,2606,820,NA,474,369,105,NA
"KP","KHYBER PAKHTUNKHWA","25 - 29","DIVORCED",3792,2988,804,NA,3246,2522,724,NA,546,466,80,NA
"KP","KHYBER PAKHTUNKHWA","25 - 29","MARRIED",2251616,1301070,950546,NA,1928557,1108728,819829,NA,323059,192342,130717,NA
"KP","KHYBER PAKHTUNKHWA","25 - 29","NEVER MARRIED",670535,208642,461708,185,522411,160828,361539,44,148124,47814,100169,141
"KP","KHYBER PAKHTUNKHWA","25 - 29","SEPERATION",1644,1017,627,NA,1400,843,557,NA,244,174,70,NA
"KP","KHYBER PAKHTUNKHWA","25 - 29","WIDOWED",7950,6167,1783,NA,6884,5310,1574,NA,1066,857,209,NA
"KP","KHYBER PAKHTUNKHWA","30 - 34","DIVORCED",4425,3412,1013,NA,3689,2832,857,NA,736,580,156,NA
"KP","KHYBER PAKHTUNKHWA","30 - 34","MARRIED",2301269,1229996,1071273,NA,1948455,1041876,906579,NA,352814,188120,164694,NA
"KP","KHYBER PAKHTUNKHWA","30 - 34","NEVER MARRIED",251339,110517,140677,145,194661,86427,108203,31,56678,24090,32474,114
"KP","KHYBER PAKHTUNKHWA","30 - 34","SEPERATION",1959,1235,724,NA,1663,1032,631,NA,296,203,93,NA
"KP","KHYBER PAKHTUNKHWA","30 - 34","WIDOWED",13967,11674,2293,NA,11824,9860,1964,NA,2143,1814,329,NA
"KP","KHYBER PAKHTUNKHWA","35 - 39","DIVORCED",4128,3064,1064,NA,3317,2444,873,NA,811,620,191,NA
"KP","KHYBER PAKHTUNKHWA","35 - 39","MARRIED",2110678,1052527,1058151,NA,1759706,878790,880916,NA,350972,173737,177235,NA
"KP","KHYBER PAKHTUNKHWA","35 - 39","NEVER MARRIED",113189,52691,60404,94,87124,41781,45327,16,26065,10910,15077,78
"KP","KHYBER PAKHTUNKHWA","35 - 39","SEPERATION",1990,1243,747,NA,1673,1046,627,NA,317,197,120,NA
"KP","KHYBER PAKHTUNKHWA","35 - 39","WIDOWED",21933,18776,3157,NA,18340,15723,2617,NA,3593,3053,540,NA
"KP","KHYBER PAKHTUNKHWA","40 - 44","DIVORCED",3427,2500,927,NA,2765,2024,741,NA,662,476,186,NA
"KP","KHYBER PAKHTUNKHWA","40 - 44","MARRIED",1750792,847683,903109,NA,1451269,708244,743025,NA,299523,139439,160084,NA
"KP","KHYBER PAKHTUNKHWA","40 - 44","NEVER MARRIED",62143,33877,28193,73,48437,27219,21198,20,13706,6658,6995,53
"KP","KHYBER PAKHTUNKHWA","40 - 44","SEPERATION",1851,1231,620,NA,1541,1050,491,NA,310,181,129,NA
"KP","KHYBER PAKHTUNKHWA","40 - 44","WIDOWED",35119,31083,4036,NA,28961,25689,3272,NA,6158,5394,764,NA
"KP","KHYBER PAKHTUNKHWA","45 - 49","DIVORCED",2445,1827,618,NA,1951,1475,476,NA,494,352,142,NA
"KP","KHYBER PAKHTUNKHWA","45 - 49","MARRIED",1340545,635683,704862,NA,1109079,531048,578031,NA,231466,104635,126831,NA
"KP","KHYBER PAKHTUNKHWA","45 - 49","NEVER MARRIED",35852,20351,15466,35,27904,16243,11652,9,7948,4108,3814,26
"KP","KHYBER PAKHTUNKHWA","45 - 49","SEPERATION",1527,1023,504,NA,1294,874,420,NA,233,149,84,NA
"KP","KHYBER PAKHTUNKHWA","45 - 49","WIDOWED",45811,40910,4901,NA,37230,33269,3961,NA,8581,7641,940,NA
"KP","KHYBER PAKHTUNKHWA","50 - 54","DIVORCED",1867,1427,440,NA,1526,1180,346,NA,341,247,94,NA
"KP","KHYBER PAKHTUNKHWA","50 - 54","MARRIED",1100424,506738,593686,NA,917361,427895,489466,NA,183063,78843,104220,NA
"KP","KHYBER PAKHTUNKHWA","50 - 54","NEVER MARRIED",24052,14935,9073,44,18726,11929,6774,23,5326,3006,2299,21
"KP","KHYBER PAKHTUNKHWA","50 - 54","SEPERATION",1358,924,434,NA,1164,814,350,NA,194,110,84,NA
"KP","KHYBER PAKHTUNKHWA","50 - 54","WIDOWED",68346,61055,7291,NA,55746,49888,5858,NA,12600,11167,1433,NA
"KP","KHYBER PAKHTUNKHWA","55 - 59","DIVORCED",1341,1003,338,NA,1114,843,271,NA,227,160,67,NA
"KP","KHYBER PAKHTUNKHWA","55 - 59","MARRIED",828057,358737,469320,NA,690078,301630,388448,NA,137979,57107,80872,NA
"KP","KHYBER PAKHTUNKHWA","55 - 59","NEVER MARRIED",16094,10152,5918,24,12492,8046,4432,14,3602,2106,1486,10
"KP","KHYBER PAKHTUNKHWA","55 - 59","SEPERATION",1100,751,349,NA,922,647,275,NA,178,104,74,NA
"KP","KHYBER PAKHTUNKHWA","55 - 59","WIDOWED",74944,65155,9789,NA,60909,53000,7909,NA,14035,12155,1880,NA
"KP","KHYBER PAKHTUNKHWA","60 - 64","DIVORCED",949,702,247,NA,780,587,193,NA,169,115,54,NA
"KP","KHYBER PAKHTUNKHWA","60 - 64","MARRIED",649207,256763,392444,NA,544934,218967,325967,NA,104273,37796,66477,NA
"KP","KHYBER PAKHTUNKHWA","60 - 64","NEVER MARRIED",12532,8209,4319,4,9782,6481,3299,2,2750,1728,1020,2
"KP","KHYBER PAKHTUNKHWA","60 - 64","SEPERATION",938,595,343,NA,812,516,296,NA,126,79,47,NA
"KP","KHYBER PAKHTUNKHWA","60 - 64","WIDOWED",96643,81144,15499,NA,78966,66523,12443,NA,17677,14621,3056,NA
"KP","KHYBER PAKHTUNKHWA","65 - 69","DIVORCED",559,388,171,NA,470,333,137,NA,89,55,34,NA
"KP","KHYBER PAKHTUNKHWA","65 - 69","MARRIED",437906,156649,281257,NA,369145,134512,234633,NA,68761,22137,46624,NA
"KP","KHYBER PAKHTUNKHWA","65 - 69","NEVER MARRIED",7575,4954,2619,2,5804,3814,1988,2,1771,1140,631,NA
"KP","KHYBER PAKHTUNKHWA","65 - 69","SEPERATION",628,386,242,NA,544,338,206,NA,84,48,36,NA
"KP","KHYBER PAKHTUNKHWA","65 - 69","WIDOWED",90223,71812,18411,NA,74137,59237,14900,NA,16086,12575,3511,NA
"KP","KHYBER PAKHTUNKHWA","70 - 74","DIVORCED",370,252,118,NA,328,228,100,NA,42,24,18,NA
"KP","KHYBER PAKHTUNKHWA","70 - 74","MARRIED",298927,96126,202801,NA,255475,83912,171563,NA,43452,12214,31238,NA
"KP","KHYBER PAKHTUNKHWA","70 - 74","NEVER MARRIED",5433,3508,1918,7,4242,2766,1473,3,1191,742,445,4
"KP","KHYBER PAKHTUNKHWA","70 - 74","SEPERATION",489,266,223,NA,442,247,195,NA,47,19,28,NA
"KP","KHYBER PAKHTUNKHWA","70 - 74","WIDOWED",97282,73789,23493,NA,81668,62228,19440,NA,15614,11561,4053,NA
"KP","KHYBER PAKHTUNKHWA","75 & ABOVE","DIVORCED",277,182,95,NA,250,166,84,NA,27,16,11,NA
"KP","KHYBER PAKHTUNKHWA","75 & ABOVE","MARRIED",243134,63454,179680,NA,210546,56201,154345,NA,32588,7253,25335,NA
"KP","KHYBER PAKHTUNKHWA","75 & ABOVE","NEVER MARRIED",4620,2897,1716,7,3664,2277,1383,4,956,620,333,3
"KP","KHYBER PAKHTUNKHWA","75 & ABOVE","SEPERATION",504,204,300,NA,461,183,278,NA,43,21,22,NA
"KP","KHYBER PAKHTUNKHWA","75 & ABOVE","WIDOWED",137531,94443,43088,NA,117609,81032,36577,NA,19922,13411,6511,NA
"KP","KOHAT","15 &  ABOVE","DIVORCED",1438,1210,228,NA,1162,979,183,NA,276,231,45,NA
"KP","KOHAT","15 &  ABOVE","MARRIED",493026,258472,234554,NA,379801,201237,178564,NA,113225,57235,55990,NA
"KP","KOHAT","15 &  ABOVE","NEVER MARRIED",223003,89033,133944,26,167298,66596,100695,7,55705,22437,33249,19
"KP","KOHAT","15 &  ABOVE","SEPERATION",762,441,321,NA,624,364,260,NA,138,77,61,NA
"KP","KOHAT","15 &  ABOVE","WIDOWED",27266,22167,5099,NA,21045,17271,3774,NA,6221,4896,1325,NA
"KP","KOHAT","15 - 19","DIVORCED",28,25,3,NA,23,20,3,NA,5,5,NA,NA
"KP","KOHAT","15 - 19","MARRIED",14079,11095,2984,NA,11731,9220,2511,NA,2348,1875,473,NA
"KP","KOHAT","15 - 19","NEVER MARRIED",121003,52672,68326,5,93988,40795,53190,3,27015,11877,15136,2
"KP","KOHAT","15 - 19","SEPERATION",29,19,10,NA,23,15,8,NA,6,4,2,NA
"KP","KOHAT","15 - 19","WIDOWED",31,22,9,NA,26,18,8,NA,5,4,1,NA
"KP","KOHAT","20 - 24","DIVORCED",118,106,12,NA,90,80,10,NA,28,26,2,NA
"KP","KOHAT","20 - 24","MARRIED",47326,32600,14726,NA,38262,26247,12015,NA,9064,6353,2711,NA
"KP","KOHAT","20 - 24","NEVER MARRIED",59053,19664,39378,11,43218,13933,29283,2,15835,5731,10095,9
"KP","KOHAT","20 - 24","SEPERATION",52,38,14,NA,45,34,11,NA,7,4,3,NA
"KP","KOHAT","20 - 24","WIDOWED",139,101,38,NA,108,82,26,NA,31,19,12,NA
"KP","KOHAT","25 - 29","DIVORCED",183,149,34,NA,143,111,32,NA,40,38,2,NA
"KP","KOHAT","25 - 29","MARRIED",70741,41386,29355,NA,55624,32337,23287,NA,15117,9049,6068,NA
"KP","KOHAT","25 - 29","NEVER MARRIED",23481,7397,16082,2,16497,5134,11362,1,6984,2263,4720,1
"KP","KOHAT","25 - 29","SEPERATION",84,49,35,NA,71,39,32,NA,13,10,3,NA
"KP","KOHAT","25 - 29","WIDOWED",323,261,62,NA,253,205,48,NA,70,56,14,NA
"KP","KOHAT","30 - 34","DIVORCED",258,220,38,NA,205,176,29,NA,53,44,9,NA
"KP","KOHAT","30 - 34","MARRIED",73275,39456,33819,NA,56430,30447,25983,NA,16845,9009,7836,NA
"KP","KOHAT","30 - 34","NEVER MARRIED",8714,3563,5149,2,6069,2598,3471,NA,2645,965,1678,2
"KP","KOHAT","30 - 34","SEPERATION",91,49,42,NA,74,40,34,NA,17,9,8,NA
"KP","KOHAT","30 - 34","WIDOWED",552,472,80,NA,438,374,64,NA,114,98,16,NA
"KP","KOHAT","35 - 39","DIVORCED",200,166,34,NA,158,131,27,NA,42,35,7,NA
"KP","KOHAT","35 - 39","MARRIED",68885,35552,33333,NA,51933,26962,24971,NA,16952,8590,8362,NA
"KP","KOHAT","35 - 39","NEVER MARRIED",4392,2072,2318,2,3052,1514,1538,NA,1340,558,780,2
"KP","KOHAT","35 - 39","SEPERATION",103,59,44,NA,79,47,32,NA,24,12,12,NA
"KP","KOHAT","35 - 39","WIDOWED",850,744,106,NA,677,600,77,NA,173,144,29,NA
"KP","KOHAT","40 - 44","DIVORCED",227,193,34,NA,188,161,27,NA,39,32,7,NA
"KP","KOHAT","40 - 44","MARRIED",57626,28447,29179,NA,43079,21609,21470,NA,14547,6838,7709,NA
"KP","KOHAT","40 - 44","NEVER MARRIED",2594,1418,1176,NA,1874,1067,807,NA,720,351,369,NA
"KP","KOHAT","40 - 44","SEPERATION",94,51,43,NA,77,44,33,NA,17,7,10,NA
"KP","KOHAT","40 - 44","WIDOWED",1405,1256,149,NA,1062,956,106,NA,343,300,43,NA
"KP","KOHAT","45 - 49","DIVORCED",142,118,24,NA,117,98,19,NA,25,20,5,NA
"KP","KOHAT","45 - 49","MARRIED",44366,21342,23024,NA,33121,16235,16886,NA,11245,5107,6138,NA
"KP","KOHAT","45 - 49","NEVER MARRIED",1367,767,598,2,993,552,440,1,374,215,158,1
"KP","KOHAT","45 - 49","SEPERATION",85,49,36,NA,67,36,31,NA,18,13,5,NA
"KP","KOHAT","45 - 49","WIDOWED",1784,1607,177,NA,1295,1176,119,NA,489,431,58,NA
"KP","KOHAT","50 - 54","DIVORCED",95,77,18,NA,80,65,15,NA,15,12,3,NA
"KP","KOHAT","50 - 54","MARRIED",35222,16756,18466,NA,26624,13025,13599,NA,8598,3731,4867,NA
"KP","KOHAT","50 - 54","NEVER MARRIED",859,521,336,2,584,364,220,NA,275,157,116,2
"KP","KOHAT","50 - 54","SEPERATION",62,37,25,NA,53,32,21,NA,9,5,4,NA
"KP","KOHAT","50 - 54","WIDOWED",2549,2284,265,NA,1910,1731,179,NA,639,553,86,NA
"KP","KOHAT","55 - 59","DIVORCED",83,72,11,NA,70,64,6,NA,13,8,5,NA
"KP","KOHAT","55 - 59","MARRIED",27514,12503,15011,NA,20856,9642,11214,NA,6658,2861,3797,NA
"KP","KOHAT","55 - 59","NEVER MARRIED",563,349,214,NA,385,242,143,NA,178,107,71,NA
"KP","KOHAT","55 - 59","SEPERATION",41,27,14,NA,35,25,10,NA,6,2,4,NA
"KP","KOHAT","55 - 59","WIDOWED",3067,2657,410,NA,2236,1965,271,NA,831,692,139,NA
