"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","REGION","HOUSEHOLDS","TOILET_SEPARATE","TOILET_FLUSH","TOILET_NON_FLUSH","TOILET_NONE","WASHROOM_SEPARATE","WASHROOM_NONE"
"PUNJAB","GUJRANWALA","HAFIZABAD","HAFIZABAD","TEHSIL","OVERALL",112158,95757,106408,1241,4509,94253,6120
"PUNJAB","GUJRANWALA","HAFIZABAD","HAFIZABAD","TEHSIL","RURAL",60129,49950,55545,804,3780,49147,4680
"PUNJAB","GUJRANWALA","HAFIZABAD","HAFIZABAD","TEHSIL","URBAN",52029,45807,50863,437,729,45106,1440
"PUNJAB","GUJRANWALA","HAFIZABAD","PINDI BHATTIAN","TEHSIL","OVERALL",85048,62156,70521,2083,12444,60748,14203
"PUNJAB","GUJRANWALA","HAFIZABAD","PINDI BHATTIAN","TEHSIL","RURAL",60129,40615,47439,1168,11522,39777,12624
"PUNJAB","GUJRANWALA","HAFIZABAD","PINDI BHATTIAN","TEHSIL","URBAN",24919,21541,23082,915,922,20971,1579
NA,NA,"JHANG","-HAZARI","TEHSIL","OVERALL",56659,31618,42843,1277,12539,30378,14528
NA,NA,"JHANG","-HAZARI","TEHSIL","RURAL",51092,28357,38045,1260,11787,27288,13438
NA,NA,"JHANG","-HAZARI","TEHSIL","URBAN",5567,3261,4798,17,752,3090,1090
"PUNJAB","FAISALABAD","JHANG","AHMADPUR SIAL","TEHSIL","OVERALL",77488,42116,56305,2523,18660,39913,22014
"PUNJAB","FAISALABAD","JHANG","AHMADPUR SIAL","TEHSIL","RURAL",63820,32437,44955,1372,17493,30485,20444
"PUNJAB","FAISALABAD","JHANG","AHMADPUR SIAL","TEHSIL","URBAN",13668,9679,11350,1151,1167,9428,1570
"PUNJAB","FAISALABAD","JHANG","JHANG","TEHSIL","OVERALL",264032,168466,205620,6909,51503,167140,53676
"PUNJAB","FAISALABAD","JHANG","JHANG","TEHSIL","RURAL",160731,85923,107486,5966,47279,84984,48939
"PUNJAB","FAISALABAD","JHANG","JHANG","TEHSIL","URBAN",103301,82543,98134,943,4224,82156,4737
"PUNJAB","FAISALABAD","JHANG","SHORKOT","TEHSIL","OVERALL",93820,60064,72246,1974,19600,58162,22261
"PUNJAB","FAISALABAD","JHANG","SHORKOT","TEHSIL","RURAL",82498,49845,61235,1894,19369,48193,21776
"PUNJAB","FAISALABAD","JHANG","SHORKOT","TEHSIL","URBAN",11322,10219,11011,80,231,9969,485
"PUNJAB","RAWALPINDI","JHELUM","DINA","TEHSIL","OVERALL",44385,39407,42300,1024,1061,39364,1150
"PUNJAB","RAWALPINDI","JHELUM","DINA","TEHSIL","RURAL",27616,24210,25950,794,872,24232,884
"PUNJAB","RAWALPINDI","JHELUM","DINA","TEHSIL","URBAN",16769,15197,16350,230,189,15132,266
"PUNJAB","RAWALPINDI","JHELUM","JHELUM","TEHSIL","OVERALL",83046,72560,78275,1238,3533,72549,3613
"PUNJAB","RAWALPINDI","JHELUM","JHELUM","TEHSIL","RURAL",31096,25320,27604,718,2774,25799,2298
"PUNJAB","RAWALPINDI","JHELUM","JHELUM","TEHSIL","URBAN",51950,47240,50671,520,759,46750,1315
"PUNJAB","RAWALPINDI","JHELUM","PIND DADAN KHAN","TEHSIL","OVERALL",63599,51039,56875,1182,5542,51388,5290
"PUNJAB","RAWALPINDI","JHELUM","PIND DADAN KHAN","TEHSIL","RURAL",52234,41497,46089,984,5161,42241,4442
"PUNJAB","RAWALPINDI","JHELUM","PIND DADAN KHAN","TEHSIL","URBAN",11365,9542,10786,198,381,9147,848
"PUNJAB","RAWALPINDI","JHELUM","SOHAWA","TEHSIL","OVERALL",38034,33692,34535,937,2562,32760,3676
"PUNJAB","RAWALPINDI","JHELUM","SOHAWA","TEHSIL","RURAL",27892,24228,24718,844,2330,23862,2797
"PUNJAB","RAWALPINDI","JHELUM","SOHAWA","TEHSIL","URBAN",10142,9464,9817,93,232,8898,879
"PUNJAB","LAHORE","KASUR","CHUNIAN","TEHSIL","OVERALL",158898,107017,148531,1668,8699,102219,15236
"PUNJAB","LAHORE","KASUR","CHUNIAN","TEHSIL","RURAL",124649,80831,115396,1339,7914,77140,13138
"PUNJAB","LAHORE","KASUR","CHUNIAN","TEHSIL","URBAN",34249,26186,33135,329,785,25079,2098
"PUNJAB","LAHORE","KASUR","KASUR","TEHSIL","OVERALL",253446,177245,238317,3390,11739,167850,24206
"PUNJAB","LAHORE","KASUR","KASUR","TEHSIL","RURAL",138105,91748,127271,2184,8650,87133,15023
"PUNJAB","LAHORE","KASUR","KASUR","TEHSIL","URBAN",115341,85497,111046,1206,3089,80717,9183
"PUNJAB","LAHORE","KASUR","KOT RADHA KISHAN","TEHSIL","OVERALL",61054,46295,55977,1773,3304,45213,4911
"PUNJAB","LAHORE","KASUR","KOT RADHA KISHAN","TEHSIL","RURAL",45584,32985,41163,1357,3064,31993,4539
"PUNJAB","LAHORE","KASUR","KOT RADHA KISHAN","TEHSIL","URBAN",15470,13310,14814,416,240,13220,372
"PUNJAB","LAHORE","KASUR","PATTOKI","TEHSIL","OVERALL",171910,118599,160278,2319,9313,111756,18724
"PUNJAB","LAHORE","KASUR","PATTOKI","TEHSIL","RURAL",134706,89921,123978,2066,8662,84395,16229
"PUNJAB","LAHORE","KASUR","PATTOKI","TEHSIL","URBAN",37204,28678,36300,253,651,27361,2495
"PUNJAB","MULTAN","KHANEWAL","JAHANIAN","TEHSIL","OVERALL",61153,47661,56352,1245,3556,45606,5904
"PUNJAB","MULTAN","KHANEWAL","JAHANIAN","TEHSIL","RURAL",52940,40598,48325,1192,3423,38715,5583
"PUNJAB","MULTAN","KHANEWAL","JAHANIAN","TEHSIL","URBAN",8213,7063,8027,53,133,6891,321
"PUNJAB","MULTAN","KHANEWAL","KABIRWALA","TEHSIL","OVERALL",167410,109652,135632,4010,27768,104049,35569
"PUNJAB","MULTAN","KHANEWAL","KABIRWALA","TEHSIL","RURAL",140146,86165,109616,3803,26727,81284,33632
"PUNJAB","MULTAN","KHANEWAL","KABIRWALA","TEHSIL","URBAN",27264,23487,26016,207,1041,22765,1937
"PUNJAB","MULTAN","KHANEWAL","KHANEWAL","TEHSIL","OVERALL",152102,120057,138386,4386,9330,115108,15250
"PUNJAB","MULTAN","KHANEWAL","KHANEWAL","TEHSIL","RURAL",101738,76978,89490,3619,8629,73664,12587
"PUNJAB","MULTAN","KHANEWAL","KHANEWAL","TEHSIL","URBAN",50364,43079,48896,767,701,41444,2663
"PUNJAB","MULTAN","KHANEWAL","MIAN CHANNU","TEHSIL","OVERALL",145531,106564,131587,2492,11452,101292,18336
"PUNJAB","MULTAN","KHANEWAL","MIAN CHANNU","TEHSIL","RURAL",115495,81773,102281,2299,10915,77238,16742
"PUNJAB","MULTAN","KHANEWAL","MIAN CHANNU","TEHSIL","URBAN",30036,24791,29306,193,537,24054,1594
"PUNJAB","SARGODHA","KHUSHAB","KHUSHAB","TEHSIL","OVERALL",132388,98530,113670,3487,15231,95566,18220
"PUNJAB","SARGODHA","KHUSHAB","KHUSHAB","TEHSIL","RURAL",74820,50686,58886,2829,13105,48891,14805
"PUNJAB","SARGODHA","KHUSHAB","KHUSHAB","TEHSIL","URBAN",57568,47844,54784,658,2126,46675,3415
"PUNJAB","SARGODHA","KHUSHAB","NOOR PUR","TEHSIL","OVERALL",51109,27708,35498,245,15366,26654,16366
"PUNJAB","SARGODHA","KHUSHAB","NOOR PUR","TEHSIL","RURAL",47470,25277,32038,223,15209,24350,16045
"PUNJAB","SARGODHA","KHUSHAB","NOOR PUR","TEHSIL","URBAN",3639,2431,3460,22,157,2304,321
"PUNJAB","SARGODHA","KHUSHAB","NOWSHERA","TEHSIL","OVERALL",22280,19100,19423,1234,1623,18640,2114
"PUNJAB","SARGODHA","KHUSHAB","NOWSHERA","TEHSIL","RURAL",19128,16323,16410,1199,1519,15851,2021
"PUNJAB","SARGODHA","KHUSHAB","NOWSHERA","TEHSIL","URBAN",3152,2777,3013,35,104,2789,93
"PUNJAB","SARGODHA","KHUSHAB","QUAIDABAD","TEHSIL","OVERALL",42527,29784,34912,998,6617,29588,6811
"PUNJAB","SARGODHA","KHUSHAB","QUAIDABAD","TEHSIL","RURAL",39165,26809,31704,951,6510,26559,6762
"PUNJAB","SARGODHA","KHUSHAB","QUAIDABAD","TEHSIL","URBAN",3362,2975,3208,47,107,3029,49
"PUNJAB","LAHORE","LAHORE","LAHORE CANTT","TEHSIL","OVERALL",296525,245580,285539,6714,4272,243139,7469
"PUNJAB","LAHORE","LAHORE","LAHORE CANTT","TEHSIL","RURAL",NA,NA,NA,NA,NA,NA,NA
"PUNJAB","LAHORE","LAHORE","LAHORE CANTT","TEHSIL","URBAN",296525,245580,285539,6714,4272,243139,7469
"PUNJAB","LAHORE","LAHORE","LAHORE CITY","TEHSIL","OVERALL",628597,525194,601797,17174,9626,507674,28312
"PUNJAB","LAHORE","LAHORE","LAHORE CITY","TEHSIL","RURAL",NA,NA,NA,NA,NA,NA,NA
"PUNJAB","LAHORE","LAHORE","LAHORE CITY","TEHSIL","URBAN",628597,525194,601797,17174,9626,507674,28312
"PUNJAB","LAHORE","LAHORE","MODEL TOWN","TEHSIL","OVERALL",492344,405000,466399,15279,10666,396166,21406
"PUNJAB","LAHORE","LAHORE","MODEL TOWN","TEHSIL","RURAL",NA,NA,NA,NA,NA,NA,NA
"PUNJAB","LAHORE","LAHORE","MODEL TOWN","TEHSIL","URBAN",492344,405000,466399,15279,10666,396166,21406
"PUNJAB","LAHORE","LAHORE","RAIWIND","TEHSIL","OVERALL",170679,141688,159959,5747,4973,138411,8991
"PUNJAB","LAHORE","LAHORE","RAIWIND","TEHSIL","RURAL",NA,NA,NA,NA,NA,NA,NA
"PUNJAB","LAHORE","LAHORE","RAIWIND","TEHSIL","URBAN",170679,141688,159959,5747,4973,138411,8991
"PUNJAB","LAHORE","LAHORE","SHALIMAR","TEHSIL","OVERALL",422080,361358,407352,7562,7166,351175,17543
"PUNJAB","LAHORE","LAHORE","SHALIMAR","TEHSIL","RURAL",NA,NA,NA,NA,NA,NA,NA
"PUNJAB","LAHORE","LAHORE","SHALIMAR","TEHSIL","URBAN",422080,361358,407352,7562,7166,351175,17543
"PUNJAB","DERA GHAZI KHAN","LAYYAH","CHOUBARA","TEHSIL","OVERALL",44032,24821,30601,576,12855,24478,13524
"PUNJAB","DERA GHAZI KHAN","LAYYAH","CHOUBARA","TEHSIL","RURAL",35400,18787,23452,524,11424,18601,11830
"PUNJAB","DERA GHAZI KHAN","LAYYAH","CHOUBARA","TEHSIL","URBAN",8632,6034,7149,52,1431,5877,1694
"PUNJAB","DERA GHAZI KHAN","LAYYAH","KAROR LAL ESAN","TEHSIL","OVERALL",109766,74553,99458,1295,9013,68899,17059
"PUNJAB","DERA GHAZI KHAN","LAYYAH","KAROR LAL ESAN","TEHSIL","RURAL",95119,61668,85210,1233,8676,56779,15903
"PUNJAB","DERA GHAZI KHAN","LAYYAH","KAROR LAL ESAN","TEHSIL","URBAN",14647,12885,14248,62,337,12120,1156
"PUNJAB","DERA GHAZI KHAN","LAYYAH","LAYYAH","TEHSIL","OVERALL",187333,124702,163983,4511,18839,109216,41181
"PUNJAB","DERA GHAZI KHAN","LAYYAH","LAYYAH","TEHSIL","RURAL",146807,90513,124654,3979,18174,76572,38812
"PUNJAB","DERA GHAZI KHAN","LAYYAH","LAYYAH","TEHSIL","URBAN",40526,34189,39329,532,665,32644,2369
"PUNJAB","MULTAN","LODHRAN","DUNYAPUR","TEHSIL","OVERALL",91308,63543,79659,1697,9952,58520,16279
"PUNJAB","MULTAN","LODHRAN","DUNYAPUR","TEHSIL","RURAL",82769,56333,71394,1571,9804,51501,15921
"PUNJAB","MULTAN","LODHRAN","DUNYAPUR","TEHSIL","URBAN",8539,7210,8265,126,148,7019,358
"PUNJAB","MULTAN","LODHRAN","KAHROR PACCA","TEHSIL","OVERALL",104524,53272,88498,1677,14349,50249,20202
"PUNJAB","MULTAN","LODHRAN","KAHROR PACCA","TEHSIL","RURAL",80122,38038,65193,1258,13671,35678,18292
"PUNJAB","MULTAN","LODHRAN","KAHROR PACCA","TEHSIL","URBAN",24402,15234,23305,419,678,14571,1910
"PUNJAB","MULTAN","LODHRAN","LODHRAN","TEHSIL","OVERALL",128034,89864,109610,3990,14434,83745,21977
"PUNJAB","MULTAN","LODHRAN","LODHRAN","TEHSIL","RURAL",104162,70727,86137,3864,14161,64921,21370
"PUNJAB","MULTAN","LODHRAN","LODHRAN","TEHSIL","URBAN",23872,19137,23473,126,273,18824,607
"PUNJAB","GUJRANWALA","MANDI BAHAUDDIN","MALAKWAL","TEHSIL","OVERALL",68852,50623,58490,700,9662,51107,9249
"PUNJAB","GUJRANWALA","MANDI BAHAUDDIN","MALAKWAL","TEHSIL","RURAL",60096,42846,50015,652,9429,43423,8927
"PUNJAB","GUJRANWALA","MANDI BAHAUDDIN","MALAKWAL","TEHSIL","URBAN",8756,7777,8475,48,233,7684,322
"PUNJAB","GUJRANWALA","MANDI BAHAUDDIN","MANDI BAHAUDDIN","TEHSIL","OVERALL",117780,97135,104967,4346,8467,96957,9185
"PUNJAB","GUJRANWALA","MANDI BAHAUDDIN","MANDI BAHAUDDIN","TEHSIL","RURAL",80977,64918,69160,3978,7839,64940,8114
"PUNJAB","GUJRANWALA","MANDI BAHAUDDIN","MANDI BAHAUDDIN","TEHSIL","URBAN",36803,32217,35807,368,628,32017,1071
"PUNJAB","GUJRANWALA","MANDI BAHAUDDIN","PHALIA","TEHSIL","OVERALL",99357,76506,84948,1695,12714,77542,11626
"PUNJAB","GUJRANWALA","MANDI BAHAUDDIN","PHALIA","TEHSIL","RURAL",89499,67483,75348,1647,12504,68496,11425
"PUNJAB","GUJRANWALA","MANDI BAHAUDDIN","PHALIA","TEHSIL","URBAN",9858,9023,9600,48,210,9046,201
"PUNJAB","SARGODHA","MIANWALI","ISAKHEL","TEHSIL","OVERALL",66271,43201,54778,3588,7905,43124,8880
"PUNJAB","SARGODHA","MIANWALI","ISAKHEL","TEHSIL","RURAL",50370,30581,40008,3155,7207,30863,7639
"PUNJAB","SARGODHA","MIANWALI","ISAKHEL","TEHSIL","URBAN",15901,12620,14770,433,698,12261,1241
"PUNJAB","SARGODHA","MIANWALI","MIANWALI","TEHSIL","OVERALL",154194,110011,137915,5219,11060,108420,13210
"PUNJAB","SARGODHA","MIANWALI","MIANWALI","TEHSIL","RURAL",123792,87321,108029,4989,10774,86064,12442
"PUNJAB","SARGODHA","MIANWALI","MIANWALI","TEHSIL","URBAN",30402,22690,29886,230,286,22356,768
"PUNJAB","SARGODHA","MIANWALI","PIPLAN","TEHSIL","OVERALL",75874,54451,66561,2073,7240,53224,9188
"PUNJAB","SARGODHA","MIANWALI","PIPLAN","TEHSIL","RURAL",58031,39898,49197,1983,6851,38785,8662
"PUNJAB","SARGODHA","MIANWALI","PIPLAN","TEHSIL","URBAN",17843,14553,17364,90,389,14439,526
"PUNJAB","MULTAN","MULTAN","JALALPUR PIRWALA","TEHSIL","OVERALL",104883,53166,78814,2040,24029,44181,38475
"PUNJAB","MULTAN","MULTAN","JALALPUR PIRWALA","TEHSIL","RURAL",89879,41701,64886,1902,23091,33505,36498
"PUNJAB","MULTAN","MULTAN","JALALPUR PIRWALA","TEHSIL","URBAN",15004,11465,13928,138,938,10676,1977
"PUNJAB","MULTAN","MULTAN","MULTAN CITY","TEHSIL","OVERALL",416791,350879,404638,6740,5413,337762,20001
"PUNJAB","MULTAN","MULTAN","MULTAN CITY","TEHSIL","RURAL",63726,52845,60635,1228,1863,49896,5336
"PUNJAB","MULTAN","MULTAN","MULTAN CITY","TEHSIL","URBAN",353065,298034,344003,5512,3550,287866,14665
"PUNJAB","MULTAN","MULTAN","MULTAN SADDAR","TEHSIL","OVERALL",250073,169303,218835,5635,25603,158564,39858
"PUNJAB","MULTAN","MULTAN","MULTAN SADDAR","TEHSIL","RURAL",235016,157323,204173,5493,25350,146810,39285
"PUNJAB","MULTAN","MULTAN","MULTAN SADDAR","TEHSIL","URBAN",15057,11980,14662,142,253,11754,573
"PUNJAB","MULTAN","MULTAN","SHUJABAD","TEHSIL","OVERALL",114645,64696,92803,3485,18357,57531,29540
"PUNJAB","MULTAN","MULTAN","SHUJABAD","TEHSIL","RURAL",88127,46435,67921,3108,17098,40549,26281
"PUNJAB","MULTAN","MULTAN","SHUJABAD","TEHSIL","URBAN",26518,18261,24882,377,1259,16982,3259
"PUNJAB","DERA GHAZI KHAN","MUZAFFARGARH","ALIPUR","TEHSIL","OVERALL",110102,59823,82332,2762,25008,46639,44608
"PUNJAB","DERA GHAZI KHAN","MUZAFFARGARH","ALIPUR","TEHSIL","RURAL",84074,40302,59117,2033,22924,29665,39171
"PUNJAB","DERA GHAZI KHAN","MUZAFFARGARH","ALIPUR","TEHSIL","URBAN",26028,19521,23215,729,2084,16974,5437
NA,NA,"MUZAFFARGARH","CHOWK SARWAR SHAHEED","TEHSIL","OVERALL",66170,43159,54897,1041,10232,39723,15261
NA,NA,"MUZAFFARGARH","CHOWK SARWAR SHAHEED","TEHSIL","RURAL",55566,33933,44543,980,10043,30803,14736
NA,NA,"MUZAFFARGARH","CHOWK SARWAR SHAHEED","TEHSIL","URBAN",10604,9226,10354,61,189,8920,525
"PUNJAB","DERA GHAZI KHAN","MUZAFFARGARH","JATOI","TEHSIL","OVERALL",137645,61311,91720,2635,43290,49298,62999
"PUNJAB","DERA GHAZI KHAN","MUZAFFARGARH","JATOI","TEHSIL","RURAL",101586,40849,62251,2282,37053,30841,53150
"PUNJAB","DERA GHAZI KHAN","MUZAFFARGARH","JATOI","TEHSIL","URBAN",36059,20462,29469,353,6237,18457,9849
"PUNJAB","DERA GHAZI KHAN","MUZAFFARGARH","KOT ADDU","TEHSIL","OVERALL",185342,114879,157890,4263,23189,97631,49600
"PUNJAB","DERA GHAZI KHAN","MUZAFFARGARH","KOT ADDU","TEHSIL","RURAL",146836,86527,120496,3917,22423,70710,46924
"PUNJAB","DERA GHAZI KHAN","MUZAFFARGARH","KOT ADDU","TEHSIL","URBAN",38506,28352,37394,346,766,26921,2676
"PUNJAB","DERA GHAZI KHAN","MUZAFFARGARH","MUZAFFARGARH","TEHSIL","OVERALL",305179,166181,225047,11920,68212,140265,106926
"PUNJAB","DERA GHAZI KHAN","MUZAFFARGARH","MUZAFFARGARH","TEHSIL","RURAL",264551,132147,186007,11479,67065,107469,104499
"PUNJAB","DERA GHAZI KHAN","MUZAFFARGARH","MUZAFFARGARH","TEHSIL","URBAN",40628,34034,39040,441,1147,32796,2427
"PUNJAB","LAHORE","NANKANA SAHIB","NANKANA SAHIB","TEHSIL","OVERALL",160419,115246,140221,3293,16905,110751,22775
"PUNJAB","LAHORE","NANKANA SAHIB","NANKANA SAHIB","TEHSIL","RURAL",139908,97679,119950,3193,16765,93497,22280
"PUNJAB","LAHORE","NANKANA SAHIB","NANKANA SAHIB","TEHSIL","URBAN",20511,17567,20271,100,140,17254,495
"PUNJAB","LAHORE","NANKANA SAHIB","SANGLA HILL","TEHSIL","OVERALL",41181,32864,39768,204,1209,32767,1379
"PUNJAB","LAHORE","NANKANA SAHIB","SANGLA HILL","TEHSIL","RURAL",25087,19400,23975,147,965,19471,926
"PUNJAB","LAHORE","NANKANA SAHIB","SANGLA HILL","TEHSIL","URBAN",16094,13464,15793,57,244,13296,453
"PUNJAB","LAHORE","NANKANA SAHIB","SHAH KOT","TEHSIL","OVERALL",45356,38691,42968,528,1860,38496,2102
"PUNJAB","LAHORE","NANKANA SAHIB","SHAH KOT","TEHSIL","RURAL",31174,26398,29478,356,1340,26331,1439
"PUNJAB","LAHORE","NANKANA SAHIB","SHAH KOT","TEHSIL","URBAN",14182,12293,13490,172,520,12165,663
"PUNJAB","GUJRANWALA","NAROWAL","NAROWAL","TEHSIL","OVERALL",100371,84594,97286,715,2370,83043,4278
"PUNJAB","GUJRANWALA","NAROWAL","NAROWAL","TEHSIL","RURAL",73856,61791,71297,602,1957,60211,3863
"PUNJAB","GUJRANWALA","NAROWAL","NAROWAL","TEHSIL","URBAN",26515,22803,25989,113,413,22832,415
"PUNJAB","GUJRANWALA","NAROWAL","SHAKARGARH","TEHSIL","OVERALL",108734,92944,99990,2055,6689,91392,8625
"PUNJAB","GUJRANWALA","NAROWAL","SHAKARGARH","TEHSIL","RURAL",89118,75112,81660,1686,5772,73722,7529
"PUNJAB","GUJRANWALA","NAROWAL","SHAKARGARH","TEHSIL","URBAN",19616,17832,18330,369,917,17670,1096
"PUNJAB","GUJRANWALA","NAROWAL","ZAFARWAL","TEHSIL","OVERALL",72431,61350,67746,1244,3441,58109,7138
"PUNJAB","GUJRANWALA","NAROWAL","ZAFARWAL","TEHSIL","RURAL",64256,53983,59723,1207,3326,50694,7051
"PUNJAB","GUJRANWALA","NAROWAL","ZAFARWAL","TEHSIL","URBAN",8175,7367,8023,37,115,7415,87
"PUNJAB","SAHIWAL","OKARA","DEPALPUR","TEHSIL","OVERALL",254479,185875,224318,4430,25731,174071,40678
"PUNJAB","SAHIWAL","OKARA","DEPALPUR","TEHSIL","RURAL",179234,122918,152085,3811,23338,114827,33907
"PUNJAB","SAHIWAL","OKARA","DEPALPUR","TEHSIL","URBAN",75245,62957,72233,619,2393,59244,6771
"PUNJAB","SAHIWAL","OKARA","OKARA","TEHSIL","OVERALL",216075,158516,192634,3887,19554,151962,27178
"PUNJAB","SAHIWAL","OKARA","OKARA","TEHSIL","RURAL",117278,77259,96922,2467,17889,72788,23191
"PUNJAB","SAHIWAL","OKARA","OKARA","TEHSIL","URBAN",98797,81257,95712,1420,1665,79174,3987
"PUNJAB","SAHIWAL","OKARA","RENALA KHURD","TEHSIL","OVERALL",79170,58668,73497,905,4768,56439,7751
"PUNJAB","SAHIWAL","OKARA","RENALA KHURD","TEHSIL","RURAL",64134,46208,58755,769,4610,43981,7469
"PUNJAB","SAHIWAL","OKARA","RENALA KHURD","TEHSIL","URBAN",15036,12460,14742,136,158,12458,282
"PUNJAB","SAHIWAL","PAKPATTAN","ARIF WALA","TEHSIL","OVERALL",160886,111229,137972,3729,19185,101529,31406
"PUNJAB","SAHIWAL","PAKPATTAN","ARIF WALA","TEHSIL","RURAL",127151,85134,105836,3448,17867,78119,26997
"PUNJAB","SAHIWAL","PAKPATTAN","ARIF WALA","TEHSIL","URBAN",33735,26095,32136,281,1318,23410,4409
"PUNJAB","SAHIWAL","PAKPATTAN","PAKPATTAN","TEHSIL","OVERALL",183660,121453,157010,4163,22487,111631,35644
"PUNJAB","SAHIWAL","PAKPATTAN","PAKPATTAN","TEHSIL","RURAL",140265,86642,115327,3953,20985,79102,31274
"PUNJAB","SAHIWAL","PAKPATTAN","PAKPATTAN","TEHSIL","URBAN",43395,34811,41683,210,1502,32529,4370
"PUNJAB","BAHAWALPUR","RAHIM YAR KHAN","KHANPUR","TEHSIL","OVERALL",170828,118617,144207,4682,21939,99153,47655
"PUNJAB","BAHAWALPUR","RAHIM YAR KHAN","KHANPUR","TEHSIL","RURAL",122933,79387,98457,4375,20101,63836,41116
"PUNJAB","BAHAWALPUR","RAHIM YAR KHAN","KHANPUR","TEHSIL","URBAN",47895,39230,45750,307,1838,35317,6539
"PUNJAB","BAHAWALPUR","RAHIM YAR KHAN","LIAQUAT PUR","TEHSIL","OVERALL",177831,118227,140292,4151,33388,94775,64011
"PUNJAB","BAHAWALPUR","RAHIM YAR KHAN","LIAQUAT PUR","TEHSIL","RURAL",162235,105639,125647,3944,32644,83633,61426
"PUNJAB","BAHAWALPUR","RAHIM YAR KHAN","LIAQUAT PUR","TEHSIL","URBAN",15596,12588,14645,207,744,11142,2585
"PUNJAB","BAHAWALPUR","RAHIM YAR KHAN","RAHIM YAR KHAN","TEHSIL","OVERALL",266856,196145,232347,6257,28252,174211,56261
"PUNJAB","BAHAWALPUR","RAHIM YAR KHAN","RAHIM YAR KHAN","TEHSIL","RURAL",172658,113494,140677,5015,26966,95594,50491
"PUNJAB","BAHAWALPUR","RAHIM YAR KHAN","RAHIM YAR KHAN","TEHSIL","URBAN",94198,82651,91670,1242,1286,78617,5770
"PUNJAB","BAHAWALPUR","RAHIM YAR KHAN","SADIQABAD","TEHSIL","OVERALL",211427,130130,168561,8784,34082,114465,56161
"PUNJAB","BAHAWALPUR","RAHIM YAR KHAN","SADIQABAD","TEHSIL","RURAL",159256,87011,117770,8362,33124,74858,51242
"PUNJAB","BAHAWALPUR","RAHIM YAR KHAN","SADIQABAD","TEHSIL","URBAN",52171,43119,50791,422,958,39607,4919
"PUNJAB","DERA GHAZI KHAN","RAJANPUR","RAJANPUR","DE-EXCLUDED_AREA","OVERALL",6438,166,209,63,6166,208,6108
"PUNJAB","DERA GHAZI KHAN","RAJANPUR","RAJANPUR","DE-EXCLUDED_AREA","RURAL",6438,166,209,63,6166,208,6108
"PUNJAB","DERA GHAZI KHAN","RAJANPUR","RAJANPUR","DE-EXCLUDED_AREA","URBAN",NA,NA,NA,NA,NA,NA,NA
"PUNJAB","DERA GHAZI KHAN","RAJANPUR","JAMPUR","TEHSIL","OVERALL",150958,61947,91830,5997,53131,57839,59919
"PUNJAB","DERA GHAZI KHAN","RAJANPUR","JAMPUR","TEHSIL","RURAL",105245,31564,51123,5175,48947,29478,53479
"PUNJAB","DERA GHAZI KHAN","RAJANPUR","JAMPUR","TEHSIL","URBAN",45713,30383,40707,822,4184,28361,6440
"PUNJAB","DERA GHAZI KHAN","RAJANPUR","RAJANPUR","TEHSIL","OVERALL",129625,65035,88959,3942,36724,57424,48657
"PUNJAB","DERA GHAZI KHAN","RAJANPUR","RAJANPUR","TEHSIL","RURAL",81728,32570,46980,3284,31464,26125,41248
"PUNJAB","DERA GHAZI KHAN","RAJANPUR","RAJANPUR","TEHSIL","URBAN",47897,32465,41979,658,5260,31299,7409
"PUNJAB","DERA GHAZI KHAN","RAJANPUR","ROJHAN","TEHSIL","OVERALL",66995,12366,23810,5993,37192,11997,40191
"PUNJAB","DERA GHAZI KHAN","RAJANPUR","ROJHAN","TEHSIL","RURAL",64094,11171,20990,5953,37151,10846,40065
"PUNJAB","DERA GHAZI KHAN","RAJANPUR","ROJHAN","TEHSIL","URBAN",2901,1195,2820,40,41,1151,126
"PUNJAB","RAWALPINDI","RAWALPINDI","GUJAR KHAN","TEHSIL","OVERALL",130608,111385,118964,5801,5843,106752,11157
"PUNJAB","RAWALPINDI","RAWALPINDI","GUJAR KHAN","TEHSIL","RURAL",109488,92879,98473,5375,5640,88853,10284
"PUNJAB","RAWALPINDI","RAWALPINDI","GUJAR KHAN","TEHSIL","URBAN",21120,18506,20491,426,203,17899,873
"PUNJAB","RAWALPINDI","RAWALPINDI","KAHUTA","TEHSIL","OVERALL",43648,37745,40377,767,2504,33030,7725
"PUNJAB","RAWALPINDI","RAWALPINDI","KAHUTA","TEHSIL","RURAL",29920,25485,26966,516,2438,22672,5482
"PUNJAB","RAWALPINDI","RAWALPINDI","KAHUTA","TEHSIL","URBAN",13728,12260,13411,251,66,10358,2243
NA,NA,"RAWALPINDI","KALLAR SAYADDAN","TEHSIL","OVERALL",41620,37287,37641,1636,2343,34761,5051
NA,NA,"RAWALPINDI","KALLAR SAYADDAN","TEHSIL","RURAL",31447,27995,28008,1387,2052,26921,3157
NA,NA,"RAWALPINDI","KALLAR SAYADDAN","TEHSIL","URBAN",10173,9292,9633,249,291,7840,1894
"PUNJAB","RAWALPINDI","RAWALPINDI","KOTLI SATTIAN","TEHSIL","OVERALL",20907,17275,17407,1446,2054,15787,4016
"PUNJAB","RAWALPINDI","RAWALPINDI","KOTLI SATTIAN","TEHSIL","RURAL",16637,13776,13701,1186,1750,12971,2779
