"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","DISAB_FUNC_LIM","ALL_SEXES_OVERALL","MALE_OVERALL","FEMALE_OVERALL","ALL_SEXES_RURAL","MALE_RURAL","FEMALE_RURAL","ALL_SEXES_URBAN","MALE_URBAN","FEMALE_URBAN"
"BALOCHISTAN","KALAT","AWARAN","AWARAN","SUB-DIVISION","Population",45774,23192,22582,16994,8513,8481,28780,14679,14101
"BALOCHISTAN","KALAT","AWARAN","AWARAN","SUB-DIVISION","Disability",1344,571,773,724,346,378,620,225,395
"BALOCHISTAN","KALAT","AWARAN","AWARAN","SUB-DIVISION","Functional limitation",1684,773,911,823,405,418,861,368,493
"BALOCHISTAN","KALAT","AWARAN","AWARAN","SUB-DIVISION","Seeing",304,165,139,129,66,63,175,99,76
"BALOCHISTAN","KALAT","AWARAN","AWARAN","SUB-DIVISION","Hearing",218,108,110,98,50,48,120,58,62
"BALOCHISTAN","KALAT","AWARAN","AWARAN","SUB-DIVISION","Walking/ Climbing",787,354,433,378,172,206,409,182,227
"BALOCHISTAN","KALAT","AWARAN","AWARAN","SUB-DIVISION","Communication",213,105,108,92,50,42,121,55,66
"BALOCHISTAN","KALAT","AWARAN","AWARAN","SUB-DIVISION","Memorization/ Focus",265,132,133,118,58,60,147,74,73
"BALOCHISTAN","KALAT","AWARAN","AWARAN","SUB-DIVISION","Self care etc",195,87,108,104,56,48,91,31,60
"BALOCHISTAN","KALAT","AWARAN","GISHKORE","TEHSIL","Population",31462,16107,15355,31462,16107,15355,NA,NA,NA
"BALOCHISTAN","KALAT","AWARAN","GISHKORE","TEHSIL","Disability",1235,506,729,1235,506,729,NA,NA,NA
"BALOCHISTAN","KALAT","AWARAN","GISHKORE","TEHSIL","Functional limitation",1483,660,823,1483,660,823,NA,NA,NA
"BALOCHISTAN","KALAT","AWARAN","GISHKORE","TEHSIL","Seeing",266,129,137,266,129,137,NA,NA,NA
"BALOCHISTAN","KALAT","AWARAN","GISHKORE","TEHSIL","Hearing",175,91,84,175,91,84,NA,NA,NA
"BALOCHISTAN","KALAT","AWARAN","GISHKORE","TEHSIL","Walking/ Climbing",651,299,352,651,299,352,NA,NA,NA
"BALOCHISTAN","KALAT","AWARAN","GISHKORE","TEHSIL","Communication",217,86,131,217,86,131,NA,NA,NA
"BALOCHISTAN","KALAT","AWARAN","GISHKORE","TEHSIL","Memorization/ Focus",238,103,135,238,103,135,NA,NA,NA
"BALOCHISTAN","KALAT","AWARAN","GISHKORE","TEHSIL","Self care etc",173,73,100,173,73,100,NA,NA,NA
"BALOCHISTAN","KALAT","AWARAN","JHAL JAO","TEHSIL","Population",28132,14423,13709,28132,14423,13709,NA,NA,NA
"BALOCHISTAN","KALAT","AWARAN","JHAL JAO","TEHSIL","Disability",1439,688,751,1439,688,751,NA,NA,NA
"BALOCHISTAN","KALAT","AWARAN","JHAL JAO","TEHSIL","Functional limitation",1533,756,777,1533,756,777,NA,NA,NA
"BALOCHISTAN","KALAT","AWARAN","JHAL JAO","TEHSIL","Seeing",288,142,146,288,142,146,NA,NA,NA
"BALOCHISTAN","KALAT","AWARAN","JHAL JAO","TEHSIL","Hearing",290,145,145,290,145,145,NA,NA,NA
"BALOCHISTAN","KALAT","AWARAN","JHAL JAO","TEHSIL","Walking/ Climbing",351,189,162,351,189,162,NA,NA,NA
"BALOCHISTAN","KALAT","AWARAN","JHAL JAO","TEHSIL","Communication",252,124,128,252,124,128,NA,NA,NA
"BALOCHISTAN","KALAT","AWARAN","JHAL JAO","TEHSIL","Memorization/ Focus",260,124,136,260,124,136,NA,NA,NA
"BALOCHISTAN","KALAT","AWARAN","JHAL JAO","TEHSIL","Self care etc",246,120,126,246,120,126,NA,NA,NA
"BALOCHISTAN","KALAT","AWARAN","KORAK JHAO","TEHSIL","Population",27652,14238,13414,27652,14238,13414,NA,NA,NA
"BALOCHISTAN","KALAT","AWARAN","KORAK JHAO","TEHSIL","Disability",743,301,442,743,301,442,NA,NA,NA
"BALOCHISTAN","KALAT","AWARAN","KORAK JHAO","TEHSIL","Functional limitation",856,381,475,856,381,475,NA,NA,NA
"BALOCHISTAN","KALAT","AWARAN","KORAK JHAO","TEHSIL","Seeing",270,153,117,270,153,117,NA,NA,NA
"BALOCHISTAN","KALAT","AWARAN","KORAK JHAO","TEHSIL","Hearing",164,65,99,164,65,99,NA,NA,NA
"BALOCHISTAN","KALAT","AWARAN","KORAK JHAO","TEHSIL","Walking/ Climbing",347,150,197,347,150,197,NA,NA,NA
"BALOCHISTAN","KALAT","AWARAN","KORAK JHAO","TEHSIL","Communication",217,109,108,217,109,108,NA,NA,NA
"BALOCHISTAN","KALAT","AWARAN","KORAK JHAO","TEHSIL","Memorization/ Focus",167,95,72,167,95,72,NA,NA,NA
"BALOCHISTAN","KALAT","AWARAN","KORAK JHAO","TEHSIL","Self care etc",91,26,65,91,26,65,NA,NA,NA
"BALOCHISTAN","KALAT","AWARAN","MASHKAI","TEHSIL","Population",45938,23680,22258,27882,14247,13635,18056,9433,8623
"BALOCHISTAN","KALAT","AWARAN","MASHKAI","TEHSIL","Disability",1044,378,666,582,209,373,462,169,293
"BALOCHISTAN","KALAT","AWARAN","MASHKAI","TEHSIL","Functional limitation",1408,598,810,745,311,434,663,287,376
"BALOCHISTAN","KALAT","AWARAN","MASHKAI","TEHSIL","Seeing",278,128,150,123,54,69,155,74,81
"BALOCHISTAN","KALAT","AWARAN","MASHKAI","TEHSIL","Hearing",166,77,89,74,31,43,92,46,46
"BALOCHISTAN","KALAT","AWARAN","MASHKAI","TEHSIL","Walking/ Climbing",694,309,385,364,160,204,330,149,181
"BALOCHISTAN","KALAT","AWARAN","MASHKAI","TEHSIL","Communication",155,64,91,88,38,50,67,26,41
"BALOCHISTAN","KALAT","AWARAN","MASHKAI","TEHSIL","Memorization/ Focus",214,96,118,127,58,69,87,38,49
"BALOCHISTAN","KALAT","AWARAN","MASHKAI","TEHSIL","Self care etc",156,55,101,85,29,56,71,26,45
"BALOCHISTAN","LORALAI","BARKHAN","BARKHAN","TEHSIL","Population",210249,109632,100617,195824,102233,93591,14425,7399,7026
"BALOCHISTAN","LORALAI","BARKHAN","BARKHAN","TEHSIL","Disability",4442,2823,1619,4144,2607,1537,298,216,82
"BALOCHISTAN","LORALAI","BARKHAN","BARKHAN","TEHSIL","Functional limitation",20723,11572,9151,19110,10652,8458,1613,920,693
"BALOCHISTAN","LORALAI","BARKHAN","BARKHAN","TEHSIL","Seeing",5586,2947,2639,5199,2745,2454,387,202,185
"BALOCHISTAN","LORALAI","BARKHAN","BARKHAN","TEHSIL","Hearing",5570,2983,2587,5165,2778,2387,405,205,200
"BALOCHISTAN","LORALAI","BARKHAN","BARKHAN","TEHSIL","Walking/ Climbing",7197,3952,3245,6675,3668,3007,522,284,238
"BALOCHISTAN","LORALAI","BARKHAN","BARKHAN","TEHSIL","Communication",2508,1407,1101,2312,1306,1006,196,101,95
"BALOCHISTAN","LORALAI","BARKHAN","BARKHAN","TEHSIL","Memorization/ Focus",3479,1895,1584,3189,1736,1453,290,159,131
"BALOCHISTAN","LORALAI","BARKHAN","BARKHAN","TEHSIL","Self care etc",1852,1092,760,1678,983,695,174,109,65
"BALOCHISTAN","RAKHSHAN","CHAGAI","CHAGAI","TEHSIL","Population",73326,36995,36331,73326,36995,36331,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","CHAGAI","TEHSIL","Disability",977,482,495,977,482,495,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","CHAGAI","TEHSIL","Functional limitation",4875,2516,2359,4875,2516,2359,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","CHAGAI","TEHSIL","Seeing",1112,595,517,1112,595,517,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","CHAGAI","TEHSIL","Hearing",1214,645,569,1214,645,569,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","CHAGAI","TEHSIL","Walking/ Climbing",1702,891,811,1702,891,811,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","CHAGAI","TEHSIL","Communication",587,312,275,587,312,275,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","CHAGAI","TEHSIL","Memorization/ Focus",789,423,366,789,423,366,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","CHAGAI","TEHSIL","Self care etc",491,245,246,491,245,246,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","DALBANDIN","SUB-DIVISION","Population",122763,63631,59132,102804,53419,49385,19959,10212,9747
"BALOCHISTAN","RAKHSHAN","CHAGAI","DALBANDIN","SUB-DIVISION","Disability",1446,659,787,1200,560,640,246,99,147
"BALOCHISTAN","RAKHSHAN","CHAGAI","DALBANDIN","SUB-DIVISION","Functional limitation",7939,4108,3831,6473,3377,3096,1466,731,735
"BALOCHISTAN","RAKHSHAN","CHAGAI","DALBANDIN","SUB-DIVISION","Seeing",1824,980,844,1454,786,668,370,194,176
"BALOCHISTAN","RAKHSHAN","CHAGAI","DALBANDIN","SUB-DIVISION","Hearing",1903,1026,877,1514,820,694,389,206,183
"BALOCHISTAN","RAKHSHAN","CHAGAI","DALBANDIN","SUB-DIVISION","Walking/ Climbing",2661,1387,1274,2129,1115,1014,532,272,260
"BALOCHISTAN","RAKHSHAN","CHAGAI","DALBANDIN","SUB-DIVISION","Communication",865,461,404,651,353,298,214,108,106
"BALOCHISTAN","RAKHSHAN","CHAGAI","DALBANDIN","SUB-DIVISION","Memorization/ Focus",1271,665,606,990,519,471,281,146,135
"BALOCHISTAN","RAKHSHAN","CHAGAI","DALBANDIN","SUB-DIVISION","Self care etc",798,400,398,654,329,325,144,71,73
"BALOCHISTAN","RAKHSHAN","CHAGAI","NOKUNDI","TEHSIL","Population",30415,16527,13888,30415,16527,13888,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","NOKUNDI","TEHSIL","Disability",273,137,136,273,137,136,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","NOKUNDI","TEHSIL","Functional limitation",1624,849,775,1624,849,775,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","NOKUNDI","TEHSIL","Seeing",306,169,137,306,169,137,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","NOKUNDI","TEHSIL","Hearing",355,194,161,355,194,161,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","NOKUNDI","TEHSIL","Walking/ Climbing",492,257,235,492,257,235,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","NOKUNDI","TEHSIL","Communication",156,95,61,156,95,61,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","NOKUNDI","TEHSIL","Memorization/ Focus",233,122,111,233,122,111,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","NOKUNDI","TEHSIL","Self care etc",178,91,87,178,91,87,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","TAFTAN","SUB-DIVISION","Population",19259,10707,8552,19259,10707,8552,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","TAFTAN","SUB-DIVISION","Disability",1218,599,619,1218,599,619,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","TAFTAN","SUB-DIVISION","Functional limitation",2082,1109,973,2082,1109,973,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","TAFTAN","SUB-DIVISION","Seeing",397,209,188,397,209,188,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","TAFTAN","SUB-DIVISION","Hearing",403,221,182,403,221,182,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","TAFTAN","SUB-DIVISION","Walking/ Climbing",496,270,226,496,270,226,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","TAFTAN","SUB-DIVISION","Communication",210,103,107,210,103,107,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","TAFTAN","SUB-DIVISION","Memorization/ Focus",278,144,134,278,144,134,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","TAFTAN","SUB-DIVISION","Self care etc",309,168,141,309,168,141,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","YAK MACHH","SUB-TEHSIL","Population",22848,11787,11061,22848,11787,11061,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","YAK MACHH","SUB-TEHSIL","Disability",546,280,266,546,280,266,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","YAK MACHH","SUB-TEHSIL","Functional limitation",1752,891,861,1752,891,861,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","YAK MACHH","SUB-TEHSIL","Seeing",290,146,144,290,146,144,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","YAK MACHH","SUB-TEHSIL","Hearing",322,156,166,322,156,166,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","YAK MACHH","SUB-TEHSIL","Walking/ Climbing",510,263,247,510,263,247,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","YAK MACHH","SUB-TEHSIL","Communication",211,122,89,211,122,89,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","YAK MACHH","SUB-TEHSIL","Memorization/ Focus",249,132,117,249,132,117,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","YAK MACHH","SUB-TEHSIL","Self care etc",200,95,105,200,95,105,NA,NA,NA
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","Population",130139,71529,58610,NA,NA,NA,130139,71529,58610
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","Disability",4247,2300,1947,NA,NA,NA,4247,2300,1947
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","Functional limitation",8785,4868,3917,NA,NA,NA,8785,4868,3917
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","Seeing",1487,821,666,NA,NA,NA,1487,821,666
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","Hearing",1615,911,704,NA,NA,NA,1615,911,704
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","Walking/ Climbing",2613,1441,1172,NA,NA,NA,2613,1441,1172
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","Communication",935,523,412,NA,NA,NA,935,523,412
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","Memorization/ Focus",1238,693,545,NA,NA,NA,1238,693,545
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","Self care etc",1140,634,506,NA,NA,NA,1140,634,506
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","Population",336079,189678,146401,336079,189678,146401,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","Disability",4976,2666,2310,4976,2666,2310,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","Functional limitation",15094,8369,6725,15094,8369,6725,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","Seeing",2528,1417,1111,2528,1417,1111,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","Hearing",2774,1592,1182,2774,1592,1182,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","Walking/ Climbing",5058,2777,2281,5058,2777,2281,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","Communication",1263,722,541,1263,722,541,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","Memorization/ Focus",2039,1144,895,2039,1144,895,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","Self care etc",1855,1019,836,1855,1019,836,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","Population",33410,18736,14674,33410,18736,14674,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","Disability",45,26,19,45,26,19,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","Functional limitation",357,263,94,357,263,94,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","Seeing",90,53,37,90,53,37,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","Hearing",100,78,22,100,78,22,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","Walking/ Climbing",114,73,41,114,73,41,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","Communication",22,18,4,22,18,4,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","Memorization/ Focus",43,33,10,43,33,10,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","Self care etc",24,22,2,24,22,2,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","Population",50943,26696,24247,22063,11772,10291,28880,14924,13956
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","Disability",252,163,89,102,70,32,150,93,57
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","Functional limitation",798,541,257,266,197,69,532,344,188
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","Seeing",205,128,77,80,53,27,125,75,50
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","Hearing",200,130,70,55,37,18,145,93,52
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","Walking/ Climbing",345,232,113,137,101,36,208,131,77
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","Communication",113,78,35,35,23,12,78,55,23
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","Memorization/ Focus",144,91,53,48,35,13,96,56,40
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","Self care etc",49,34,15,12,10,2,37,24,13
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","Population",21711,13350,8361,21711,13350,8361,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","Disability",223,58,165,223,58,165,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","Functional limitation",461,243,218,461,243,218,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","Seeing",152,92,60,152,92,60,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","Hearing",88,58,30,88,58,30,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","Walking/ Climbing",134,76,58,134,76,58,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","Communication",67,26,41,67,26,41,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","Memorization/ Focus",69,40,29,69,40,29,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","Self care etc",41,16,25,41,16,25,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","Population",33340,18690,14650,33340,18690,14650,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","Disability",41,28,13,41,28,13,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","Functional limitation",248,204,44,248,204,44,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","Seeing",65,44,21,65,44,21,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","Hearing",60,46,14,60,46,14,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","Walking/ Climbing",105,75,30,105,75,30,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","Communication",36,22,14,36,22,14,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","Memorization/ Focus",44,33,11,44,33,11,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","Self care etc",16,16,NA,16,16,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","Population",44396,23866,20530,44396,23866,20530,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","Disability",132,84,48,132,84,48,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","Functional limitation",539,391,148,539,391,148,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","Seeing",170,115,55,170,115,55,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","Hearing",132,98,34,132,98,34,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","Walking/ Climbing",230,153,77,230,153,77,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","Communication",73,49,24,73,49,24,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","Memorization/ Focus",108,80,28,108,80,28,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","Self care etc",32,26,6,32,26,6,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","Population",32226,18391,13835,32226,18391,13835,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","Disability",56,36,20,56,36,20,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","Functional limitation",266,201,65,266,201,65,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","Seeing",83,58,25,83,58,25,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","Hearing",79,51,28,79,51,28,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","Walking/ Climbing",108,77,31,108,77,31,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","Communication",29,20,9,29,20,9,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","Memorization/ Focus",40,30,10,40,30,10,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","Self care etc",11,10,1,11,10,1,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","Population",12523,6635,5888,12523,6635,5888,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","Disability",590,189,401,590,189,401,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","Functional limitation",677,259,418,677,259,418,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","Seeing",105,48,57,105,48,57,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","Hearing",102,47,55,102,47,55,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","Walking/ Climbing",249,99,150,249,99,150,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","Communication",92,43,49,92,43,49,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","Memorization/ Focus",107,49,58,107,49,58,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","Self care etc",98,29,69,98,29,69,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","Population",126725,68228,58497,47158,26222,20936,79567,42006,37561
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","Disability",454,291,163,117,62,55,337,229,108
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","Functional limitation",1669,1166,503,553,398,155,1116,768,348
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","Seeing",476,323,153,169,117,52,307,206,101
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","Hearing",439,304,135,133,93,40,306,211,95
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","Walking/ Climbing",767,506,261,248,160,88,519,346,173
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","Communication",293,203,90,70,41,29,223,162,61
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","Memorization/ Focus",343,238,105,91,64,27,252,174,78
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","Self care etc",108,81,27,34,29,5,74,52,22
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","Population",137294,72379,64915,127511,67095,60416,9783,5284,4499
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","Disability",413,274,139,403,268,135,10,6,4
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","Functional limitation",6262,3308,2954,5695,3002,2693,567,306,261
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","Seeing",1510,812,698,1400,752,648,110,60,50
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","Hearing",1495,801,694,1365,732,633,130,69,61
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","Walking/ Climbing",1886,1023,863,1724,930,794,162,93,69
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","Communication",563,314,249,519,288,231,44,26,18
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","Memorization/ Focus",872,471,401,792,428,364,80,43,37
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","Self care etc",586,306,280,526,276,250,60,30,30
"BALOCHISTAN","LORALAI","DUKI","LUNI","SUB-DIVISION","Population",13615,7152,6463,13615,7152,6463,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","LUNI","SUB-DIVISION","Disability",162,129,33,162,129,33,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","LUNI","SUB-DIVISION","Functional limitation",783,460,323,783,460,323,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","LUNI","SUB-DIVISION","Seeing",171,100,71,171,100,71,NA,NA,NA
