"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","DISAB_FUNC_LIM","ALL_SEXES_OVERALL","MALE_OVERALL","FEMALE_OVERALL","ALL_SEXES_RURAL","MALE_RURAL","FEMALE_RURAL","ALL_SEXES_URBAN","MALE_URBAN","FEMALE_URBAN"
"KPK","PESHAWAR","PESHAWAR","CHAM KANI","TEHSIL","Disability",19599,11049,8550,19599,11049,8550,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","CHAM KANI","TEHSIL","Functional limitation",54686,27690,26996,54686,27690,26996,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","CHAM KANI","TEHSIL","Seeing",9722,4829,4893,9722,4829,4893,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","CHAM KANI","TEHSIL","Hearing",10682,5228,5454,10682,5228,5454,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","CHAM KANI","TEHSIL","Walking/ Climbing",18559,9614,8945,18559,9614,8945,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","CHAM KANI","TEHSIL","Communication",6003,3215,2788,6003,3215,2788,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","CHAM KANI","TEHSIL","Memorization/ Focus",8563,4428,4135,8563,4428,4135,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","CHAM KANI","TEHSIL","Self care etc",6137,3081,3056,6137,3081,3056,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","HASSAN KHEL","SUB-DIVISION","Population",72547,35693,36854,72547,35693,36854,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","HASSAN KHEL","SUB-DIVISION","Disability",6727,3579,3148,6727,3579,3148,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","HASSAN KHEL","SUB-DIVISION","Functional limitation",11373,5530,5843,11373,5530,5843,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","HASSAN KHEL","SUB-DIVISION","Seeing",3056,1588,1468,3056,1588,1468,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","HASSAN KHEL","SUB-DIVISION","Hearing",2534,1329,1205,2534,1329,1205,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","HASSAN KHEL","SUB-DIVISION","Walking/ Climbing",2558,1175,1383,2558,1175,1383,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","HASSAN KHEL","SUB-DIVISION","Communication",962,498,464,962,498,464,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","HASSAN KHEL","SUB-DIVISION","Memorization/ Focus",1278,636,642,1278,636,642,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","HASSAN KHEL","SUB-DIVISION","Self care etc",1781,719,1062,1781,719,1062,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","Population",495059,249836,245223,495059,249836,245223,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","Disability",11640,6662,4978,11640,6662,4978,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","Functional limitation",39247,19606,19641,39247,19606,19641,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","Seeing",7779,3862,3917,7779,3862,3917,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","Hearing",8001,3958,4043,8001,3958,4043,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","Walking/ Climbing",13523,6954,6569,13523,6954,6569,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","Communication",4361,2336,2025,4361,2336,2025,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","Memorization/ Focus",6297,3257,3040,6297,3257,3040,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","Self care etc",4025,1972,2053,4025,1972,2053,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","Population",2107136,1083479,1023657,207576,106413,101163,1899560,977066,922494
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","Disability",61697,35257,26440,4842,2825,2017,56855,32432,24423
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","Functional limitation",189469,96843,92626,16664,8625,8039,172805,88218,84587
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","Seeing",33885,17453,16432,2930,1534,1396,30955,15919,15036
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","Hearing",37693,18780,18913,3350,1651,1699,34343,17129,17214
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","Walking/ Climbing",62484,32405,30079,5401,2882,2519,57083,29523,27560
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","Communication",20322,11138,9184,1785,954,831,18537,10184,8353
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","Memorization/ Focus",29253,15125,14128,2687,1432,1255,26566,13693,12873
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","Self care etc",21240,10798,10442,1717,885,832,19523,9913,9610
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","Population",478595,243115,235480,478595,243115,235480,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","Disability",10750,5977,4773,10750,5977,4773,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","Functional limitation",35931,17977,17954,35931,17977,17954,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","Seeing",7042,3528,3514,7042,3528,3514,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","Hearing",7075,3513,3562,7075,3513,3562,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","Walking/ Climbing",12450,6487,5963,12450,6487,5963,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","Communication",4308,2124,2184,4308,2124,2184,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","Memorization/ Focus",5588,2929,2659,5588,2929,2659,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","Self care etc",3554,1769,1785,3554,1769,1785,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","SHAH ALAM","TEHSIL","Population",532848,271189,261659,532848,271189,261659,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","SHAH ALAM","TEHSIL","Disability",11335,6534,4801,11335,6534,4801,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","SHAH ALAM","TEHSIL","Functional limitation",40359,20433,19926,40359,20433,19926,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","SHAH ALAM","TEHSIL","Seeing",7668,3818,3850,7668,3818,3850,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","SHAH ALAM","TEHSIL","Hearing",8033,4009,4024,8033,4009,4024,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","SHAH ALAM","TEHSIL","Walking/ Climbing",13669,7094,6575,13669,7094,6575,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","SHAH ALAM","TEHSIL","Communication",4294,2332,1962,4294,2332,1962,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","SHAH ALAM","TEHSIL","Memorization/ Focus",6344,3297,3047,6344,3297,3047,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","SHAH ALAM","TEHSIL","Self care etc",4200,2099,2101,4200,2099,2101,NA,NA,NA
"KPK","MALAKAND","SHANGLA","ALPURI","TEHSIL","Population",366643,189206,177437,366643,189206,177437,NA,NA,NA
"KPK","MALAKAND","SHANGLA","ALPURI","TEHSIL","Disability",10267,5462,4805,10267,5462,4805,NA,NA,NA
"KPK","MALAKAND","SHANGLA","ALPURI","TEHSIL","Functional limitation",24779,11390,13389,24779,11390,13389,NA,NA,NA
"KPK","MALAKAND","SHANGLA","ALPURI","TEHSIL","Seeing",4506,2090,2416,4506,2090,2416,NA,NA,NA
"KPK","MALAKAND","SHANGLA","ALPURI","TEHSIL","Hearing",4742,2129,2613,4742,2129,2613,NA,NA,NA
"KPK","MALAKAND","SHANGLA","ALPURI","TEHSIL","Walking/ Climbing",9193,4465,4728,9193,4465,4728,NA,NA,NA
"KPK","MALAKAND","SHANGLA","ALPURI","TEHSIL","Communication",3162,1603,1559,3162,1603,1559,NA,NA,NA
"KPK","MALAKAND","SHANGLA","ALPURI","TEHSIL","Memorization/ Focus",3968,1863,2105,3968,1863,2105,NA,NA,NA
"KPK","MALAKAND","SHANGLA","ALPURI","TEHSIL","Self care etc",2604,1136,1468,2604,1136,1468,NA,NA,NA
"KPK","MALAKAND","SHANGLA","BISHAM","TEHSIL","Population",121252,62055,59197,121252,62055,59197,NA,NA,NA
"KPK","MALAKAND","SHANGLA","BISHAM","TEHSIL","Disability",5121,2695,2426,5121,2695,2426,NA,NA,NA
"KPK","MALAKAND","SHANGLA","BISHAM","TEHSIL","Functional limitation",10047,4725,5322,10047,4725,5322,NA,NA,NA
"KPK","MALAKAND","SHANGLA","BISHAM","TEHSIL","Seeing",1590,730,860,1590,730,860,NA,NA,NA
"KPK","MALAKAND","SHANGLA","BISHAM","TEHSIL","Hearing",1723,782,941,1723,782,941,NA,NA,NA
"KPK","MALAKAND","SHANGLA","BISHAM","TEHSIL","Walking/ Climbing",3673,1804,1869,3673,1804,1869,NA,NA,NA
"KPK","MALAKAND","SHANGLA","BISHAM","TEHSIL","Communication",1339,683,656,1339,683,656,NA,NA,NA
"KPK","MALAKAND","SHANGLA","BISHAM","TEHSIL","Memorization/ Focus",1515,733,782,1515,733,782,NA,NA,NA
"KPK","MALAKAND","SHANGLA","BISHAM","TEHSIL","Self care etc",1118,514,604,1118,514,604,NA,NA,NA
"KPK","MALAKAND","SHANGLA","CHAKISAR","TEHSIL","Population",127993,65197,62796,127993,65197,62796,NA,NA,NA
"KPK","MALAKAND","SHANGLA","CHAKISAR","TEHSIL","Disability",4195,2217,1978,4195,2217,1978,NA,NA,NA
"KPK","MALAKAND","SHANGLA","CHAKISAR","TEHSIL","Functional limitation",9539,4392,5147,9539,4392,5147,NA,NA,NA
"KPK","MALAKAND","SHANGLA","CHAKISAR","TEHSIL","Seeing",1996,949,1047,1996,949,1047,NA,NA,NA
"KPK","MALAKAND","SHANGLA","CHAKISAR","TEHSIL","Hearing",1931,888,1043,1931,888,1043,NA,NA,NA
"KPK","MALAKAND","SHANGLA","CHAKISAR","TEHSIL","Walking/ Climbing",3703,1809,1894,3703,1809,1894,NA,NA,NA
"KPK","MALAKAND","SHANGLA","CHAKISAR","TEHSIL","Communication",1270,663,607,1270,663,607,NA,NA,NA
"KPK","MALAKAND","SHANGLA","CHAKISAR","TEHSIL","Memorization/ Focus",1593,800,793,1593,800,793,NA,NA,NA
"KPK","MALAKAND","SHANGLA","CHAKISAR","TEHSIL","Self care etc",935,407,528,935,407,528,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","Population",103205,53428,49777,103205,53428,49777,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","Disability",6296,3274,3022,6296,3274,3022,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","Functional limitation",10599,5007,5592,10599,5007,5592,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","Seeing",1896,896,1000,1896,896,1000,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","Hearing",1981,926,1055,1981,926,1055,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","Walking/ Climbing",2794,1273,1521,2794,1273,1521,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","Communication",1480,759,721,1480,759,721,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","Memorization/ Focus",1808,890,918,1808,890,918,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","Self care etc",1498,696,802,1498,696,802,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","Population",171753,89890,81863,171753,89890,81863,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","Disability",7978,4196,3782,7978,4196,3782,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","Functional limitation",15075,7221,7854,15075,7221,7854,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","Seeing",2717,1294,1423,2717,1294,1423,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","Hearing",2814,1295,1519,2814,1295,1519,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","Walking/ Climbing",5609,2813,2796,5609,2813,2796,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","Communication",2114,1065,1049,2114,1065,1049,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","Memorization/ Focus",2458,1202,1256,2458,1202,1256,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","Self care etc",1745,830,915,1745,830,915,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","BIRMIL","TEHSIL","Population",112757,56389,56368,112757,56389,56368,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","BIRMIL","TEHSIL","Disability",2796,1445,1351,2796,1445,1351,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","BIRMIL","TEHSIL","Functional limitation",6280,3008,3272,6280,3008,3272,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","BIRMIL","TEHSIL","Seeing",1132,560,572,1132,560,572,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","BIRMIL","TEHSIL","Hearing",1177,541,636,1177,541,636,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","BIRMIL","TEHSIL","Walking/ Climbing",2342,1169,1173,2342,1169,1173,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","BIRMIL","TEHSIL","Communication",693,350,343,693,350,343,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","BIRMIL","TEHSIL","Memorization/ Focus",940,473,467,940,473,467,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","BIRMIL","TEHSIL","Self care etc",670,323,347,670,323,347,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","LADHA","TEHSIL","Population",108344,56823,51521,108344,56823,51521,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","LADHA","TEHSIL","Disability",1643,822,821,1643,822,821,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","LADHA","TEHSIL","Functional limitation",6285,3081,3204,6285,3081,3204,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","LADHA","TEHSIL","Seeing",1278,612,666,1278,612,666,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","LADHA","TEHSIL","Hearing",1272,620,652,1272,620,652,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","LADHA","TEHSIL","Walking/ Climbing",2163,1097,1066,2163,1097,1066,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","LADHA","TEHSIL","Communication",593,282,311,593,282,311,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","LADHA","TEHSIL","Memorization/ Focus",853,429,424,853,429,424,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","LADHA","TEHSIL","Self care etc",648,328,320,648,328,320,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","MAKIN","TEHSIL","Population",66042,35907,30135,66042,35907,30135,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","MAKIN","TEHSIL","Disability",1193,657,536,1193,657,536,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","MAKIN","TEHSIL","Functional limitation",3468,1797,1671,3468,1797,1671,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","MAKIN","TEHSIL","Seeing",551,284,267,551,284,267,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","MAKIN","TEHSIL","Hearing",582,301,281,582,301,281,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","MAKIN","TEHSIL","Walking/ Climbing",1046,545,501,1046,545,501,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","MAKIN","TEHSIL","Communication",470,290,180,470,290,180,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","MAKIN","TEHSIL","Memorization/ Focus",581,318,263,581,318,263,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","MAKIN","TEHSIL","Self care etc",416,159,257,416,159,257,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SARAROGHA","TEHSIL","Population",145118,75862,69256,145118,75862,69256,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SARAROGHA","TEHSIL","Disability",4724,2500,2224,4724,2500,2224,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SARAROGHA","TEHSIL","Functional limitation",10951,5427,5524,10951,5427,5524,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SARAROGHA","TEHSIL","Seeing",1876,954,922,1876,954,922,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SARAROGHA","TEHSIL","Hearing",2010,995,1015,2010,995,1015,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SARAROGHA","TEHSIL","Walking/ Climbing",3784,1891,1893,3784,1891,1893,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SARAROGHA","TEHSIL","Communication",1096,579,517,1096,579,517,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SARAROGHA","TEHSIL","Memorization/ Focus",1529,774,755,1529,774,755,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SARAROGHA","TEHSIL","Self care etc",1345,655,690,1345,655,690,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SERWEKAI","TEHSIL","Population",58804,30137,28667,58804,30137,28667,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SERWEKAI","TEHSIL","Disability",2210,1248,962,2210,1248,962,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SERWEKAI","TEHSIL","Functional limitation",4536,2306,2230,4536,2306,2230,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SERWEKAI","TEHSIL","Seeing",777,394,383,777,394,383,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SERWEKAI","TEHSIL","Hearing",925,476,449,925,476,449,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SERWEKAI","TEHSIL","Walking/ Climbing",1470,774,696,1470,774,696,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SERWEKAI","TEHSIL","Communication",608,296,312,608,296,312,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SERWEKAI","TEHSIL","Memorization/ Focus",724,328,396,724,328,396,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SERWEKAI","TEHSIL","Self care etc",524,337,187,524,337,187,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SHAKTOI","TEHSIL","Population",44332,23152,21180,44332,23152,21180,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SHAKTOI","TEHSIL","Disability",2780,1518,1262,2780,1518,1262,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SHAKTOI","TEHSIL","Functional limitation",4184,2175,2009,4184,2175,2009,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SHAKTOI","TEHSIL","Seeing",862,453,409,862,453,409,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SHAKTOI","TEHSIL","Hearing",858,444,414,858,444,414,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SHAKTOI","TEHSIL","Walking/ Climbing",959,475,484,959,475,484,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SHAKTOI","TEHSIL","Communication",451,250,201,451,250,201,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SHAKTOI","TEHSIL","Memorization/ Focus",588,344,244,588,344,244,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SHAKTOI","TEHSIL","Self care etc",671,334,337,671,334,337,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","TIARZA","TEHSIL","Population",65798,34896,30902,65798,34896,30902,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","TIARZA","TEHSIL","Disability",932,501,431,932,501,431,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","TIARZA","TEHSIL","Functional limitation",3755,1872,1883,3755,1872,1883,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","TIARZA","TEHSIL","Seeing",728,367,361,728,367,361,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","TIARZA","TEHSIL","Hearing",787,396,391,787,396,391,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","TIARZA","TEHSIL","Walking/ Climbing",1283,659,624,1283,659,624,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","TIARZA","TEHSIL","Communication",361,189,172,361,189,172,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","TIARZA","TEHSIL","Memorization/ Focus",589,288,301,589,288,301,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","TIARZA","TEHSIL","Self care etc",413,205,208,413,205,208,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","TOI KHULLA","TEHSIL","Population",102835,53708,49127,102835,53708,49127,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","TOI KHULLA","TEHSIL","Disability",1461,762,699,1461,762,699,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","TOI KHULLA","TEHSIL","Functional limitation",5794,2807,2987,5794,2807,2987,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","TOI KHULLA","TEHSIL","Seeing",1010,495,515,1010,495,515,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","TOI KHULLA","TEHSIL","Hearing",1185,571,614,1185,571,614,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","TOI KHULLA","TEHSIL","Walking/ Climbing",1815,897,918,1815,897,918,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","TOI KHULLA","TEHSIL","Communication",515,246,269,515,246,269,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","TOI KHULLA","TEHSIL","Memorization/ Focus",769,379,390,769,379,390,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","TOI KHULLA","TEHSIL","Self care etc",695,340,355,695,340,355,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","WANA","TEHSIL","Population",184645,92671,91974,184645,92671,91974,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","WANA","TEHSIL","Disability",2519,1244,1275,2519,1244,1275,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","WANA","TEHSIL","Functional limitation",8883,4136,4747,8883,4136,4747,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","WANA","TEHSIL","Seeing",1792,875,917,1792,875,917,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","WANA","TEHSIL","Hearing",1817,849,968,1817,849,968,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","WANA","TEHSIL","Walking/ Climbing",3208,1539,1669,3208,1539,1669,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","WANA","TEHSIL","Communication",915,443,472,915,443,472,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","WANA","TEHSIL","Memorization/ Focus",1410,660,750,1410,660,750,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","WANA","TEHSIL","Self care etc",921,406,515,921,406,515,NA,NA,NA
"KPK","MARDAN","SWABI","LAHOR","TEHSIL","Population",354383,180756,173627,308063,157441,150622,46320,23315,23005
"KPK","MARDAN","SWABI","LAHOR","TEHSIL","Disability",11733,6349,5384,10892,5902,4990,841,447,394
"KPK","MARDAN","SWABI","LAHOR","TEHSIL","Functional limitation",27608,14567,13041,24528,12985,11543,3080,1582,1498
"KPK","MARDAN","SWABI","LAHOR","TEHSIL","Seeing",4890,2636,2254,4314,2337,1977,576,299,277
"KPK","MARDAN","SWABI","LAHOR","TEHSIL","Hearing",5565,2843,2722,4880,2480,2400,685,363,322
"KPK","MARDAN","SWABI","LAHOR","TEHSIL","Walking/ Climbing",8589,4602,3987,7584,4077,3507,1005,525,480
"KPK","MARDAN","SWABI","LAHOR","TEHSIL","Communication",4114,2273,1841,3692,2056,1636,422,217,205
"KPK","MARDAN","SWABI","LAHOR","TEHSIL","Memorization/ Focus",4938,2664,2274,4403,2376,2027,535,288,247
"KPK","MARDAN","SWABI","LAHOR","TEHSIL","Self care etc",3091,1612,1479,2774,1459,1315,317,153,164
"KPK","MARDAN","SWABI","RAZAR","TEHSIL","Population",679967,347065,332902,652349,332951,319398,27618,14114,13504
"KPK","MARDAN","SWABI","RAZAR","TEHSIL","Disability",12626,7234,5392,12126,6929,5197,500,305,195
"KPK","MARDAN","SWABI","RAZAR","TEHSIL","Functional limitation",43432,23566,19866,41512,22508,19004,1920,1058,862
"KPK","MARDAN","SWABI","RAZAR","TEHSIL","Seeing",8805,4724,4081,8460,4533,3927,345,191,154
"KPK","MARDAN","SWABI","RAZAR","TEHSIL","Hearing",9034,4845,4189,8655,4647,4008,379,198,181
"KPK","MARDAN","SWABI","RAZAR","TEHSIL","Walking/ Climbing",15665,8521,7144,15005,8152,6853,660,369,291
"KPK","MARDAN","SWABI","RAZAR","TEHSIL","Communication",5506,3092,2414,5294,2971,2323,212,121,91
