"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","REGION","HOUSEHOLDS","DRINK_WTR_IMPROVE","DRINK_WTR_INSIDE","DRINK_WTR_OUTSIDE","DRINK_WTR_TAP","DRINK_WTR_MOTOR","DRINK_WTR_WELL","DRINK_WTR_FILTER","DRINK_WTR_BOTTLE","DRINK_WTR_OTHER"
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","OVERALL",2532,915,926,1606,494,84,815,NA,6,1133
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","RURAL",2532,915,926,1606,494,84,815,NA,6,1133
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","OVERALL",38875,28154,24172,14703,11547,9522,10326,2,22,7456
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","RURAL",32448,21786,18832,13616,6453,8326,10238,2,21,7408
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","URBAN",6427,6368,5340,1087,5094,1196,88,NA,1,48
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","OVERALL",12073,6777,4173,7900,1617,2306,3591,NA,17,4542
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","RURAL",7157,3218,1435,5722,279,1686,1810,NA,11,3371
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","URBAN",4916,3559,2738,2178,1338,620,1781,NA,6,1171
"BALOCHISTAN","SIBI","ZIARAT","ZIARAT","SUB-DIVISION","OVERALL",10821,5702,1553,9268,272,662,2049,3,33,7802
"BALOCHISTAN","SIBI","ZIARAT","ZIARAT","SUB-DIVISION","RURAL",10142,5127,1263,8879,256,645,1749,3,33,7456
"BALOCHISTAN","SIBI","ZIARAT","ZIARAT","SUB-DIVISION","URBAN",679,575,290,389,16,17,300,NA,NA,346
"ISLAMABAD","ISLAMABAD","ISLAMABAD","ISLAMABAD","TEHSIL","OVERALL",410993,397091,242997,167996,99487,202430,14276,46019,10889,37892
"ISLAMABAD","ISLAMABAD","ISLAMABAD","ISLAMABAD","TEHSIL","RURAL",226022,218068,136649,89373,50119,121408,10167,21187,4216,18925
"ISLAMABAD","ISLAMABAD","ISLAMABAD","ISLAMABAD","TEHSIL","URBAN",184971,179023,106348,78623,49368,81022,4109,24832,6673,18967
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","OVERALL",166617,144013,109737,56880,105941,35337,2508,761,129,21941
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","RURAL",122690,100521,71759,50931,75635,23257,2229,26,43,21500
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","URBAN",43927,43492,37978,5949,30306,12080,279,735,86,441
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","OVERALL",42537,33997,23312,19225,21780,11463,1087,6,8,8193
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","RURAL",33207,24716,15387,17820,14425,9556,1074,1,7,8144
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","URBAN",9330,9281,7925,1405,7355,1907,13,5,1,49
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","OVERALL",17038,11217,6406,10632,8308,2561,473,NA,5,5691
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","RURAL",17038,11217,6406,10632,8308,2561,473,NA,5,5691
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","OVERALL",10597,5974,2013,8584,2007,2652,1855,1,2,4080
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","RURAL",10597,5974,2013,8584,2007,2652,1855,1,2,4080
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","OVERALL",755,136,92,663,65,27,54,NA,NA,609
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","RURAL",755,136,92,663,65,27,54,NA,NA,609
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","OVERALL",14016,4576,2900,11116,2662,1146,1607,NA,7,8594
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","RURAL",14016,4576,2900,11116,2662,1146,1607,NA,7,8594
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","OVERALL",41817,36490,32223,9594,12091,17806,7986,1,55,3878
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","RURAL",41817,36490,32223,9594,12091,17806,7986,1,55,3878
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","OVERALL",48697,33718,26058,22639,17651,8223,10435,1,97,12290
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","RURAL",48697,33718,26058,22639,17651,8223,10435,1,97,12290
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","OVERALL",13131,8073,6659,6472,5277,1052,2174,1,56,4571
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","RURAL",13131,8073,6659,6472,5277,1052,2174,1,56,4571
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","OVERALL",47565,31877,26071,21494,13878,10797,9366,2,104,13418
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","RURAL",47565,31877,26071,21494,13878,10797,9366,2,104,13418
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","UTMAN KHEL","TEHSIL","OVERALL",15718,10001,8260,7458,1885,4071,5577,NA,9,4176
"KPK","MALAKAND","BAJAUR","UTMAN KHEL","TEHSIL","RURAL",15718,10001,8260,7458,1885,4071,5577,NA,9,4176
"KPK","MALAKAND","BAJAUR","UTMAN KHEL","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","BAKKA KHEL","TEHSIL","OVERALL",29374,25272,22282,7092,13179,10270,1118,2,23,4782
"KPK","BANNU","BANNU","BAKKA KHEL","TEHSIL","RURAL",29374,25272,22282,7092,13179,10270,1118,2,23,4782
"KPK","BANNU","BANNU","BAKKA KHEL","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","BANNU","TEHSIL","OVERALL",89138,85920,79617,9521,35714,48787,678,539,28,3392
"KPK","BANNU","BANNU","BANNU","TEHSIL","RURAL",82062,79010,73748,8314,32740,45296,645,129,25,3227
"KPK","BANNU","BANNU","BANNU","TEHSIL","URBAN",7076,6910,5869,1207,2974,3491,33,410,3,165
"KPK","BANNU","BANNU","DOMEL","TEHSIL","OVERALL",24038,22388,18802,5236,5629,15131,281,1,8,2988
"KPK","BANNU","BANNU","DOMEL","TEHSIL","RURAL",24038,22388,18802,5236,5629,15131,281,1,8,2988
"KPK","BANNU","BANNU","DOMEL","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","KAKKI","TEHSIL","OVERALL",13457,13272,13206,251,5859,7399,12,NA,NA,187
"KPK","BANNU","BANNU","KAKKI","TEHSIL","RURAL",13457,13272,13206,251,5859,7399,12,NA,NA,187
"KPK","BANNU","BANNU","KAKKI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","MERYAN","TEHSIL","OVERALL",21780,20995,18016,3764,7676,12880,490,NA,3,731
"KPK","BANNU","BANNU","MERYAN","TEHSIL","RURAL",21780,20995,18016,3764,7676,12880,490,NA,3,731
"KPK","BANNU","BANNU","MERYAN","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","WAZIR","SUB-DIVISION","OVERALL",5343,1575,841,4502,588,572,727,NA,25,3431
"KPK","BANNU","BANNU","WAZIR","SUB-DIVISION","RURAL",5343,1575,841,4502,588,572,727,NA,25,3431
"KPK","BANNU","BANNU","WAZIR","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"BATAGRAM","ALLAI","TEHSIL","OVERALL",34830,24437,16603,18227,23839,193,2067,1,9,8721
NA,NA,"BATAGRAM","ALLAI","TEHSIL","RURAL",34830,24437,16603,18227,23839,193,2067,1,9,8721
NA,NA,"BATAGRAM","ALLAI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","OVERALL",51366,38016,19825,31541,29953,4603,5151,NA,22,11637
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","RURAL",51366,38016,19825,31541,29953,4603,5151,NA,22,11637
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BUNER","CHAGHARZAI","TEHSIL","OVERALL",14454,12016,9954,4500,10693,826,288,NA,10,2637
"KPK","MALAKAND","BUNER","CHAGHARZAI","TEHSIL","RURAL",14454,12016,9954,4500,10693,826,288,NA,10,2637
"KPK","MALAKAND","BUNER","CHAGHARZAI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BUNER","DAGGAR","TEHSIL","OVERALL",21319,19614,15429,5890,12447,5959,1341,1,5,1566
"KPK","MALAKAND","BUNER","DAGGAR","TEHSIL","RURAL",21319,19614,15429,5890,12447,5959,1341,1,5,1566
"KPK","MALAKAND","BUNER","DAGGAR","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BUNER","GADEZAI","TEHSIL","OVERALL",21293,18355,13442,7851,9519,6684,2154,1,8,2927
"KPK","MALAKAND","BUNER","GADEZAI","TEHSIL","RURAL",21293,18355,13442,7851,9519,6684,2154,1,8,2927
"KPK","MALAKAND","BUNER","GADEZAI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BUNER","GAGRA","TEHSIL","OVERALL",19458,17974,13104,6354,7716,7955,2708,NA,25,1054
"KPK","MALAKAND","BUNER","GAGRA","TEHSIL","RURAL",19458,17974,13104,6354,7716,7955,2708,NA,25,1054
"KPK","MALAKAND","BUNER","GAGRA","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BUNER","KHADO KHEL","TEHSIL","OVERALL",17935,15734,12219,5716,4352,9134,2845,1,12,1591
"KPK","MALAKAND","BUNER","KHADO KHEL","TEHSIL","RURAL",17935,15734,12219,5716,4352,9134,2845,1,12,1591
"KPK","MALAKAND","BUNER","KHADO KHEL","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BUNER","MANDANR","TEHSIL","OVERALL",24206,21053,17141,7065,11300,8343,1954,NA,6,2603
"KPK","MALAKAND","BUNER","MANDANR","TEHSIL","RURAL",24206,21053,17141,7065,11300,8343,1954,NA,6,2603
"KPK","MALAKAND","BUNER","MANDANR","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","CHARSADDA","CHARSADDA","TEHSIL","OVERALL",129621,127848,126994,2627,3458,116486,8886,5,22,764
"KPK","PESHAWAR","CHARSADDA","CHARSADDA","TEHSIL","RURAL",106804,105272,104874,1930,2870,94753,8607,2,20,552
"KPK","PESHAWAR","CHARSADDA","CHARSADDA","TEHSIL","URBAN",22817,22576,22120,697,588,21733,279,3,2,212
"KPK","PESHAWAR","CHARSADDA","SHABQADAR","TEHSIL","OVERALL",63241,61160,58278,4963,5150,44905,11721,296,27,1142
"KPK","PESHAWAR","CHARSADDA","SHABQADAR","TEHSIL","RURAL",48034,46079,43568,4466,3361,31889,11432,260,26,1066
"KPK","PESHAWAR","CHARSADDA","SHABQADAR","TEHSIL","URBAN",15207,15081,14710,497,1789,13016,289,36,1,76
"KPK","PESHAWAR","CHARSADDA","TANGI","TEHSIL","OVERALL",71072,68822,65444,5628,4720,56581,8104,5,4,1658
"KPK","PESHAWAR","CHARSADDA","TANGI","TEHSIL","RURAL",64587,62422,59604,4983,2364,52638,7987,5,3,1590
"KPK","PESHAWAR","CHARSADDA","TANGI","TEHSIL","URBAN",6485,6400,5840,645,2356,3943,117,NA,1,68
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","DARABAN","TEHSIL","OVERALL",19400,10801,6145,13255,6308,3840,3247,6,3,5996
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","DARABAN","TEHSIL","RURAL",19400,10801,6145,13255,6308,3840,3247,6,3,5996
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","DARABAN","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","DERA ISMAIL KHAN","TEHSIL","OVERALL",116498,108400,78566,37932,31309,62038,2293,12584,64,8210
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","DERA ISMAIL KHAN","TEHSIL","RURAL",80760,73395,56433,24327,25780,41294,2212,4012,39,7423
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","DERA ISMAIL KHAN","TEHSIL","URBAN",35738,35005,22133,13605,5529,20744,81,8572,25,787
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","DRAZANDA","SUB-DIVISION","OVERALL",9765,3353,2029,7736,1480,1165,824,NA,NA,6296
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","DRAZANDA","SUB-DIVISION","RURAL",9765,3353,2029,7736,1480,1165,824,NA,NA,6296
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","DRAZANDA","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","KULACHI","TEHSIL","OVERALL",16119,11777,7771,8348,9459,1971,3001,2,10,1676
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","KULACHI","TEHSIL","RURAL",12076,7752,5442,6634,5992,1421,2998,2,5,1658
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","KULACHI","TEHSIL","URBAN",4043,4025,2329,1714,3467,550,3,NA,5,18
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAHARPUR","TEHSIL","OVERALL",59461,54894,49645,9816,20468,30937,3857,95,3,4101
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAHARPUR","TEHSIL","RURAL",45999,41523,36368,9631,14984,23076,3846,78,3,4012
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAHARPUR","TEHSIL","URBAN",13462,13371,13277,185,5484,7861,11,17,NA,89
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAROA","TEHSIL","OVERALL",48778,37158,21204,27574,13208,15914,1243,548,52,17813
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAROA","TEHSIL","RURAL",42230,31995,18597,23633,11272,14710,1239,531,14,14464
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAROA","TEHSIL","URBAN",6548,5163,2607,3941,1936,1204,4,17,38,3349
"KPK","KOHAT","HANGU","HANGU","TEHSIL","OVERALL",33434,30004,19659,13775,7667,7188,10777,4,48,7750
"KPK","KOHAT","HANGU","HANGU","TEHSIL","RURAL",27795,24624,15069,12726,6929,5131,8502,3,38,7192
"KPK","KOHAT","HANGU","HANGU","TEHSIL","URBAN",5639,5380,4590,1049,738,2057,2275,1,10,558
"KPK","KOHAT","HANGU","TALL","TEHSIL","OVERALL",27714,24866,20614,7100,5752,13309,5462,1,16,3174
"KPK","KOHAT","HANGU","TALL","TEHSIL","RURAL",22619,19848,16158,6461,4529,11007,4024,1,8,3050
"KPK","KOHAT","HANGU","TALL","TEHSIL","URBAN",5095,5018,4456,639,1223,2302,1438,NA,8,124
"KPK","HAZARA","HARIPUR","GHAZI","TEHSIL","OVERALL",26243,22289,12246,13997,14611,5782,2645,7,4,3194
"KPK","HAZARA","HARIPUR","GHAZI","TEHSIL","RURAL",26243,22289,12246,13997,14611,5782,2645,7,4,3194
"KPK","HAZARA","HARIPUR","GHAZI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","HARIPUR","HARIPUR","TEHSIL","OVERALL",135282,128376,103379,31903,95108,26280,8133,28,81,5652
"KPK","HAZARA","HARIPUR","HARIPUR","TEHSIL","RURAL",110776,103952,81343,29433,72883,24207,8027,15,73,5571
"KPK","HAZARA","HARIPUR","HARIPUR","TEHSIL","URBAN",24506,24424,22036,2470,22225,2073,106,13,8,81
"KPK","HAZARA","HARIPUR","KHANPUR","TEHSIL","OVERALL",30926,24492,17631,13295,13847,9303,2200,5,26,5545
"KPK","HAZARA","HARIPUR","KHANPUR","TEHSIL","RURAL",30926,24492,17631,13295,13847,9303,2200,5,26,5545
"KPK","HAZARA","HARIPUR","KHANPUR","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","KOHAT","KARAK","BANDA DAUD SHAH","TEHSIL","OVERALL",22259,16120,3162,19097,1554,4842,4751,4,41,11067
"KPK","KOHAT","KARAK","BANDA DAUD SHAH","TEHSIL","RURAL",22259,16120,3162,19097,1554,4842,4751,4,41,11067
"KPK","KOHAT","KARAK","BANDA DAUD SHAH","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","KOHAT","KARAK","KARAK","TEHSIL","OVERALL",39930,32826,10719,29211,7397,13653,3355,13,60,15452
"KPK","KOHAT","KARAK","KARAK","TEHSIL","RURAL",31994,25421,8915,23079,5987,13011,2989,11,37,9959
"KPK","KOHAT","KARAK","KARAK","TEHSIL","URBAN",7936,7405,1804,6132,1410,642,366,2,23,5493
"KPK","KOHAT","KARAK","TAKHT-E-NASRATI","TEHSIL","OVERALL",33808,29182,13352,20456,9189,14559,2095,3,207,7755
"KPK","KOHAT","KARAK","TAKHT-E-NASRATI","TEHSIL","RURAL",33808,29182,13352,20456,9189,14559,2095,3,207,7755
"KPK","KOHAT","KARAK","TAKHT-E-NASRATI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","BARA","TEHSIL","OVERALL",76240,54514,31385,44855,38777,6734,10995,4,16,19714
"KPK","PESHAWAR","KHYBER","BARA","TEHSIL","RURAL",76240,54514,31385,44855,38777,6734,10995,4,16,19714
"KPK","PESHAWAR","KHYBER","BARA","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","JAMRUD","TEHSIL","OVERALL",37127,30891,16484,20643,19080,4271,10312,16,33,3415
"KPK","PESHAWAR","KHYBER","JAMRUD","TEHSIL","RURAL",28664,22846,11861,16803,14018,3640,7897,NA,33,3076
"KPK","PESHAWAR","KHYBER","JAMRUD","TEHSIL","URBAN",8463,8045,4623,3840,5062,631,2415,16,NA,339
"KPK","PESHAWAR","KHYBER","LANDI KOTAL","TEHSIL","OVERALL",47515,29337,13140,34375,12484,6354,14369,7,249,14052
"KPK","PESHAWAR","KHYBER","LANDI KOTAL","TEHSIL","RURAL",42150,25046,11815,30335,11353,5491,13556,5,247,11498
"KPK","PESHAWAR","KHYBER","LANDI KOTAL","TEHSIL","URBAN",5365,4291,1325,4040,1131,863,813,2,2,2554
"KPK","PESHAWAR","KHYBER","MULLA GORI","TEHSIL","OVERALL",5923,3013,2516,3407,728,951,1828,NA,15,2401
"KPK","PESHAWAR","KHYBER","MULLA GORI","TEHSIL","RURAL",5923,3013,2516,3407,728,951,1828,NA,15,2401
"KPK","PESHAWAR","KHYBER","MULLA GORI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","KOHAT","KOHAT","DARRA ADAM KHEL","SUB-DIVISION","OVERALL",18161,14889,9874,8287,8535,4623,1721,NA,79,3203
"KPK","KOHAT","KOHAT","DARRA ADAM KHEL","SUB-DIVISION","RURAL",18161,14889,9874,8287,8535,4623,1721,NA,79,3203
"KPK","KOHAT","KOHAT","DARRA ADAM KHEL","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","KOHAT","KOHAT","GUMBAT","TEHSIL","OVERALL",18466,15868,12028,6438,6355,7893,920,15,22,3261
"KPK","KOHAT","KOHAT","GUMBAT","TEHSIL","RURAL",18466,15868,12028,6438,6355,7893,920,15,22,3261
"KPK","KOHAT","KOHAT","GUMBAT","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","KOHAT","KOHAT","KOHAT","TEHSIL","OVERALL",111368,103851,90467,20901,38973,56338,9413,44,170,6430
"KPK","KOHAT","KOHAT","KOHAT","TEHSIL","RURAL",75605,68738,61523,14082,21217,40369,8139,NA,161,5719
"KPK","KOHAT","KOHAT","KOHAT","TEHSIL","URBAN",35763,35113,28944,6819,17756,15969,1274,44,9,711
"KPK","KOHAT","KOHAT","LACHI","TEHSIL","OVERALL",21684,17116,6494,15190,5166,5114,1989,2,36,9377
"KPK","KOHAT","KOHAT","LACHI","TEHSIL","RURAL",15538,11072,4948,10590,3247,4621,1948,1,36,5685
"KPK","KOHAT","KOHAT","LACHI","TEHSIL","URBAN",6146,6044,1546,4600,1919,493,41,1,NA,3692
"KPK","HAZARA","KOLAI PALAS KOHISTAN","BATTAIRA","SUB-DIVISION","OVERALL",19313,5028,3630,15683,4714,152,208,1,30,14208
"KPK","HAZARA","KOLAI PALAS KOHISTAN","BATTAIRA","SUB-DIVISION","RURAL",19313,5028,3630,15683,4714,152,208,1,30,14208
"KPK","HAZARA","KOLAI PALAS KOHISTAN","BATTAIRA","SUB-DIVISION","URBAN",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","KOLAI PALAS KOHISTAN","PALAS","SUB-DIVISION","OVERALL",14670,3986,2366,12304,3780,89,186,4,17,10594
"KPK","HAZARA","KOLAI PALAS KOHISTAN","PALAS","SUB-DIVISION","RURAL",14670,3986,2366,12304,3780,89,186,4,17,10594
"KPK","HAZARA","KOLAI PALAS KOHISTAN","PALAS","SUB-DIVISION","URBAN",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","KOHAT","KURRAM","CENTRAL KURRAM F.R","TEHSIL","OVERALL",41111,17100,15346,25765,15728,242,1743,1,44,23353
"KPK","KOHAT","KURRAM","CENTRAL KURRAM F.R","TEHSIL","RURAL",41111,17100,15346,25765,15728,242,1743,1,44,23353
"KPK","KOHAT","KURRAM","CENTRAL KURRAM F.R","TEHSIL","URBAN",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","KOHAT","KURRAM","LOWER KURRAM","TEHSIL","OVERALL",19319,16180,13671,5648,5776,4074,7409,1,68,1991
"KPK","KOHAT","KURRAM","LOWER KURRAM","TEHSIL","RURAL",15376,12769,10800,4576,4524,3213,5957,NA,57,1625
"KPK","KOHAT","KURRAM","LOWER KURRAM","TEHSIL","URBAN",3943,3411,2871,1072,1252,861,1452,1,11,366
"KPK","KOHAT","KURRAM","UPPER KURRAM","TEHSIL","OVERALL",34118,27658,20709,13409,17453,2451,4888,184,19,9123
"KPK","KOHAT","KURRAM","UPPER KURRAM","TEHSIL","RURAL",33323,26866,20526,12797,17199,2444,4888,7,19,8766
"KPK","KOHAT","KURRAM","UPPER KURRAM","TEHSIL","URBAN",795,792,183,612,254,7,NA,177,NA,357
"KPK","BANNU","LAKKI MARWAT","BETTANI","SUB-DIVISION","OVERALL",5016,3056,2143,2873,887,1778,494,1,2,1854
"KPK","BANNU","LAKKI MARWAT","BETTANI","SUB-DIVISION","RURAL",5016,3056,2143,2873,887,1778,494,1,2,1854
"KPK","BANNU","LAKKI MARWAT","BETTANI","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","LAKKI MARWAT","GHAZNI KHEL","TEHSIL","OVERALL",43615,39225,25596,18019,17248,9139,3847,14,127,13240
"KPK","BANNU","LAKKI MARWAT","GHAZNI KHEL","TEHSIL","RURAL",43615,39225,25596,18019,17248,9139,3847,14,127,13240
"KPK","BANNU","LAKKI MARWAT","GHAZNI KHEL","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","LAKKI MARWAT","LAKKI MARWAT","TEHSIL","OVERALL",45072,41083,30339,14733,12618,24521,3260,7,17,4649
"KPK","BANNU","LAKKI MARWAT","LAKKI MARWAT","TEHSIL","RURAL",34902,31346,21430,13472,9076,18639,2959,6,10,4212
"KPK","BANNU","LAKKI MARWAT","LAKKI MARWAT","TEHSIL","URBAN",10170,9737,8909,1261,3542,5882,301,1,7,437
"KPK","BANNU","LAKKI MARWAT","SARAI NAURANG","TEHSIL","OVERALL",38097,34934,28294,9803,19265,14532,547,7,32,3714
"KPK","BANNU","LAKKI MARWAT","SARAI NAURANG","TEHSIL","RURAL",34373,31264,24951,9422,16764,13378,534,7,32,3658
"KPK","BANNU","LAKKI MARWAT","SARAI NAURANG","TEHSIL","URBAN",3724,3670,3343,381,2501,1154,13,NA,NA,56
"KPK","MALAKAND","LOWER CHITRAL","CHITRAL","SUB-DIVISION","OVERALL",30425,28294,22241,8184,27554,365,453,NA,16,2037
"KPK","MALAKAND","LOWER CHITRAL","CHITRAL","SUB-DIVISION","RURAL",22070,20252,14464,7606,19745,208,372,NA,16,1729
"KPK","MALAKAND","LOWER CHITRAL","CHITRAL","SUB-DIVISION","URBAN",8355,8042,7777,578,7809,157,81,NA,NA,308
"KPK","MALAKAND","LOWER CHITRAL","DROSH","SUB-DIVISION","OVERALL",15603,9791,7239,8364,8483,407,864,NA,71,5778
"KPK","MALAKAND","LOWER CHITRAL","DROSH","SUB-DIVISION","RURAL",15603,9791,7239,8364,8483,407,864,NA,71,5778
"KPK","MALAKAND","LOWER CHITRAL","DROSH","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","LOWER DIR","ADENZAI","SUB-DIVISION","OVERALL",48639,36043,25760,22879,13077,8860,15409,26,43,11224
