"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","VARS","ALL_SEXES_OVERALL","MALE_OVERALL","FEMALE_OVERALL","TGEND_OVERALL","ALL_SEXES_RURAL","MALE_RURAL","FEMALE_RURAL","TGEND_RURAL","ALL_SEXES_URBAN","MALE_URBAN","FEMALE_URBAN","TGEND_URBAN"
"BALOCHISTAN","SIBI","ZIARAT","ZIARAT","SUB-DIVISION","Enrolment Primary",8851,5000,3851,NA,8482,4819,3663,NA,369,181,188,NA
"BALOCHISTAN","SIBI","ZIARAT","ZIARAT","SUB-DIVISION","Enrolment Middle",3191,1743,1448,NA,2980,1637,1343,NA,211,106,105,NA
"BALOCHISTAN","SIBI","ZIARAT","ZIARAT","SUB-DIVISION","Enrolment Matric",1249,715,533,1,1141,661,480,NA,108,54,53,1
"BALOCHISTAN","SIBI","ZIARAT","ZIARAT","SUB-DIVISION","Enrolment Intermidiate",1231,733,498,NA,1059,638,421,NA,172,95,77,NA
"BALOCHISTAN","SIBI","ZIARAT","ZIARAT","SUB-DIVISION","Enrolment Graduation above",1130,741,389,NA,963,629,334,NA,167,112,55,NA
"BALOCHISTAN","SIBI","ZIARAT","ZIARAT","SUB-DIVISION","Never to School (all)",28018,10142,17874,2,26738,9643,17093,2,1280,499,781,NA
"BALOCHISTAN","SIBI","ZIARAT","ZIARAT","SUB-DIVISION","Drop Out (5 - 16)",1624,727,897,NA,1567,704,863,NA,57,23,34,NA
"BALOCHISTAN","SIBI","ZIARAT","ZIARAT","SUB-DIVISION","Never to School (5-16)",12336,5415,6921,NA,11900,5195,6705,NA,436,220,216,NA
"BALOCHISTAN","SIBI","ZIARAT","ZIARAT","SUB-DIVISION","Out of School Children (5-16)",13960,6142,7818,NA,13467,5899,7568,NA,493,243,250,NA
"ISLAMABAD","ISLAMABAD","ISLAMABAD","ISLAMABAD","TEHSIL","Population >=5",2045762,1086208,959284,270,1106070,579846,526174,50,939692,506362,433110,220
"ISLAMABAD","ISLAMABAD","ISLAMABAD","ISLAMABAD","TEHSIL","Population >=10",1797000,957253,839477,270,969739,509810,459879,50,827261,447443,379598,220
"ISLAMABAD","ISLAMABAD","ISLAMABAD","ISLAMABAD","TEHSIL","Literate >=10",1508916,844545,664244,127,823071,454401,368646,24,685845,390144,295598,103
"ISLAMABAD","ISLAMABAD","ISLAMABAD","ISLAMABAD","TEHSIL","Literate %",83.97,88.23,79.13,47.04,84.88,89.13,80.16,48,82.91,87.19,77.87,46.82
"ISLAMABAD","ISLAMABAD","ISLAMABAD","ISLAMABAD","TEHSIL","Ever Attended",1708958,951633,757204,121,935795,514288,421483,24,773163,437345,335721,97
"ISLAMABAD","ISLAMABAD","ISLAMABAD","ISLAMABAD","TEHSIL","Primary Completed",144971,76360,68599,12,83232,42627,40602,3,61739,33733,27997,9
"ISLAMABAD","ISLAMABAD","ISLAMABAD","ISLAMABAD","TEHSIL","Enrolment Primary",275427,145524,129903,NA,152562,79984,72578,NA,122865,65540,57325,NA
"ISLAMABAD","ISLAMABAD","ISLAMABAD","ISLAMABAD","TEHSIL","Enrolment Middle",129238,68805,60429,4,71930,37489,34440,1,57308,31316,25989,3
"ISLAMABAD","ISLAMABAD","ISLAMABAD","ISLAMABAD","TEHSIL","Enrolment Matric",79643,41570,38069,4,44545,22841,21703,1,35098,18729,16366,3
"ISLAMABAD","ISLAMABAD","ISLAMABAD","ISLAMABAD","TEHSIL","Enrolment Intermidiate",60748,32772,27976,NA,33250,17692,15558,NA,27498,15080,12418,NA
"ISLAMABAD","ISLAMABAD","ISLAMABAD","ISLAMABAD","TEHSIL","Enrolment Graduation above",94117,47972,46141,4,46158,23124,23031,3,47959,24848,23110,1
"ISLAMABAD","ISLAMABAD","ISLAMABAD","ISLAMABAD","TEHSIL","Never to School (all)",336804,134575,202080,149,170275,65558,104691,26,166529,69017,97389,123
"ISLAMABAD","ISLAMABAD","ISLAMABAD","ISLAMABAD","TEHSIL","Drop Out (5 - 16)",48650,27905,20744,1,25120,13971,11149,NA,23530,13934,9595,1
"ISLAMABAD","ISLAMABAD","ISLAMABAD","ISLAMABAD","TEHSIL","Never to School (5-16)",40477,19944,20531,2,18552,9444,9107,1,21925,10500,11424,1
"ISLAMABAD","ISLAMABAD","ISLAMABAD","ISLAMABAD","TEHSIL","Out of School Children (5-16)",89127,47849,41275,3,43672,23415,20256,1,45455,24434,21019,2
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","Population >=5",866079,437474,428548,57,639089,321998,317073,18,226990,115476,111475,39
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","Population >=10",748840,378496,370287,57,549983,277250,272715,18,198857,101246,97572,39
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","Literate >=10",587020,328782,258206,32,417800,237105,180684,11,169220,91677,77522,21
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","Literate %",78.39,86.87,69.73,56.14,75.97,85.52,66.25,61.11,85.1,90.55,79.45,53.85
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","Ever Attended",690093,381836,308229,28,497460,278009,219443,8,192633,103827,88786,20
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","Primary Completed",75356,36397,38953,6,61553,29849,31702,2,13803,6548,7251,4
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","Enrolment Primary",135272,68472,66800,NA,103577,52506,51071,NA,31695,15966,15729,NA
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","Enrolment Middle",62018,32144,29874,NA,46072,23845,22227,NA,15946,8299,7647,NA
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","Enrolment Matric",35414,18316,17095,3,25198,13188,12008,2,10216,5128,5087,1
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","Enrolment Intermidiate",25109,13365,11744,NA,16904,8988,7916,NA,8205,4377,3828,NA
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","Enrolment Graduation above",27346,13398,13946,2,14563,7408,7153,2,12783,5990,6793,NA
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","Never to School (all)",175986,55638,120319,29,141629,43989,97630,10,34357,11649,22689,19
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","Drop Out (5 - 16)",17836,8378,9457,1,13849,6196,7653,NA,3987,2182,1804,1
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","Never to School (5-16)",13354,5965,7389,NA,9602,3958,5644,NA,3752,2007,1745,NA
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","Out of School Children (5-16)",31190,14343,16846,1,23451,10154,13297,NA,7739,4189,3549,1
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","Population >=5",224142,111213,112885,44,174354,86346,88006,2,49788,24867,24879,42
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","Population >=10",191383,94726,96613,44,148688,73448,75238,2,42695,21278,21375,42
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","Literate >=10",145595,80850,64735,10,109962,61759,48202,1,35633,19091,16533,9
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","Literate %",76.08,85.35,67,22.73,73.95,84.09,64.07,50,83.46,89.72,77.35,21.43
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","Ever Attended",176645,96678,79957,10,134585,74340,60244,1,42060,22338,19713,9
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","Primary Completed",23262,10877,12382,3,19407,9083,10323,1,3855,1794,2059,2
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","Enrolment Primary",37052,18729,18323,NA,28865,14592,14273,NA,8187,4137,4050,NA
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","Enrolment Middle",16251,8122,8129,NA,12403,6223,6180,NA,3848,1899,1949,NA
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","Enrolment Matric",8670,4453,4217,NA,6302,3281,3021,NA,2368,1172,1196,NA
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","Enrolment Intermidiate",5777,3039,2738,NA,4051,2166,1885,NA,1726,873,853,NA
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","Enrolment Graduation above",4705,2383,2322,NA,2638,1322,1316,NA,2067,1061,1006,NA
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","Never to School (all)",47497,14535,32928,34,39769,12006,27762,1,7728,2529,5166,33
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","Drop Out (5 - 16)",5946,2796,3150,NA,5286,2454,2832,NA,660,342,318,NA
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","Never to School (5-16)",3508,1654,1854,NA,2606,1189,1417,NA,902,465,437,NA
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","Out of School Children (5-16)",9454,4450,5004,NA,7892,3643,4249,NA,1562,807,755,NA
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","Population >=5",87625,43151,44473,1,87625,43151,44473,1,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","Population >=10",76652,37675,38976,1,76652,37675,38976,1,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","Literate >=10",56516,31029,25486,1,56516,31029,25486,1,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","Literate %",73.73,82.36,65.39,100,73.73,82.36,65.39,100,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","Ever Attended",66791,36126,30664,1,66791,36126,30664,1,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","Primary Completed",8798,4275,4523,NA,8798,4275,4523,NA,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","Enrolment Primary",12937,6493,6444,NA,12937,6493,6444,NA,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","Enrolment Middle",5551,2712,2839,NA,5551,2712,2839,NA,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","Enrolment Matric",3392,1614,1778,NA,3392,1614,1778,NA,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","Enrolment Intermidiate",2067,1063,1004,NA,2067,1063,1004,NA,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","Enrolment Graduation above",1329,589,740,NA,1329,589,740,NA,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","Never to School (all)",20834,7025,13809,NA,20834,7025,13809,NA,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","Drop Out (5 - 16)",1671,824,847,NA,1671,824,847,NA,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","Never to School (5-16)",1248,586,662,NA,1248,586,662,NA,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","Out of School Children (5-16)",2919,1410,1509,NA,2919,1410,1509,NA,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","Population >=5",53136,26304,26830,2,53136,26304,26830,2,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","Population >=10",46438,22965,23471,2,46438,22965,23471,2,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","Literate >=10",33279,19511,13767,1,33279,19511,13767,1,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","Literate %",71.66,84.96,58.66,50,71.66,84.96,58.66,50,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","Ever Attended",39696,22790,16906,NA,39696,22790,16906,NA,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","Primary Completed",4947,2082,2865,NA,4947,2082,2865,NA,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","Enrolment Primary",8127,4063,4064,NA,8127,4063,4064,NA,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","Enrolment Middle",3549,1855,1694,NA,3549,1855,1694,NA,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","Enrolment Matric",1813,1000,813,NA,1813,1000,813,NA,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","Enrolment Intermidiate",1112,599,513,NA,1112,599,513,NA,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","Enrolment Graduation above",775,427,348,NA,775,427,348,NA,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","Never to School (all)",13440,3514,9924,2,13440,3514,9924,2,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","Drop Out (5 - 16)",1053,371,682,NA,1053,371,682,NA,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","Never to School (5-16)",796,321,475,NA,796,321,475,NA,NA,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","Out of School Children (5-16)",1849,692,1157,NA,1849,692,1157,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","Population >=5",2919,1479,1439,1,2919,1479,1439,1,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","Population >=10",2318,1186,1131,1,2318,1186,1131,1,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","Literate >=10",552,493,59,NA,552,493,59,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","Literate %",23.81,41.57,5.22,NA,23.81,41.57,5.22,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","Ever Attended",774,665,109,NA,774,665,109,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","Primary Completed",83,79,4,NA,83,79,4,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","Enrolment Primary",353,281,72,NA,353,281,72,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","Enrolment Middle",44,40,4,NA,44,40,4,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","Enrolment Matric",21,18,3,NA,21,18,3,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","Enrolment Intermidiate",4,4,NA,NA,4,4,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","Enrolment Graduation above",4,4,NA,NA,4,4,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","Never to School (all)",2145,814,1330,1,2145,814,1330,1,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","Drop Out (5 - 16)",68,51,17,NA,68,51,17,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","Never to School (5-16)",772,236,536,NA,772,236,536,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","Out of School Children (5-16)",840,287,553,NA,840,287,553,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","Population >=5",71626,35895,35731,NA,71626,35895,35731,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","Population >=10",54063,27044,27019,NA,54063,27044,27019,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","Literate >=10",12645,9537,3108,NA,12645,9537,3108,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","Literate %",23.39,35.26,11.5,NA,23.39,35.26,11.5,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","Ever Attended",19412,13977,5435,NA,19412,13977,5435,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","Primary Completed",1979,1441,538,NA,1979,1441,538,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","Enrolment Primary",9157,5863,3294,NA,9157,5863,3294,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","Enrolment Middle",2868,2112,756,NA,2868,2112,756,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","Enrolment Matric",1048,829,219,NA,1048,829,219,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","Enrolment Intermidiate",670,524,146,NA,670,524,146,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","Enrolment Graduation above",567,447,120,NA,567,447,120,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","Never to School (all)",52214,21918,30296,NA,52214,21918,30296,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","Drop Out (5 - 16)",746,377,369,NA,746,377,369,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","Never to School (5-16)",19563,7347,12216,NA,19563,7347,12216,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","Out of School Children (5-16)",20309,7724,12585,NA,20309,7724,12585,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","Population >=5",245781,124710,121069,2,245781,124710,121069,2,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","Population >=10",193443,98490,94951,2,193443,98490,94951,2,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","Literate >=10",64370,46432,17938,NA,64370,46432,17938,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","Literate %",33.28,47.14,18.89,NA,33.28,47.14,18.89,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","Ever Attended",83266,58993,24273,NA,83266,58993,24273,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","Primary Completed",6797,4844,1953,NA,6797,4844,1953,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","Enrolment Primary",31104,19248,11856,NA,31104,19248,11856,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","Enrolment Middle",10316,7165,3151,NA,10316,7165,3151,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","Enrolment Matric",4778,3587,1191,NA,4778,3587,1191,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","Enrolment Intermidiate",3571,2724,847,NA,3571,2724,847,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","Enrolment Graduation above",4182,3399,783,NA,4182,3399,783,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","Never to School (all)",162515,65717,96796,2,162515,65717,96796,2,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","Drop Out (5 - 16)",3111,1672,1439,NA,3111,1672,1439,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","Never to School (5-16)",55966,21016,34949,1,55966,21016,34949,1,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","Out of School Children (5-16)",59077,22688,36388,1,59077,22688,36388,1,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","Population >=5",291537,148512,143021,4,291537,148512,143021,4,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","Population >=10",230293,117577,112712,4,230293,117577,112712,4,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","Literate >=10",56373,45845,10527,1,56373,45845,10527,1,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","Literate %",24.48,38.99,9.34,25,24.48,38.99,9.34,25,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","Ever Attended",69459,57037,12422,NA,69459,57037,12422,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","Primary Completed",6968,5973,995,NA,6968,5973,995,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","Enrolment Primary",26784,20384,6400,NA,26784,20384,6400,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","Enrolment Middle",7920,6713,1207,NA,7920,6713,1207,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","Enrolment Matric",3490,3057,433,NA,3490,3057,433,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","Enrolment Intermidiate",2404,2144,260,NA,2404,2144,260,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","Enrolment Graduation above",2438,2282,156,NA,2438,2282,156,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","Never to School (all)",222078,91475,130599,4,222078,91475,130599,4,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","Drop Out (5 - 16)",3595,2393,1202,NA,3595,2393,1202,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","Never to School (5-16)",82329,30485,51840,4,82329,30485,51840,4,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","Out of School Children (5-16)",85924,32878,53042,4,85924,32878,53042,4,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","Population >=5",76339,38876,37459,4,76339,38876,37459,4,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","Population >=10",58987,30129,28854,4,58987,30129,28854,4,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","Literate >=10",16159,12509,3649,1,16159,12509,3649,1,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","Literate %",27.39,41.52,12.65,25,27.39,41.52,12.65,25,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","Ever Attended",20550,16078,4471,1,20550,16078,4471,1,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","Primary Completed",1732,1484,248,NA,1732,1484,248,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","Enrolment Primary",8688,6061,2627,NA,8688,6061,2627,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","Enrolment Middle",2098,1806,292,NA,2098,1806,292,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","Enrolment Matric",903,776,127,NA,903,776,127,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","Enrolment Intermidiate",636,570,66,NA,636,570,66,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","Enrolment Graduation above",684,610,74,NA,684,610,74,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","Never to School (all)",55789,22798,32988,3,55789,22798,32988,3,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","Drop Out (5 - 16)",1387,842,545,NA,1387,842,545,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","Never to School (5-16)",22376,8340,14035,1,22376,8340,14035,1,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","Out of School Children (5-16)",23763,9182,14580,1,23763,9182,14580,1,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","Population >=5",256203,128715,127485,3,256203,128715,127485,3,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","Population >=10",199104,99722,99379,3,199104,99722,99379,3,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","Literate >=10",39630,32057,7573,NA,39630,32057,7573,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","Literate %",19.9,32.15,7.62,NA,19.9,32.15,7.62,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","Ever Attended",55624,44540,11084,NA,55624,44540,11084,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","Primary Completed",4900,3999,901,NA,4900,3999,901,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","Enrolment Primary",22853,16758,6095,NA,22853,16758,6095,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","Enrolment Middle",7143,5880,1263,NA,7143,5880,1263,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","Enrolment Matric",3070,2623,447,NA,3070,2623,447,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","Enrolment Intermidiate",1958,1661,297,NA,1958,1661,297,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","Enrolment Graduation above",2127,1948,179,NA,2127,1948,179,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","Never to School (all)",200579,84175,116401,3,200579,84175,116401,3,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","Drop Out (5 - 16)",2437,1542,895,NA,2437,1542,895,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","Never to School (5-16)",76437,29928,46508,1,76437,29928,46508,1,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","Out of School Children (5-16)",78874,31470,47403,1,78874,31470,47403,1,NA,NA,NA,NA
