"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","LANGUAGE","ALL_SEXES_OVERALL","FEMALE_OVERALL","MALE_OVERALL","TGEND_OVERALL","ALL_SEXES_RURAL","FEMALE_RURAL","MALE_RURAL","TGEND_RURAL","ALL_SEXES_URBAN","FEMALE_URBAN","MALE_URBAN","TGEND_URBAN"
"BALOCHISTAN","KALAT","LASBELA","BELA","SUB-DIVISION","SHINA",2,1,1,NA,2,1,1,NA,NA,NA,NA,NA
"BALOCHISTAN","KALAT","LASBELA","BELA","SUB-DIVISION","SINDHI",10658,5181,5477,NA,9797,4758,5039,NA,861,423,438,NA
"BALOCHISTAN","KALAT","LASBELA","BELA","SUB-DIVISION","TOTAL",129264,62251,67004,9,99884,48749,51127,8,29380,13502,15877,1
"BALOCHISTAN","KALAT","LASBELA","BELA","SUB-DIVISION","URDU",125,70,55,NA,45,22,23,NA,80,48,32,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","BALOCHI",9253,4435,4818,NA,9253,4435,4818,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","BRAHVI",53960,24429,29527,4,53960,24429,29527,4,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","HINDKO",33,13,20,NA,33,13,20,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","KASHMIRI",15,6,9,NA,15,6,9,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","KOHIOSTANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","OTHERS",14,4,10,NA,14,4,10,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","PUNJABI",4,2,2,NA,4,2,2,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","PUSHTO",3,1,2,NA,3,1,2,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","SARAIKI",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","SHINA",11,4,7,NA,11,4,7,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","SINDHI",11,6,5,NA,11,6,5,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","TOTAL",63368,28930,34434,4,63368,28930,34434,4,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","URDU",63,29,34,NA,63,29,34,NA,NA,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","BHAG","SUB-DIVISION","BALOCHI",42328,20748,21579,1,39043,19083,19959,1,3285,1665,1620,NA
"BALOCHISTAN","NASIRABAD","KACHHI","BHAG","SUB-DIVISION","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","BHAG","SUB-DIVISION","BRAHVI",2305,1035,1270,NA,2017,898,1119,NA,288,137,151,NA
"BALOCHISTAN","NASIRABAD","KACHHI","BHAG","SUB-DIVISION","HINDKO",4,2,2,NA,3,1,2,NA,1,1,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","BHAG","SUB-DIVISION","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","BHAG","SUB-DIVISION","KASHMIRI",28,14,14,NA,22,11,11,NA,6,3,3,NA
"BALOCHISTAN","NASIRABAD","KACHHI","BHAG","SUB-DIVISION","KOHIOSTANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","BHAG","SUB-DIVISION","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","BHAG","SUB-DIVISION","OTHERS",35,15,20,NA,31,14,17,NA,4,1,3,NA
"BALOCHISTAN","NASIRABAD","KACHHI","BHAG","SUB-DIVISION","PUNJABI",19,7,12,NA,1,NA,1,NA,18,7,11,NA
"BALOCHISTAN","NASIRABAD","KACHHI","BHAG","SUB-DIVISION","PUSHTO",43,19,24,NA,36,14,22,NA,7,5,2,NA
"BALOCHISTAN","NASIRABAD","KACHHI","BHAG","SUB-DIVISION","SARAIKI",21874,10986,10886,2,13438,6644,6793,1,8436,4342,4093,1
"BALOCHISTAN","NASIRABAD","KACHHI","BHAG","SUB-DIVISION","SHINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","BHAG","SUB-DIVISION","SINDHI",16985,8371,8614,NA,10432,5048,5384,NA,6553,3323,3230,NA
"BALOCHISTAN","NASIRABAD","KACHHI","BHAG","SUB-DIVISION","TOTAL",83687,41230,42454,3,65053,31725,33326,2,18634,9505,9128,1
"BALOCHISTAN","NASIRABAD","KACHHI","BHAG","SUB-DIVISION","URDU",66,33,33,NA,30,12,18,NA,36,21,15,NA
"BALOCHISTAN","LORALAI","LORALAI","BORI","SUB-DIVISION","BALOCHI",2815,1338,1477,NA,981,458,523,NA,1834,880,954,NA
"BALOCHISTAN","LORALAI","LORALAI","BORI","SUB-DIVISION","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","LORALAI","BORI","SUB-DIVISION","BRAHVI",136,75,61,NA,135,75,60,NA,1,NA,1,NA
"BALOCHISTAN","LORALAI","LORALAI","BORI","SUB-DIVISION","HINDKO",117,63,54,NA,15,8,7,NA,102,55,47,NA
"BALOCHISTAN","LORALAI","LORALAI","BORI","SUB-DIVISION","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","LORALAI","BORI","SUB-DIVISION","KASHMIRI",69,32,37,NA,3,1,2,NA,66,31,35,NA
"BALOCHISTAN","LORALAI","LORALAI","BORI","SUB-DIVISION","KOHIOSTANI",2,1,1,NA,2,1,1,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","LORALAI","BORI","SUB-DIVISION","MEWATI",3,2,1,NA,NA,NA,NA,NA,3,2,1,NA
"BALOCHISTAN","LORALAI","LORALAI","BORI","SUB-DIVISION","OTHERS",599,311,288,NA,138,66,72,NA,461,245,216,NA
"BALOCHISTAN","LORALAI","LORALAI","BORI","SUB-DIVISION","PUNJABI",1911,953,958,NA,46,19,27,NA,1865,934,931,NA
"BALOCHISTAN","LORALAI","LORALAI","BORI","SUB-DIVISION","PUSHTO",212935,100825,112096,14,163515,77427,86075,13,49420,23398,26021,1
"BALOCHISTAN","LORALAI","LORALAI","BORI","SUB-DIVISION","SARAIKI",2500,1296,1204,NA,119,61,58,NA,2381,1235,1146,NA
"BALOCHISTAN","LORALAI","LORALAI","BORI","SUB-DIVISION","SHINA",5,1,4,NA,NA,NA,NA,NA,5,1,4,NA
"BALOCHISTAN","LORALAI","LORALAI","BORI","SUB-DIVISION","SINDHI",95,41,54,NA,30,12,18,NA,65,29,36,NA
"BALOCHISTAN","LORALAI","LORALAI","BORI","SUB-DIVISION","TOTAL",222590,105650,116926,14,165204,78223,86968,13,57386,27427,29958,1
"BALOCHISTAN","LORALAI","LORALAI","BORI","SUB-DIVISION","URDU",1403,712,691,NA,220,95,125,NA,1183,617,566,NA
"BALOCHISTAN","QUETTA","PISHIN","BOSTAN","TEHSIL","BALOCHI",87,52,35,NA,87,52,35,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","PISHIN","BOSTAN","TEHSIL","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","PISHIN","BOSTAN","TEHSIL","BRAHVI",14,9,5,NA,14,9,5,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","PISHIN","BOSTAN","TEHSIL","HINDKO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","PISHIN","BOSTAN","TEHSIL","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","PISHIN","BOSTAN","TEHSIL","KASHMIRI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","PISHIN","BOSTAN","TEHSIL","KOHIOSTANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","PISHIN","BOSTAN","TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","PISHIN","BOSTAN","TEHSIL","OTHERS",9,5,4,NA,9,5,4,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","PISHIN","BOSTAN","TEHSIL","PUNJABI",13,7,6,NA,13,7,6,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","PISHIN","BOSTAN","TEHSIL","PUSHTO",49507,24310,25195,2,49507,24310,25195,2,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","PISHIN","BOSTAN","TEHSIL","SARAIKI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","PISHIN","BOSTAN","TEHSIL","SHINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","PISHIN","BOSTAN","TEHSIL","SINDHI",13,6,7,NA,13,6,7,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","PISHIN","BOSTAN","TEHSIL","TOTAL",49721,24428,25291,2,49721,24428,25291,2,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","PISHIN","BOSTAN","TEHSIL","URDU",78,39,39,NA,78,39,39,NA,NA,NA,NA,NA
"BALOCHISTAN","MEKRAN","KECH","BULAIDA","SUB-DIVISION","BALOCHI",107495,50267,57175,53,38930,17604,21324,2,68565,32663,35851,51
"BALOCHISTAN","MEKRAN","KECH","BULAIDA","SUB-DIVISION","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","MEKRAN","KECH","BULAIDA","SUB-DIVISION","BRAHVI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","MEKRAN","KECH","BULAIDA","SUB-DIVISION","HINDKO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","MEKRAN","KECH","BULAIDA","SUB-DIVISION","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","MEKRAN","KECH","BULAIDA","SUB-DIVISION","KASHMIRI",159,74,85,NA,66,32,34,NA,93,42,51,NA
"BALOCHISTAN","MEKRAN","KECH","BULAIDA","SUB-DIVISION","KOHIOSTANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","MEKRAN","KECH","BULAIDA","SUB-DIVISION","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","MEKRAN","KECH","BULAIDA","SUB-DIVISION","OTHERS",62,26,36,NA,32,13,19,NA,30,13,17,NA
"BALOCHISTAN","MEKRAN","KECH","BULAIDA","SUB-DIVISION","PUNJABI",12,6,5,1,2,1,1,NA,10,5,4,1
"BALOCHISTAN","MEKRAN","KECH","BULAIDA","SUB-DIVISION","PUSHTO",18,8,10,NA,9,5,4,NA,9,3,6,NA
"BALOCHISTAN","MEKRAN","KECH","BULAIDA","SUB-DIVISION","SARAIKI",2,2,NA,NA,1,1,NA,NA,1,1,NA,NA
"BALOCHISTAN","MEKRAN","KECH","BULAIDA","SUB-DIVISION","SHINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","MEKRAN","KECH","BULAIDA","SUB-DIVISION","SINDHI",18,6,12,NA,8,NA,8,NA,10,6,4,NA
"BALOCHISTAN","MEKRAN","KECH","BULAIDA","SUB-DIVISION","TOTAL",107847,50429,57364,54,39095,17682,21411,2,68752,32747,35953,52
"BALOCHISTAN","MEKRAN","KECH","BULAIDA","SUB-DIVISION","URDU",81,40,41,NA,47,26,21,NA,34,14,20,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","CHAGAI","TEHSIL","BALOCHI",31603,15878,15723,2,31603,15878,15723,2,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","CHAGAI","TEHSIL","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","CHAGAI","TEHSIL","BRAHVI",22651,11342,11308,1,22651,11342,11308,1,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","CHAGAI","TEHSIL","HINDKO",9,4,5,NA,9,4,5,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","CHAGAI","TEHSIL","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","CHAGAI","TEHSIL","KASHMIRI",12,6,6,NA,12,6,6,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","CHAGAI","TEHSIL","KOHIOSTANI",1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","CHAGAI","TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","CHAGAI","TEHSIL","OTHERS",6,4,2,NA,6,4,2,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","CHAGAI","TEHSIL","PUNJABI",3,1,2,NA,3,1,2,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","CHAGAI","TEHSIL","PUSHTO",19011,9081,9930,NA,19011,9081,9930,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","CHAGAI","TEHSIL","SARAIKI",1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","CHAGAI","TEHSIL","SHINA",5,3,2,NA,5,3,2,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","CHAGAI","TEHSIL","SINDHI",6,3,3,NA,6,3,3,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","CHAGAI","TEHSIL","TOTAL",73326,36331,36992,3,73326,36331,36992,3,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","CHAGAI","TEHSIL","URDU",18,9,9,NA,18,9,9,NA,NA,NA,NA,NA
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","BALOCHI",176,81,95,NA,NA,NA,NA,NA,176,81,95,NA
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","BRAHVI",15,5,10,NA,NA,NA,NA,NA,15,5,10,NA
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","HINDKO",429,202,227,NA,NA,NA,NA,NA,429,202,227,NA
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","KASHMIRI",11,3,8,NA,NA,NA,NA,NA,11,3,8,NA
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","KOHIOSTANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","OTHERS",19,7,12,NA,NA,NA,NA,NA,19,7,12,NA
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","PUNJABI",882,429,453,NA,NA,NA,NA,NA,882,429,453,NA
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","PUSHTO",127783,57473,70309,1,NA,NA,NA,NA,127783,57473,70309,1
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","SARAIKI",307,150,157,NA,NA,NA,NA,NA,307,150,157,NA
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","SHINA",1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","SINDHI",126,59,67,NA,NA,NA,NA,NA,126,59,67,NA
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","TOTAL",130139,58610,71528,1,NA,NA,NA,NA,130139,58610,71528,1
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","URDU",390,200,190,NA,NA,NA,NA,NA,390,200,190,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","BALOCHI",236,121,115,NA,236,121,115,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","BRAHVI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","HINDKO",6,2,4,NA,6,2,4,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","KASHMIRI",11,4,7,NA,11,4,7,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","KOHIOSTANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","OTHERS",179,45,134,NA,179,45,134,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","PUNJABI",10,5,5,NA,10,5,5,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","PUSHTO",335482,146160,189310,12,335482,146160,189310,12,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","SARAIKI",26,8,18,NA,26,8,18,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","SHINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","SINDHI",17,8,9,NA,17,8,9,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","TOTAL",336079,146401,189666,12,336079,146401,189666,12,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","URDU",112,48,64,NA,112,48,64,NA,NA,NA,NA,NA
"BALOCHISTAN","NASIRABAD","NASIRABAD","CHATTAR","SUB-DIVISION","BALOCHI",6995,3434,3561,NA,6995,3434,3561,NA,NA,NA,NA,NA
"BALOCHISTAN","NASIRABAD","NASIRABAD","CHATTAR","SUB-DIVISION","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","NASIRABAD","NASIRABAD","CHATTAR","SUB-DIVISION","BRAHVI",50,25,25,NA,50,25,25,NA,NA,NA,NA,NA
"BALOCHISTAN","NASIRABAD","NASIRABAD","CHATTAR","SUB-DIVISION","HINDKO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","NASIRABAD","NASIRABAD","CHATTAR","SUB-DIVISION","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","NASIRABAD","NASIRABAD","CHATTAR","SUB-DIVISION","KASHMIRI",5,2,3,NA,5,2,3,NA,NA,NA,NA,NA
"BALOCHISTAN","NASIRABAD","NASIRABAD","CHATTAR","SUB-DIVISION","KOHIOSTANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","NASIRABAD","NASIRABAD","CHATTAR","SUB-DIVISION","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","NASIRABAD","NASIRABAD","CHATTAR","SUB-DIVISION","OTHERS",4,NA,4,NA,4,NA,4,NA,NA,NA,NA,NA
"BALOCHISTAN","NASIRABAD","NASIRABAD","CHATTAR","SUB-DIVISION","PUNJABI",1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA
"BALOCHISTAN","NASIRABAD","NASIRABAD","CHATTAR","SUB-DIVISION","PUSHTO",35,15,20,NA,35,15,20,NA,NA,NA,NA,NA
"BALOCHISTAN","NASIRABAD","NASIRABAD","CHATTAR","SUB-DIVISION","SARAIKI",920,465,455,NA,920,465,455,NA,NA,NA,NA,NA
"BALOCHISTAN","NASIRABAD","NASIRABAD","CHATTAR","SUB-DIVISION","SHINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","NASIRABAD","NASIRABAD","CHATTAR","SUB-DIVISION","SINDHI",24259,12056,12203,NA,24259,12056,12203,NA,NA,NA,NA,NA
"BALOCHISTAN","NASIRABAD","NASIRABAD","CHATTAR","SUB-DIVISION","TOTAL",32276,16000,16276,NA,32276,16000,16276,NA,NA,NA,NA,NA
"BALOCHISTAN","NASIRABAD","NASIRABAD","CHATTAR","SUB-DIVISION","URDU",7,3,4,NA,7,3,4,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","NUSHKI","DAK","SUB-TEHSIL","BALOCHI",1277,618,659,NA,1277,618,659,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","NUSHKI","DAK","SUB-TEHSIL","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","NUSHKI","DAK","SUB-TEHSIL","BRAHVI",14284,7098,7185,1,14284,7098,7185,1,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","NUSHKI","DAK","SUB-TEHSIL","HINDKO",14,4,10,NA,14,4,10,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","NUSHKI","DAK","SUB-TEHSIL","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","NUSHKI","DAK","SUB-TEHSIL","KASHMIRI",5,3,2,NA,5,3,2,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","NUSHKI","DAK","SUB-TEHSIL","KOHIOSTANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","NUSHKI","DAK","SUB-TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","NUSHKI","DAK","SUB-TEHSIL","OTHERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","NUSHKI","DAK","SUB-TEHSIL","PUNJABI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","NUSHKI","DAK","SUB-TEHSIL","PUSHTO",1344,661,683,NA,1344,661,683,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","NUSHKI","DAK","SUB-TEHSIL","SARAIKI",3,1,2,NA,3,1,2,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","NUSHKI","DAK","SUB-TEHSIL","SHINA",2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","NUSHKI","DAK","SUB-TEHSIL","SINDHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","NUSHKI","DAK","SUB-TEHSIL","TOTAL",16929,8385,8543,1,16929,8385,8543,1,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","NUSHKI","DAK","SUB-TEHSIL","URDU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","DALBANDIN","SUB-DIVISION","BALOCHI",94883,45674,49208,1,76090,36509,39580,1,18793,9165,9628,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","DALBANDIN","SUB-DIVISION","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","DALBANDIN","SUB-DIVISION","BRAHVI",22435,10796,11639,NA,22404,10779,11625,NA,31,17,14,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","DALBANDIN","SUB-DIVISION","HINDKO",16,6,10,NA,12,5,7,NA,4,1,3,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","DALBANDIN","SUB-DIVISION","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","DALBANDIN","SUB-DIVISION","KASHMIRI",39,23,16,NA,28,18,10,NA,11,5,6,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","DALBANDIN","SUB-DIVISION","KOHIOSTANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","DALBANDIN","SUB-DIVISION","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","DALBANDIN","SUB-DIVISION","OTHERS",5,1,4,NA,5,1,4,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","CHAGAI","DALBANDIN","SUB-DIVISION","PUNJABI",35,6,29,NA,17,NA,17,NA,18,6,12,NA
